,pidSzn,MIN,GP,Season,PIE,POSS,USG_PCT
1830,1629012_2018-19,2.7,32,2018-19,0.056,174,0.211
1831,201147_2018-19,1.7,5,2018-19,0.0,19,0.048
1832,202709_2018-19,1.7,26,2018-19,-0.006,108,0.078
1833,201584_2018-19,0.8,1,2018-19,0.0,1,0.0
1834,1626245_2018-19,0.9,7,2018-19,0.051,13,0.0
1835,1626156_2018-19,3.6,36,2018-19,0.165,287,0.345
1836,201571_2018-19,3.3,46,2018-19,0.087,337,0.146
1837,1628391_2018-19,2.0,7,2018-19,0.009,31,0.175
1838,1629541_2018-19,1.4,4,2018-19,0.0,14,0.0
1839,1627745_2018-19,2.3,5,2018-19,0.143,22,0.12
1840,203081_2018-19,3.5,39,2018-19,0.161,307,0.337
1841,1627814_2018-19,2.5,2,2018-19,0.0,14,0.0
1842,1628422_2018-19,2.7,19,2018-19,0.072,120,0.134
1843,1628464_2018-19,0.9,8,2018-19,-0.085,16,0.313
1844,201568_2018-19,3.5,34,2018-19,0.185,256,0.231
1845,201980_2018-19,4.3,33,2018-19,0.085,293,0.127
1846,201967_2018-19,1.4,8,2018-19,0.031,24,0.0
1847,203957_2018-19,1.1,5,2018-19,0.5,11,0.313
1848,1627863_2018-19,3.7,11,2018-19,-0.033,83,0.107
1849,203967_2018-19,2.7,32,2018-19,0.02,190,0.091
1850,203121_2018-19,2.6,29,2018-19,0.059,180,0.106
1851,201954_2018-19,2.7,36,2018-19,0.115,202,0.254
1852,1629133_2018-19,9.3,1,2018-19,-0.035,21,0.103
1853,1628021_2018-19,1.9,14,2018-19,0.039,56,0.063
1854,202722_2018-19,2.2,25,2018-19,0.095,127,0.138
1855,1628432_2018-19,5.1,1,2018-19,0.042,12,0.083
1856,1628368_2018-19,3.3,47,2018-19,0.163,339,0.285
1857,1629001_2018-19,3.7,8,2018-19,0.044,62,0.192
1858,201599_2018-19,3.4,31,2018-19,0.182,218,0.119
1859,1627761_2018-19,3.0,34,2018-19,0.107,221,0.117
1860,201942_2018-19,4.0,38,2018-19,0.141,315,0.32
1861,202326_2018-19,1.2,9,2018-19,-0.044,26,0.214
1862,201960_2018-19,3.6,21,2018-19,0.092,169,0.123
1863,1629028_2018-19,3.9,25,2018-19,0.074,212,0.11
1864,1626153_2018-19,4.1,17,2018-19,0.084,151,0.137
1865,203471_2018-19,3.1,36,2018-19,0.021,246,0.122
1866,1628372_2018-19,2.9,23,2018-19,0.071,151,0.213
1867,202324_2018-19,0.9,11,2018-19,0.16,28,0.235
1868,1627884_2018-19,1.6,14,2018-19,0.122,50,0.093
1869,201565_2018-19,3.5,25,2018-19,0.133,179,0.302
1870,1628401_2018-19,3.0,24,2018-19,0.166,151,0.238
1871,1626164_2018-19,4.4,26,2018-19,0.112,241,0.416
1872,2734_2018-19,2.4,7,2018-19,0.036,39,0.14
1873,1628421_2018-19,5.0,1,2018-19,0.0,10,0.067
1874,1628984_2018-19,2.7,7,2018-19,-0.015,39,0.093
1875,203473_2018-19,2.2,29,2018-19,0.101,133,0.169
1876,1627738_2018-19,2.7,2,2018-19,0.188,10,0.182
1877,1628415_2018-19,2.5,4,2018-19,0.0,16,0.0
1878,203079_2018-19,3.5,16,2018-19,-0.129,116,0.184
1879,1717_2018-19,1.7,2,2018-19,-0.222,10,0.1
1880,1627734_2018-19,1.7,22,2018-19,0.198,87,0.137
1881,1628378_2018-19,3.0,31,2018-19,0.138,215,0.437
1882,1628978_2018-19,1.2,2,2018-19,0.0,2,0.0
1883,1627827_2018-19,2.1,36,2018-19,0.05,164,0.113
1884,203926_2018-19,0.9,9,2018-19,-0.267,19,0.043
1885,1627733_2018-19,4.4,8,2018-19,0.112,70,0.1
1886,203110_2018-19,3.7,27,2018-19,0.078,225,0.104
1887,1629130_2018-19,0.7,2,2018-19,0.0,3,0.0
1888,1628407_2018-19,3.5,12,2018-19,0.091,92,0.126
1889,203939_2018-19,2.9,21,2018-19,0.086,132,0.135
1890,2548_2018-19,3.1,36,2018-19,0.156,244,0.304
1891,202734_2018-19,2.4,25,2018-19,-0.049,120,0.088
1892,202334_2018-19,0.1,7,2018-19,0.143,1,0.0
1893,1628410_2018-19,5.1,1,2018-19,0.167,12,0.25
1894,203901_2018-19,3.3,17,2018-19,0.194,128,0.224
1895,1629059_2018-19,1.2,3,2018-19,-0.063,8,0.111
1896,1626144_2018-19,3.4,24,2018-19,0.134,177,0.317
1897,202683_2018-19,3.1,20,2018-19,0.128,134,0.121
1898,202339_2018-19,3.5,29,2018-19,0.133,223,0.259
1899,201569_2018-19,2.9,32,2018-19,0.056,202,0.148
1900,101141_2018-19,2.8,16,2018-19,0.073,97,0.144
1901,203095_2018-19,3.3,46,2018-19,0.095,336,0.228
1902,202323_2018-19,1.7,21,2018-19,-0.005,81,0.091
1903,1628402_2018-19,2.2,15,2018-19,0.041,80,0.174
1904,1626163_2018-19,2.4,11,2018-19,-0.048,57,0.119
1905,1628412_2018-19,1.4,3,2018-19,0.0,9,0.333
1906,1628373_2018-19,2.1,12,2018-19,0.028,54,0.048
1907,1627832_2018-19,3.1,25,2018-19,0.043,157,0.15
1908,1627788_2018-19,0.4,5,2018-19,0.077,9,0.0
1909,202066_2018-19,3.2,30,2018-19,-0.02,179,0.111
1910,1629109_2018-19,0.9,7,2018-19,0.303,14,0.063
1911,203914_2018-19,3.2,28,2018-19,0.116,205,0.198
1912,1627780_2018-19,0.5,1,2018-19,2.0,2,0.0
1913,1629018_2018-19,3.2,1,2018-19,0.0,8,0.1
1914,201588_2018-19,2.3,12,2018-19,0.138,61,0.219
1915,1627777_2018-19,4.6,2,2018-19,0.031,20,0.208
1916,101123_2018-19,1.6,17,2018-19,-0.05,60,0.055
1917,203507_2018-19,3.3,33,2018-19,0.223,242,0.288
1918,203922_2018-19,2.4,5,2018-19,0.039,28,0.167
1919,201609_2018-19,2.7,17,2018-19,0.067,101,0.174
1920,202330_2018-19,2.1,26,2018-19,0.087,127,0.151
1921,203476_2018-19,0.4,8,2018-19,-0.118,6,0.0
1922,1628960_2018-19,4.0,2,2018-19,0.14,19,0.364
1923,202328_2018-19,0.3,2,2018-19,-0.167,1,0.333
1924,1627824_2018-19,0.6,3,2018-19,0.0,3,0.0
1925,1628977_2018-19,0.2,1,2018-19,1.0,1,0.0
1926,203084_2018-19,3.7,45,2018-19,0.04,359,0.19
1927,1628385_2018-19,0.8,4,2018-19,-0.545,5,0.167
1928,202355_2018-19,2.5,23,2018-19,0.149,112,0.162
1929,1627740_2018-19,3.7,2,2018-19,0.435,17,0.048
1930,203546_2018-19,1.8,17,2018-19,-0.039,75,0.131
1931,101133_2018-19,2.5,2,2018-19,-0.036,10,0.133
1932,202697_2018-19,2.3,19,2018-19,0.032,93,0.07
1933,1629067_2018-19,0.1,1,2018-19,0.0,0,0.0
1934,1628515_2018-19,1.2,3,2018-19,0.231,8,0.1
1935,203477_2018-19,2.1,6,2018-19,-0.043,28,0.065
1936,202738_2018-19,2.6,1,2018-19,-0.4,7,0.429
1937,202397_2018-19,3.4,16,2018-19,0.07,114,0.125
1938,1628397_2018-19,3.5,6,2018-19,0.064,40,0.116
1939,1627826_2018-19,3.0,9,2018-19,0.25,64,0.254
1940,200826_2018-19,2.3,8,2018-19,-0.035,43,0.111
1941,200755_2018-19,3.5,43,2018-19,0.083,342,0.173
1942,2747_2018-19,3.7,3,2018-19,0.093,25,0.067
1943,203960_2018-19,2.6,2,2018-19,0.078,10,0.091
1944,203210_2018-19,2.2,18,2018-19,-0.074,94,0.155
1945,201580_2018-19,2.0,23,2018-19,0.194,101,0.124
1946,203953_2018-19,3.4,28,2018-19,0.105,196,0.175
1947,203109_2018-19,3.0,30,2018-19,0.049,200,0.106
1948,1626143_2018-19,1.6,10,2018-19,0.188,38,0.119
1949,1627774_2018-19,1.9,11,2018-19,-0.006,50,0.133
1950,1627751_2018-19,1.1,6,2018-19,0.2,14,0.25
1951,1628973_2018-19,3.3,25,2018-19,0.018,176,0.185
1952,1627883_2018-19,0.5,1,2018-19,0.0,1,0.0
1953,2037_2018-19,3.8,14,2018-19,0.148,110,0.15
1954,1627750_2018-19,3.2,40,2018-19,0.101,284,0.271
1955,203516_2018-19,1.6,18,2018-19,0.059,75,0.036
1956,201935_2018-19,3.7,39,2018-19,0.283,302,0.492
1957,201949_2018-19,3.2,13,2018-19,0.06,82,0.112
1958,203263_2018-19,5.1,1,2018-19,0.105,10,0.167
1959,201162_2018-19,3.7,20,2018-19,0.042,172,0.097
1960,1629123_2018-19,0.2,1,2018-19,0.0,2,0.0
1961,1628991_2018-19,2.3,26,2018-19,0.048,116,0.189
1962,1628417_2018-19,0.3,2,2018-19,0.0,0,0.0
1963,1628386_2018-19,3.8,36,2018-19,0.097,279,0.149
1964,1629121_2018-19,1.7,4,2018-19,0.0,16,0.063
1965,1627759_2018-19,2.3,26,2018-19,0.049,123,0.123
1966,1628369_2018-19,3.4,39,2018-19,0.112,289,0.185
1967,201145_2018-19,3.7,28,2018-19,0.093,224,0.126
1968,201952_2018-19,2.9,20,2018-19,0.068,127,0.187
1969,1629203_2018-19,3.1,3,2018-19,0.017,25,0.133
1970,203924_2018-19,3.7,44,2018-19,0.079,342,0.111
1971,203087_2018-19,3.1,30,2018-19,0.112,192,0.24
1972,202391_2018-19,2.1,11,2018-19,0.045,49,0.173
1973,1626170_2018-19,0.6,8,2018-19,-0.222,14,0.063
1974,1629010_2018-19,4.6,2,2018-19,0.133,26,0.276
1975,201573_2018-19,4.4,8,2018-19,0.063,71,0.223
1976,1628975_2018-19,1.1,2,2018-19,-0.125,5,0.0
1977,202690_2018-19,0.5,1,2018-19,0.0,0,0.0
1978,202710_2018-19,3.4,36,2018-19,0.172,281,0.281
1979,201149_2018-19,1.5,12,2018-19,-0.027,45,0.135
1980,203925_2018-19,3.6,42,2018-19,0.12,317,0.146
1981,204060_2018-19,3.0,31,2018-19,0.124,214,0.103
1982,203954_2018-19,3.7,33,2018-19,0.19,281,0.332
1983,1628381_2018-19,3.3,27,2018-19,0.22,201,0.163
1984,203089_2018-19,0.4,1,2018-19,0.0,0,0.0
1985,203098_2018-19,2.4,5,2018-19,-0.086,24,0.103
1986,202322_2018-19,4.4,12,2018-19,0.178,113,0.352
1987,1629140_2018-19,1.7,6,2018-19,0.082,28,0.114
1988,202720_2018-19,1.4,2,2018-19,-0.5,6,0.143
1989,1628413_2018-19,0.6,8,2018-19,0.0,13,0.0
1990,201973_2018-19,2.6,9,2018-19,0.071,52,0.119
1991,202685_2018-19,3.5,15,2018-19,0.243,115,0.28
1992,1628371_2018-19,2.0,32,2018-19,0.075,150,0.123
1993,203613_2018-19,0.6,20,2018-19,0.308,38,0.268
1994,1628395_2018-19,1.2,5,2018-19,0.237,15,0.2
1995,203903_2018-19,2.3,29,2018-19,0.079,140,0.284
1996,203895_2018-19,3.3,5,2018-19,0.036,36,0.14
1997,101181_2018-19,0.7,12,2018-19,0.022,24,0.0
1998,1628404_2018-19,2.7,28,2018-19,0.062,169,0.131
1999,1628367_2018-19,3.2,17,2018-19,0.125,112,0.231
2000,1629006_2018-19,2.0,22,2018-19,0.065,93,0.084
2001,1626196_2018-19,3.4,38,2018-19,0.148,286,0.215
2002,201950_2018-19,2.6,38,2018-19,0.051,223,0.275
2003,1627823_2018-19,3.1,15,2018-19,0.076,102,0.129
2004,1627395_2018-19,1.4,4,2018-19,-2.0,12,0.077
2005,203944_2018-19,3.0,35,2018-19,0.147,227,0.284
2006,1626147_2018-19,1.4,11,2018-19,0.178,36,0.132
2007,203200_2018-19,3.6,41,2018-19,0.06,311,0.092
2008,1628382_2018-19,1.9,18,2018-19,0.018,79,0.169
2009,1626159_2018-19,3.4,28,2018-19,-0.029,201,0.193
2010,203994_2018-19,3.3,29,2018-19,0.121,209,0.203
2011,1628443_2018-19,3.0,3,2018-19,-0.14,17,0.263
2012,1626157_2018-19,3.6,43,2018-19,0.152,317,0.273
2013,202695_2018-19,4.5,33,2018-19,0.244,305,0.398
2014,1628966_2018-19,3.7,4,2018-19,-0.1,36,0.174
2015,203482_2018-19,1.9,26,2018-19,0.115,117,0.194
2016,1626162_2018-19,4.5,26,2018-19,0.107,256,0.161
2017,202689_2018-19,4.0,39,2018-19,0.226,332,0.423
2018,202702_2018-19,1.5,6,2018-19,0.088,19,0.1
2019,1629026_2018-19,3.7,15,2018-19,0.033,137,0.087
2020,203145_2018-19,2.9,28,2018-19,0.084,171,0.176
2021,203484_2018-19,1.8,29,2018-19,0.045,133,0.151
2022,201142_2018-19,3.9,32,2018-19,0.203,271,0.338
2023,1628989_2018-19,2.6,25,2018-19,0.056,160,0.153
2024,1628995_2018-19,3.5,19,2018-19,0.066,136,0.163
2025,201567_2018-19,1.9,8,2018-19,0.182,35,0.244
2026,1626172_2018-19,2.2,21,2018-19,0.065,98,0.064
2027,203920_2018-19,0.0,1,2018-19,0.0,0,0.0
2028,203114_2018-19,3.1,33,2018-19,0.09,225,0.19
2029,1629017_2018-19,4.6,1,2018-19,-0.455,7,0.0
2030,202691_2018-19,3.9,32,2018-19,0.085,269,0.153
2031,201585_2018-19,2.2,4,2018-19,0.133,15,0.211
2032,1627739_2018-19,3.6,21,2018-19,0.061,155,0.193
2033,203937_2018-19,3.0,25,2018-19,0.019,147,0.074
2034,2594_2018-19,0.9,20,2018-19,0.0,55,0.134
2035,1628398_2018-19,3.2,37,2018-19,0.096,249,0.193
2036,200768_2018-19,5.0,28,2018-19,0.11,290,0.189
2037,202681_2018-19,3.5,37,2018-19,0.239,281,0.428
2038,200746_2018-19,4.1,39,2018-19,0.146,335,0.223
2039,202362_2018-19,3.0,10,2018-19,0.107,67,0.205
2040,202498_2018-19,1.5,8,2018-19,0.0,25,0.148
2041,1629013_2018-19,1.7,20,2018-19,0.039,77,0.094
2042,204038_2018-19,2.4,27,2018-19,0.002,140,0.08
2043,1626204_2018-19,2.3,23,2018-19,0.112,113,0.144
2044,1628374_2018-19,4.3,23,2018-19,0.163,205,0.148
2045,2544_2018-19,3.2,32,2018-19,0.244,213,0.385
2046,1628366_2018-19,3.1,20,2018-19,0.098,129,0.159
2047,203485_2018-19,3.8,1,2018-19,-0.16,6,0.167
2048,101150_2018-19,2.9,38,2018-19,0.2,250,0.345
2049,201601_2018-19,0.1,2,2018-19,0.0,1,0.0
2050,1629029_2018-19,3.6,38,2018-19,0.19,287,0.366
2051,1628379_2018-19,2.2,18,2018-19,0.037,84,0.04
2052,1628436_2018-19,2.6,10,2018-19,0.091,49,0.169
2053,2736_2018-19,2.7,7,2018-19,-0.045,36,0.111
2054,1627763_2018-19,3.3,26,2018-19,0.162,189,0.151
2055,1627736_2018-19,3.1,22,2018-19,0.056,156,0.123
2056,1628370_2018-19,3.3,13,2018-19,0.066,93,0.167
2057,202705_2018-19,0.6,4,2018-19,-0.5,4,0.2
2058,201188_2018-19,4.3,37,2018-19,0.113,304,0.19
2059,101162_2018-19,0.0,3,2018-19,0.0,0,0.0
2060,201158_2018-19,2.2,23,2018-19,0.11,115,0.198
2061,202694_2018-19,2.8,34,2018-19,0.076,216,0.135
2062,203935_2018-19,2.5,38,2018-19,0.013,207,0.133
2063,1626209_2018-19,3.7,8,2018-19,0.018,66,0.257
2064,202693_2018-19,3.4,18,2018-19,0.094,127,0.149
2065,1627737_2018-19,13.1,1,2018-19,0.359,24,0.323
2066,1628963_2018-19,3.0,16,2018-19,0.097,107,0.16
2067,101107_2018-19,3.5,30,2018-19,0.094,226,0.163
2068,203486_2018-19,1.3,27,2018-19,0.058,78,0.063
2069,203521_2018-19,4.2,8,2018-19,0.05,69,0.173
2070,203090_2018-19,3.6,22,2018-19,0.107,177,0.117
2071,1628467_2018-19,2.4,29,2018-19,0.083,157,0.051
2072,203086_2018-19,1.6,11,2018-19,0.025,42,0.06
2073,203487_2018-19,0.4,4,2018-19,-2.667,7,0.286
2074,203077_2018-19,1.9,20,2018-19,0.037,78,0.08
2075,1628969_2018-19,3.5,30,2018-19,0.061,218,0.102
2076,201144_2018-19,3.5,40,2018-19,0.224,300,0.376
2077,203488_2018-19,1.6,18,2018-19,0.049,67,0.147
2078,203118_2018-19,1.9,19,2018-19,0.162,92,0.152
2079,1628970_2018-19,2.8,17,2018-19,0.034,100,0.088
2080,203101_2018-19,1.0,1,2018-19,-0.25,1,0.0
2081,1629011_2018-19,2.2,14,2018-19,0.034,70,0.084
2082,1628964_2018-19,0.7,6,2018-19,0.0,9,0.1
2083,1628420_2018-19,2.1,25,2018-19,0.093,112,0.079
2084,1626149_2018-19,3.2,36,2018-19,0.1,239,0.164
2085,1629021_2018-19,1.4,1,2018-19,0.429,3,0.4
2086,1626167_2018-19,2.5,35,2018-19,0.092,178,0.14
2087,1628513_2018-19,7.7,1,2018-19,-0.093,18,0.1
2088,202357_2018-19,2.2,25,2018-19,0.138,131,0.113
2089,2403_2018-19,1.5,8,2018-19,0.016,30,0.054
2090,203457_2018-19,0.9,6,2018-19,-0.2,11,0.071
2091,201587_2018-19,3.3,31,2018-19,0.082,218,0.071
2092,203917_2018-19,1.8,10,2018-19,-0.007,42,0.14
2093,203999_2018-19,3.2,44,2018-19,0.197,299,0.294
2094,202703_2018-19,1.7,18,2018-19,0.122,74,0.169
2095,202696_2018-19,3.5,46,2018-19,0.114,345,0.269
2096,203943_2018-19,2.9,22,2018-19,0.084,141,0.125
2097,1626181_2018-19,0.7,8,2018-19,0.143,15,0.0
2098,1628384_2018-19,2.5,14,2018-19,-0.007,74,0.104
2099,1629016_2018-19,1.8,7,2018-19,-0.017,28,0.067
2100,201956_2018-19,1.4,2,2018-19,-2.0,5,0.0
2101,203490_2018-19,5.3,19,2018-19,0.088,211,0.167
2102,200782_2018-19,3.6,39,2018-19,0.043,292,0.107
2103,1627783_2018-19,4.4,33,2018-19,0.126,297,0.137
2104,1626192_2018-19,3.1,20,2018-19,0.047,137,0.074
2105,201976_2018-19,2.5,36,2018-19,0.081,201,0.111
2106,1627775_2018-19,0.8,3,2018-19,0.0,6,0.0
2107,202335_2018-19,0.4,5,2018-19,0.25,6,0.0
2108,201988_2018-19,3.2,30,2018-19,0.043,214,0.092
2109,2200_2018-19,0.1,2,2018-19,0.75,1,1.0
2110,202331_2018-19,3.6,44,2018-19,0.207,348,0.333
2111,200794_2018-19,3.4,33,2018-19,0.146,245,0.162
2112,203112_2018-19,0.4,2,2018-19,0.0,3,0.0
2113,202347_2018-19,0.5,4,2018-19,-0.087,5,0.0
2114,1626188_2018-19,1.7,7,2018-19,-0.015,25,0.063
2115,200765_2018-19,2.6,15,2018-19,-0.011,88,0.096
2116,203526_2018-19,1.7,3,2018-19,0.039,12,0.125
2117,1628959_2018-19,5.0,1,2018-19,-0.039,10,0.091
2118,1629034_2018-19,0.5,3,2018-19,0.0,5,0.0
2119,101109_2018-19,2.0,2,2018-19,-0.2,9,0.111
2120,203493_2018-19,3.8,28,2018-19,0.129,224,0.162
2121,202704_2018-19,4.3,34,2018-19,0.097,297,0.278
2122,1626158_2018-19,1.6,13,2018-19,0.006,38,0.114
2123,201937_2018-19,3.5,21,2018-19,0.063,158,0.158
2124,203496_2018-19,4.3,17,2018-19,0.159,154,0.14
2125,1629057_2018-19,0.5,4,2018-19,-0.5,2,0.0
2126,201577_2018-19,3.9,17,2018-19,0.119,144,0.16
2127,1629066_2018-19,2.2,15,2018-19,0.017,75,0.163
2128,203918_2018-19,2.7,22,2018-19,0.086,135,0.167
2129,203585_2018-19,2.3,20,2018-19,0.025,108,0.101
2130,1627758_2018-19,0.1,3,2018-19,-0.333,0,0.0
2131,1626178_2018-19,3.8,18,2018-19,0.061,137,0.125
2132,1626220_2018-19,1.2,16,2018-19,0.009,43,0.019
2133,200752_2018-19,3.3,27,2018-19,0.099,187,0.143
2134,203497_2018-19,3.0,32,2018-19,0.185,215,0.176
2135,201566_2018-19,3.8,42,2018-19,0.187,346,0.338
2136,201583_2018-19,1.1,2,2018-19,0.0,5,0.2
2137,1627853_2018-19,3.3,20,2018-19,0.064,137,0.078
2138,1629151_2018-19,1.6,7,2018-19,0.022,27,0.063
2139,1626257_2018-19,2.6,7,2018-19,0.217,36,0.22
2140,1626155_2018-19,3.7,4,2018-19,-0.04,29,0.175
2141,1628400_2018-19,0.2,3,2018-19,0.0,2,0.0
2142,201586_2018-19,3.9,27,2018-19,0.078,223,0.176
2143,203552_2018-19,1.7,17,2018-19,0.107,73,0.092
2144,203894_2018-19,0.8,5,2018-19,0.25,16,0.235
2145,1628983_2018-19,2.5,28,2018-19,0.071,153,0.145
2146,1629003_2018-19,2.1,2,2018-19,-0.032,8,0.111
2147,1627885_2018-19,2.5,14,2018-19,0.133,73,0.123
2148,2733_2018-19,0.6,17,2018-19,0.0,24,0.133
2149,202714_2018-19,3.2,22,2018-19,0.035,146,0.11
2150,1628414_2018-19,0.7,13,2018-19,0.118,27,0.036
2151,1627746_2018-19,1.1,4,2018-19,0.156,12,0.2
2152,203524_2018-19,2.8,13,2018-19,0.005,75,0.084
2153,203915_2018-19,3.9,36,2018-19,0.111,294,0.282
2154,1626169_2018-19,2.4,16,2018-19,0.014,77,0.078
2155,201939_2018-19,3.6,28,2018-19,0.196,228,0.347
2156,1628425_2018-19,3.5,9,2018-19,0.124,73,0.22
2157,203500_2018-19,3.4,44,2018-19,0.052,330,0.103
2158,1629004_2018-19,0.7,1,2018-19,0.0,1,0.0
2159,1628388_2018-19,2.6,2,2018-19,0.125,12,0.333
2160,204456_2018-19,2.0,18,2018-19,0.132,87,0.106
2161,203933_2018-19,5.3,13,2018-19,0.089,145,0.211
2162,201959_2018-19,3.0,27,2018-19,0.12,166,0.121
2163,1627752_2018-19,3.0,27,2018-19,0.053,177,0.14
2164,1628390_2018-19,3.2,28,2018-19,0.0,197,0.093
2165,203082_2018-19,3.1,41,2018-19,0.128,283,0.196
2166,1626179_2018-19,1.9,17,2018-19,0.015,71,0.06
2167,200757_2018-19,0.5,4,2018-19,-0.111,5,0.111
2168,201152_2018-19,2.9,34,2018-19,0.099,203,0.146
2169,1628418_2018-19,3.4,20,2018-19,0.221,145,0.198
2170,1629118_2018-19,0.1,1,2018-19,0.0,0,0.0
2171,1627748_2018-19,1.2,6,2018-19,0.255,19,0.095
2172,204025_2018-19,2.4,10,2018-19,0.033,69,0.09
2173,203501_2018-19,3.7,32,2018-19,0.084,255,0.236
2174,1627789_2018-19,1.0,3,2018-19,0.0,5,0.0
2175,202699_2018-19,3.8,46,2018-19,0.151,385,0.157
2176,203107_2018-19,4.7,23,2018-19,0.038,227,0.132
2177,1628396_2018-19,7.9,1,2018-19,0.186,18,0.19
2178,2225_2018-19,2.0,14,2018-19,0.05,69,0.234
2179,203503_2018-19,1.6,7,2018-19,0.123,24,0.115
2180,1628470_2018-19,1.4,25,2018-19,0.235,78,0.118
2181,1629027_2018-19,3.8,36,2018-19,0.181,301,0.37
2182,1626203_2018-19,1.9,10,2018-19,-0.036,49,0.054
2183,2772_2018-19,4.8,23,2018-19,0.051,226,0.121
2184,203504_2018-19,3.1,14,2018-19,0.146,93,0.248
2185,1626168_2018-19,1.2,6,2018-19,0.111,17,0.05
2186,202684_2018-19,2.4,11,2018-19,0.063,50,0.158
2187,1628972_2018-19,3.8,9,2018-19,0.047,72,0.169
2188,203584_2018-19,1.2,9,2018-19,-0.079,29,0.206
2189,1627786_2018-19,1.5,2,2018-19,0.2,6,0.333
2190,1628463_2018-19,7.9,1,2018-19,-0.047,18,0.048
2191,1628416_2018-19,4.4,5,2018-19,0.013,45,0.231
2192,204020_2018-19,1.8,24,2018-19,0.13,105,0.162
2193,1628399_2018-19,0.1,1,2018-19,0.0,0,0.0
2194,203092_2018-19,2.8,1,2018-19,0.095,7,0.143
2195,201936_2018-19,0.9,14,2018-19,0.092,33,0.194
2196,1627820_2018-19,3.6,2,2018-19,0.085,20,0.091
2197,2199_2018-19,2.5,14,2018-19,0.022,68,0.045
2198,1626145_2018-19,2.7,18,2018-19,0.051,99,0.079
2199,203506_2018-19,3.4,15,2018-19,0.397,110,0.402
2200,1713_2018-19,2.9,25,2018-19,0.044,163,0.157
2201,1627215_2018-19,5.0,1,2018-19,0.314,10,0.455
2202,201961_2018-19,2.9,18,2018-19,0.111,104,0.16
2203,1627782_2018-19,1.2,17,2018-19,0.058,54,0.085
2204,1628976_2018-19,2.8,21,2018-19,0.026,116,0.143
2205,1628411_2018-19,1.2,13,2018-19,0.016,35,0.1
2206,202325_2018-19,1.2,8,2018-19,-0.245,20,0.091
2207,202083_2018-19,2.8,34,2018-19,0.002,196,0.134
2208,203115_2018-19,2.5,16,2018-19,0.114,85,0.105
2209,1626161_2018-19,3.1,41,2018-19,0.15,278,0.135
2210,1626195_2018-19,1.6,9,2018-19,0.113,34,0.111
2211,201163_2018-19,2.7,15,2018-19,0.062,96,0.096
2212,1627812_2018-19,0.8,8,2018-19,0.042,12,0.167
2213,1628380_2018-19,1.2,7,2018-19,0.213,20,0.087
2214,203897_2018-19,4.4,31,2018-19,0.097,279,0.392
2215,2585_2018-19,2.7,8,2018-19,0.076,45,0.058
2216,203932_2019-20,3.3,27,2019-20,0.141,193,0.163
2217,1628988_2019-20,3.8,19,2019-20,0.056,153,0.173
2218,1627846_2019-20,2.1,7,2019-20,0.108,29,0.226
2219,1629690_2019-20,0.2,2,2019-20,0.0,2,0.0
2220,1629678_2019-20,2.1,2,2019-20,-0.071,9,0.222
2221,201143_2019-20,2.6,35,2019-20,0.115,200,0.152
2222,202329_2019-20,1.4,4,2019-20,0.069,15,0.063
2223,202692_2019-20,3.4,27,2019-20,0.106,195,0.269
2224,1627936_2019-20,2.4,21,2019-20,0.074,111,0.081
2225,203458_2019-20,2.4,19,2019-20,0.126,89,0.221
2226,1628035_2019-20,0.7,3,2019-20,0.0,5,0.0
2227,203459_2019-20,1.1,7,2019-20,-0.121,16,0.118
2228,1629019_2019-20,1.8,3,2019-20,-0.19,12,0.385
2229,1628518_2019-20,1.9,1,2019-20,0.5,3,0.2
2230,1629599_2019-20,4.8,2,2019-20,-0.03,22,0.167
2231,203083_2019-20,4.3,22,2019-20,0.151,182,0.199
2232,2738_2019-20,1.6,11,2019-20,0.027,41,0.08
2233,203460_2019-20,2.7,2,2019-20,-0.045,11,0.235
2234,203952_2019-20,3.3,27,2019-20,0.175,170,0.325
2235,1629014_2019-20,2.8,12,2019-20,-0.014,68,0.187
2236,203076_2019-20,3.7,27,2019-20,0.239,217,0.343
2237,201229_2019-20,2.6,7,2019-20,0.037,39,0.095
2238,1628394_2019-20,1.0,3,2019-20,0.444,9,0.083
2239,203382_2019-20,2.7,13,2019-20,0.072,77,0.202
2240,203085_2019-20,3.0,9,2019-20,-0.006,59,0.122
2241,202340_2019-20,2.8,12,2019-20,-0.023,73,0.085
2242,1629168_2019-20,0.4,2,2019-20,0.0,4,0.0
2243,1628389_2019-20,4.1,35,2019-20,0.156,299,0.182
2244,203463_2019-20,1.8,12,2019-20,0.122,52,0.085
2245,1627732_2019-20,3.0,33,2019-20,0.141,217,0.121
2246,202687_2019-20,4.4,16,2019-20,0.063,133,0.154
2247,201933_2019-20,4.0,6,2019-20,0.085,43,0.216
2248,1626246_2019-20,0.9,8,2019-20,0.151,14,0.143
2249,1626171_2019-20,1.8,15,2019-20,0.049,57,0.106
2250,203992_2019-20,3.4,30,2019-20,0.097,214,0.225
2251,202711_2019-20,3.2,35,2019-20,0.149,261,0.208
2252,1629626_2019-20,2.2,3,2019-20,-0.044,15,0.118
2253,202954_2019-20,1.5,14,2019-20,0.069,53,0.113
2254,203078_2019-20,3.0,29,2019-20,0.114,187,0.427
2255,1629634_2019-20,2.3,23,2019-20,0.157,123,0.144
2256,1629164_2019-20,1.4,6,2019-20,0.396,18,0.296
2257,1627742_2019-20,3.6,32,2019-20,0.048,232,0.339
