,pidSzn,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,MIN,GP,Season,PFD,DRIVE_PF,DRIVE_PF_PCT,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
1933,1628425_2017-18,0.3,0.35,0.65,14.6,54,2017-18,0.4,0.1,0.053,1.04,0.52,0.53,4.42,4.46,4.38
1934,203500_2017-18,0.74,0.62,1.36,33.2,76,2017-18,3.7,0.0,0.0,2.23,1.1,1.13,4.09,4.22,3.98
1935,1628388_2017-18,0.11,0.09,0.21,8.8,53,2017-18,0.3,0.1,0.071,0.64,0.36,0.29,4.51,4.78,4.19
1936,204456_2017-18,0.41,0.66,1.07,22.8,76,2017-18,0.7,0.1,0.011,1.79,0.97,0.82,4.78,5.24,4.32
1937,203933_2017-18,0.6,0.69,1.29,33.4,65,2017-18,3.1,0.5,0.109,2.44,1.28,1.16,4.46,4.72,4.21
1938,201959_2017-18,0.46,0.65,1.11,33.7,82,2017-18,1.9,0.1,0.121,2.33,1.25,1.08,4.21,4.36,4.05
1939,204028_2017-18,0.27,0.22,0.49,10.7,51,2017-18,1.0,0.0,0.167,0.76,0.4,0.35,4.33,4.55,4.09
1940,1627752_2017-18,0.48,0.62,1.1,30.4,82,2017-18,2.3,0.4,0.052,2.07,1.09,0.97,4.14,4.33,3.95
1941,1628390_2017-18,0.11,0.3,0.41,12.7,61,2017-18,0.2,0.0,0.037,0.91,0.44,0.47,4.32,4.29,4.35
1942,203082_2017-18,0.21,0.71,0.92,25.3,24,2017-18,1.1,0.2,0.061,1.89,0.97,0.92,4.55,4.89,4.25
1943,1626179_2017-18,0.38,0.64,1.01,26.2,80,2017-18,1.9,0.3,0.043,1.96,1.08,0.88,4.53,4.88,4.17
1944,200757_2017-18,0.18,0.47,0.66,21.5,38,2017-18,1.3,0.2,0.07,1.54,0.85,0.7,4.38,4.74,4.01
1945,201152_2017-18,0.53,0.95,1.48,32.6,81,2017-18,1.6,0.0,0.02,2.33,1.2,1.13,4.36,4.56,4.16
1946,1628418_2017-18,0.13,0.13,0.27,4.9,15,2017-18,0.6,0.0,0.0,0.36,0.19,0.16,4.5,5.0,3.86
1947,1627748_2017-18,0.19,0.42,0.61,16.9,74,2017-18,1.1,0.1,0.2,1.27,0.63,0.65,4.57,4.65,4.49
1948,204025_2017-18,0.19,0.44,0.63,14.4,59,2017-18,1.0,0.1,0.038,1.03,0.54,0.49,4.42,4.66,4.17
1949,203501_2017-18,0.4,0.79,1.19,33.5,57,2017-18,3.3,0.5,0.091,2.34,1.25,1.09,4.28,4.53,4.02
1950,1627817_2017-18,0.0,0.0,0.0,4.3,3,2017-18,0.3,0.0,0.0,0.32,0.19,0.13,4.71,4.72,4.7
1951,202389_2017-18,0.13,0.13,0.26,11.7,31,2017-18,1.1,0.1,0.182,0.9,0.51,0.4,4.58,5.0,4.13
1952,1627789_2017-18,0.13,0.33,0.46,15.7,52,2017-18,1.1,0.1,0.062,1.25,0.69,0.57,4.83,5.37,4.3
1953,202699_2017-18,0.46,0.69,1.15,33.8,80,2017-18,2.0,0.5,0.05,2.47,1.37,1.1,4.46,4.91,4.0
1954,203107_2017-18,0.36,0.58,0.93,22.8,73,2017-18,1.5,0.2,0.031,1.71,0.91,0.8,4.62,4.87,4.37
1955,2754_2017-18,0.23,0.32,0.55,12.6,22,2017-18,0.8,0.0,0.0,0.9,0.47,0.43,4.34,4.68,4.02
1956,1628396_2017-18,0.0,0.0,0.0,3.3,9,2017-18,0.1,0.0,0.0,0.23,0.12,0.11,4.35,4.35,4.35
1957,2225_2017-18,0.24,0.38,0.62,19.7,55,2017-18,1.4,0.2,0.025,1.52,0.87,0.65,4.68,5.12,4.19
1958,203503_2017-18,0.19,0.53,0.72,27.7,75,2017-18,0.5,0.1,0.075,1.84,0.9,0.94,4.06,4.18,3.94
1959,1628470_2017-18,0.13,0.28,0.41,16.3,39,2017-18,0.8,0.1,0.081,1.24,0.64,0.6,4.62,4.78,4.48
1960,204037_2017-18,0.06,0.35,0.41,13.6,17,2017-18,0.5,0.1,0.167,0.94,0.5,0.44,4.43,5.07,3.84
1961,1626203_2017-18,0.21,0.63,0.84,16.9,63,2017-18,1.0,0.2,0.087,1.27,0.68,0.59,4.59,4.79,4.38
1962,2772_2017-18,0.33,0.7,1.03,34.3,67,2017-18,1.3,0.1,0.038,2.24,1.14,1.11,3.98,4.03,3.94
1963,202344_2017-18,0.35,0.29,0.65,17.3,68,2017-18,1.2,0.0,0.034,1.25,0.67,0.58,4.41,4.68,4.14
1964,203504_2017-18,0.33,0.61,0.94,22.1,36,2017-18,1.6,0.2,0.029,1.62,0.88,0.75,4.52,4.87,4.17
1965,1626168_2017-18,0.16,0.33,0.49,19.3,73,2017-18,1.7,0.3,0.099,1.31,0.72,0.59,4.16,4.52,3.79
1966,203590_2017-18,0.0,0.0,0.0,1.2,1,2017-18,0.0,0.0,0.0,0.1,0.06,0.04,4.85,7.24,0.0
1967,202684_2017-18,0.49,0.4,0.89,20.5,53,2017-18,1.8,0.1,0.129,1.51,0.81,0.71,4.5,4.79,4.21
1968,203584_2017-18,0.25,0.24,0.49,20.8,79,2017-18,0.7,0.0,0.025,1.57,0.86,0.7,4.59,5.09,4.1
1969,1627786_2017-18,0.14,0.38,0.52,14.8,21,2017-18,1.0,0.0,0.05,1.1,0.58,0.51,4.63,4.88,4.38
1970,1628463_2017-18,0.21,0.15,0.36,13.5,39,2017-18,0.6,0.0,0.053,1.01,0.57,0.44,4.6,5.05,4.13
1971,1628416_2017-18,0.3,0.32,0.63,17.6,56,2017-18,1.2,0.1,0.03,1.29,0.68,0.61,4.49,4.65,4.31
1972,203898_2017-18,0.22,0.35,0.57,12.8,54,2017-18,0.8,0.1,0.018,0.95,0.51,0.44,4.63,5.18,4.14
1973,204020_2017-18,0.39,0.54,0.93,28.9,72,2017-18,1.8,0.3,0.054,2.13,1.13,1.0,4.48,4.65,4.3
1974,1628399_2017-18,0.0,0.0,0.0,2.2,1,2017-18,0.0,0.0,0.0,0.17,0.11,0.06,5.53,4.28,7.8
1975,1627755_2017-18,0.38,0.55,0.93,23.7,71,2017-18,1.4,0.4,0.048,1.72,0.89,0.83,4.44,4.67,4.21
1976,203092_2017-18,0.17,0.21,0.38,17.0,66,2017-18,1.4,0.1,0.25,1.21,0.64,0.56,4.38,4.65,4.12
1977,201936_2017-18,0.58,0.69,1.27,31.3,52,2017-18,3.1,0.9,0.076,2.02,1.12,0.9,3.94,4.3,3.56
1978,1627820_2017-18,0.53,0.8,1.33,28.7,30,2017-18,1.8,0.3,0.048,2.16,1.14,1.02,4.59,4.98,4.22
1979,2199_2017-18,0.26,0.28,0.54,25.3,46,2017-18,2.3,0.0,0.0,1.63,0.86,0.77,3.93,4.13,3.72
1980,1626145_2017-18,0.22,0.61,0.83,18.1,82,2017-18,1.1,0.1,0.05,1.34,0.72,0.62,4.5,4.71,4.27
1981,2617_2017-18,0.14,0.14,0.29,5.2,14,2017-18,0.3,0.0,0.0,0.31,0.17,0.14,3.61,3.63,3.58
1982,203505_2017-18,0.0,0.0,0.0,9.1,5,2017-18,0.2,0.0,0.0,0.62,0.32,0.3,4.16,4.85,3.61
1983,203506_2017-18,0.69,0.91,1.6,34.5,75,2017-18,4.2,0.8,0.074,2.52,1.32,1.2,4.45,4.75,4.15
1984,1713_2017-18,0.22,0.45,0.67,17.9,58,2017-18,1.0,0.1,0.08,1.16,0.63,0.53,3.97,4.2,3.72
1985,1626205_2017-18,0.0,0.0,0.0,1.9,4,2017-18,0.0,0.0,0.0,0.12,0.06,0.05,4.06,4.99,3.17
1986,1627735_2017-18,0.0,0.29,0.29,11.6,7,2017-18,1.0,0.1,0.063,0.9,0.47,0.43,4.82,5.11,4.53
1987,1627215_2017-18,0.0,0.0,0.0,7.1,5,2017-18,0.8,0.0,0.0,0.37,0.19,0.18,4.91,5.13,4.68
1988,201961_2017-18,0.36,0.45,0.82,26.9,77,2017-18,0.8,0.0,0.014,1.92,1.07,0.86,4.36,4.7,3.99
1989,1627782_2017-18,0.29,0.37,0.66,20.0,35,2017-18,1.4,0.2,0.04,1.4,0.77,0.64,4.28,4.57,3.97
1990,1628411_2017-18,0.15,0.34,0.48,16.7,62,2017-18,0.8,0.1,0.04,1.22,0.64,0.57,4.53,4.66,4.38
1991,202325_2017-18,0.15,0.39,0.54,20.4,74,2017-18,0.7,0.1,0.127,1.41,0.72,0.7,4.23,4.37,4.1
1992,202083_2017-18,0.54,0.78,1.32,34.3,63,2017-18,2.0,0.2,0.045,2.36,1.31,1.05,4.2,4.48,3.91
1993,203115_2017-18,0.47,0.53,1.0,33.6,81,2017-18,2.4,0.4,0.041,2.28,1.24,1.04,4.21,4.57,3.85
1994,1626161_2017-18,0.41,0.56,0.97,28.4,73,2017-18,2.9,0.4,0.11,2.01,1.07,0.94,4.31,4.59,4.04
1995,203186_2017-18,0.12,0.19,0.31,10.3,42,2017-18,1.2,0.0,0.222,0.72,0.36,0.36,4.26,4.43,4.1
1996,1626195_2017-18,0.21,0.19,0.4,10.4,48,2017-18,1.7,0.0,0.154,0.75,0.4,0.35,4.38,4.72,4.05
1997,201163_2017-18,0.36,0.72,1.08,32.1,74,2017-18,1.4,0.3,0.071,2.12,1.11,1.01,4.04,4.18,3.89
1998,204098_2017-18,0.33,0.0,0.33,3.5,6,2017-18,0.2,0.2,0.333,0.24,0.13,0.1,4.43,4.81,3.99
1999,1628504_2017-18,0.2,0.6,0.8,23.9,5,2017-18,2.6,0.4,0.057,1.63,0.91,0.72,4.65,5.23,4.16
2000,202918_2017-18,0.0,0.0,0.0,3.8,2,2017-18,0.0,0.0,0.0,0.27,0.13,0.14,4.02,5.58,4.26
2001,1627812_2017-18,0.33,0.77,1.1,28.2,82,2017-18,1.7,0.2,0.046,2.04,1.12,0.93,4.42,4.72,4.1
2002,1628380_2017-18,0.09,0.2,0.29,16.0,66,2017-18,0.8,0.0,0.02,1.09,0.59,0.5,4.15,4.32,3.98
2003,203897_2017-18,0.25,0.42,0.67,27.7,24,2017-18,2.8,0.8,0.096,2.08,1.12,0.96,4.6,5.05,4.17
2004,2216_2017-18,0.42,0.25,0.68,25.9,59,2017-18,2.4,0.2,0.058,1.68,0.9,0.78,3.96,4.06,3.84
2005,2585_2017-18,0.25,0.26,0.51,14.3,69,2017-18,1.4,0.1,0.172,0.99,0.5,0.49,4.25,4.56,3.98
2006,1627753_2017-18,0.0,0.11,0.11,7.0,18,2017-18,0.5,0.1,0.1,0.48,0.26,0.22,4.1,4.2,3.99
2007,203932_2018-19,0.62,0.6,1.22,34.2,78,2018-19,3.4,0.5,0.086,2.56,1.44,1.12,4.28,4.75,3.79
2008,1628988_2018-19,0.16,0.18,0.34,13.1,50,2018-19,1.2,0.1,0.028,1.01,0.52,0.49,4.35,4.58,4.12
2009,1627846_2018-19,0.21,0.2,0.41,11.5,61,2018-19,0.6,0.1,0.038,0.92,0.47,0.45,4.47,4.7,4.27
2010,201143_2018-19,0.26,0.57,0.84,29.4,68,2018-19,1.8,0.1,0.064,2.04,1.08,0.96,3.98,4.35,3.64
2011,202329_2018-19,0.53,0.46,0.99,28.7,81,2018-19,1.9,0.2,0.09,2.14,1.18,0.96,4.25,4.55,3.93
2012,1626210_2018-19,0.2,0.2,0.4,5.2,5,2018-19,0.6,0.0,0.0,0.38,0.2,0.18,4.14,4.63,3.71
2013,202692_2018-19,0.19,0.3,0.48,21.8,64,2018-19,1.9,0.4,0.075,1.61,0.87,0.74,4.22,4.39,4.05
2014,203518_2018-19,0.16,0.39,0.55,19.2,31,2018-19,1.0,0.1,0.056,1.5,0.78,0.72,4.38,4.75,4.04
2015,1627936_2018-19,0.6,0.16,0.76,21.5,25,2018-19,2.4,0.6,0.102,1.62,0.86,0.76,4.23,4.61,3.89
2016,203458_2018-19,0.27,0.17,0.44,20.3,77,2018-19,2.1,0.1,0.105,1.52,0.81,0.71,4.23,4.59,3.88
2017,1627816_2018-19,0.14,0.14,0.29,14.7,21,2018-19,1.4,0.0,0.063,1.18,0.63,0.55,4.51,5.02,4.05
2018,1628035_2018-19,0.18,0.26,0.44,14.1,72,2018-19,0.7,0.0,0.029,1.15,0.61,0.54,4.68,5.1,4.28
2019,1628993_2018-19,0.0,0.14,0.14,4.7,14,2018-19,0.3,0.0,0.0,0.38,0.2,0.18,4.41,4.57,4.26
2020,203459_2018-19,0.14,0.42,0.56,26.7,43,2018-19,0.9,0.1,0.044,2.0,1.1,0.9,4.24,4.6,3.88
2021,1629019_2018-19,0.31,0.44,0.75,23.1,64,2018-19,2.9,0.8,0.112,1.71,0.95,0.76,4.17,4.51,3.82
2022,1628518_2018-19,0.08,0.17,0.25,5.8,12,2018-19,0.3,0.0,0.0,0.45,0.24,0.21,4.47,4.63,4.3
2023,101161_2018-19,0.2,0.14,0.33,10.5,51,2018-19,0.9,0.0,0.042,0.77,0.4,0.36,4.16,4.45,3.89
2024,203083_2018-19,0.59,0.66,1.25,33.9,79,2018-19,4.2,0.2,0.14,2.33,1.23,1.1,3.94,3.99,3.88
2025,2738_2018-19,0.41,0.71,1.12,23.5,68,2018-19,1.2,0.1,0.129,1.7,0.88,0.82,4.1,4.46,3.77
2026,201281_2018-19,0.25,0.0,0.25,3.7,4,2018-19,0.3,0.0,0.0,0.27,0.15,0.13,4.14,4.73,3.59
2027,101106_2018-19,0.09,0.0,0.09,12.4,11,2018-19,0.7,0.0,0.0,0.71,0.38,0.33,3.96,4.33,3.61
2028,1626150_2018-19,0.24,0.12,0.35,11.1,17,2018-19,1.1,0.4,0.086,0.79,0.43,0.36,4.03,4.25,3.8
2029,203952_2018-19,0.63,0.64,1.27,35.3,73,2018-19,3.2,0.8,0.096,2.51,1.35,1.17,4.04,4.29,3.78
2030,1629014_2018-19,0.05,0.0,0.05,7.1,20,2018-19,0.5,0.3,0.214,0.55,0.31,0.24,4.35,4.55,4.12
2031,1629116_2018-19,0.0,0.0,0.0,7.5,2,2018-19,0.5,0.0,0.0,0.56,0.27,0.29,4.13,4.14,4.13
2032,1627790_2018-19,0.22,0.29,0.51,18.6,59,2018-19,2.1,0.0,0.05,1.28,0.68,0.61,4.0,4.06,3.92
2033,203076_2018-19,0.71,0.84,1.55,33.5,56,2018-19,6.7,0.4,0.117,2.28,1.19,1.09,3.9,4.24,3.57
2034,201229_2018-19,0.11,0.25,0.35,16.8,65,2018-19,0.8,0.1,0.195,1.29,0.73,0.56,4.32,4.8,3.82
2035,1628469_2018-19,0.14,0.19,0.33,14.7,57,2018-19,0.9,0.3,0.069,1.12,0.59,0.53,4.33,4.61,4.05
2036,203382_2018-19,0.18,0.12,0.29,16.3,51,2018-19,1.9,0.0,0.0,1.15,0.59,0.56,4.02,4.18,3.86
2037,203085_2018-19,0.17,0.49,0.66,27.0,76,2018-19,1.4,0.4,0.064,1.93,1.0,0.92,4.05,4.22,3.89
2038,202340_2018-19,0.46,0.48,0.94,30.6,63,2018-19,1.1,0.1,0.033,2.33,1.2,1.13,4.32,4.43,4.23
2039,1629168_2018-19,0.29,0.0,0.29,7.1,7,2018-19,0.3,0.0,0.0,0.54,0.3,0.24,4.28,4.83,3.75
2040,1628389_2018-19,0.48,0.26,0.73,23.6,82,2018-19,2.8,0.1,0.167,1.72,0.92,0.8,4.11,4.34,3.88
2041,203463_2018-19,0.05,0.05,0.11,8.4,19,2018-19,0.4,0.0,0.0,0.71,0.37,0.34,4.74,5.01,4.48
2042,1627732_2018-19,0.82,0.87,1.7,34.6,79,2018-19,4.8,0.8,0.083,2.53,1.4,1.13,4.17,4.7,3.66
2043,1628656_2018-19,0.0,0.5,0.5,16.1,4,2018-19,1.0,0.3,0.067,1.11,0.61,0.5,4.07,4.48,3.51
2044,202687_2018-19,0.3,0.15,0.44,14.7,54,2018-19,1.5,0.0,0.667,1.07,0.58,0.49,4.21,4.5,3.9
2045,201933_2018-19,0.76,0.59,1.35,35.4,75,2018-19,7.7,1.2,0.148,2.29,1.3,0.99,3.71,3.97,3.42
2046,1626246_2018-19,0.1,0.09,0.19,11.9,58,2018-19,1.6,0.0,0.0,0.85,0.45,0.4,4.08,4.34,3.83
2047,1626171_2018-19,0.36,0.42,0.78,26.3,50,2018-19,1.9,0.2,0.067,1.89,0.99,0.9,4.09,4.4,3.79
2048,203992_2018-19,0.39,0.37,0.76,28.2,70,2018-19,2.7,0.3,0.036,2.14,1.17,0.98,4.31,4.84,3.81
2049,202711_2018-19,0.31,0.53,0.84,32.2,81,2018-19,2.9,0.7,0.1,2.34,1.25,1.09,4.13,4.39,3.87
2050,1629045_2018-19,0.13,0.38,0.5,12.5,8,2018-19,0.8,0.0,0.0,0.95,0.53,0.43,4.46,4.6,4.31
2051,202954_2018-19,0.03,0.17,0.19,9.6,36,2018-19,0.6,0.1,0.066,0.73,0.38,0.35,4.27,4.58,3.97
2052,203078_2018-19,0.76,0.94,1.7,37.4,82,2018-19,4.5,0.9,0.074,2.75,1.46,1.29,4.19,4.53,3.85
2053,1629164_2018-19,0.0,0.0,0.0,3.6,16,2018-19,0.6,0.3,0.2,0.28,0.15,0.13,4.38,4.57,4.01
2054,1627742_2018-19,0.63,0.54,1.17,34.3,52,2018-19,5.2,1.0,0.103,2.6,1.39,1.21,4.31,4.73,3.91
2055,202688_2018-19,0.23,0.21,0.44,19.1,39,2018-19,1.3,0.3,0.06,1.35,0.74,0.62,4.23,4.48,3.98
2056,1629102_2018-19,0.21,0.14,0.36,15.5,14,2018-19,0.4,0.1,0.059,1.15,0.58,0.57,4.26,4.39,4.14
2057,201572_2018-19,0.35,0.4,0.74,29.0,81,2018-19,1.6,0.3,0.123,2.0,1.07,0.93,3.93,4.33,3.55
2058,1628971_2018-19,0.31,0.36,0.68,19.8,74,2018-19,0.8,0.2,0.06,1.53,0.82,0.71,4.46,4.6,4.31
2059,203998_2018-19,0.44,0.21,0.65,23.8,34,2018-19,1.1,0.2,0.089,1.85,1.01,0.84,4.41,4.72,4.09
2060,1627854_2018-19,0.35,0.52,0.88,28.3,82,2018-19,1.0,0.1,0.035,2.12,1.18,0.94,4.3,4.7,3.88
2061,1627741_2018-19,0.57,0.62,1.2,32.3,82,2018-19,1.8,0.2,0.048,2.67,1.41,1.26,4.71,5.18,4.27
2062,203710_2018-19,0.13,0.13,0.27,8.7,15,2018-19,0.2,0.0,0.0,0.67,0.36,0.31,4.33,4.78,3.83
2063,203468_2018-19,0.63,0.66,1.29,34.4,70,2018-19,2.4,0.5,0.056,2.67,1.52,1.15,4.42,4.89,3.93
2064,101139_2018-19,0.23,0.26,0.49,16.4,53,2018-19,0.9,0.2,0.095,1.18,0.65,0.53,4.07,4.39,3.73
2065,1628403_2018-19,0.1,0.14,0.24,8.6,21,2018-19,0.7,0.0,0.0,0.65,0.35,0.29,4.24,4.47,3.99
2066,1626166_2018-19,0.33,0.35,0.68,18.0,40,2018-19,1.1,0.2,0.046,1.37,0.74,0.63,4.29,4.67,3.93
2067,1629244_2018-19,0.05,0.16,0.21,13.8,19,2018-19,0.4,0.1,0.133,1.1,0.59,0.51,4.49,4.87,4.12
2068,1627747_2018-19,0.45,0.58,1.03,26.9,40,2018-19,2.8,1.0,0.079,2.01,1.1,0.91,4.23,4.57,3.88
2069,2546_2018-19,0.4,0.3,0.7,29.8,10,2018-19,2.1,0.1,0.125,1.97,1.03,0.94,3.72,3.86,3.59
2070,1626224_2018-19,0.41,0.55,0.96,32.6,76,2018-19,2.3,0.4,0.065,2.33,1.29,1.04,4.13,4.37,3.86
2071,1628990_2018-19,0.3,0.52,0.82,20.6,44,2018-19,1.1,0.1,0.029,1.62,0.89,0.73,4.49,4.96,4.03
2072,202718_2018-19,0.04,0.28,0.32,20.1,25,2018-19,1.1,0.3,0.066,1.43,0.81,0.62,4.04,4.43,3.63
2073,101112_2018-19,0.03,0.06,0.08,9.6,36,2018-19,0.5,0.1,0.167,0.62,0.34,0.28,3.7,3.88,3.5
2074,1626184_2018-19,0.14,0.1,0.24,15.4,49,2018-19,1.2,0.3,0.079,1.22,0.65,0.57,4.56,5.02,4.13
2075,1627767_2018-19,0.25,0.34,0.59,14.2,64,2018-19,1.0,0.0,0.25,1.11,0.61,0.5,4.44,4.91,3.99
2076,1629002_2018-19,0.07,0.07,0.14,5.1,29,2018-19,0.4,0.1,0.133,0.38,0.2,0.17,4.25,4.44,4.04
2077,1628449_2018-19,0.07,0.07,0.14,5.9,28,2018-19,0.5,0.0,0.0,0.45,0.24,0.21,4.27,4.55,4.0
2078,1629185_2018-19,0.14,0.0,0.14,4.7,7,2018-19,0.1,0.0,0.0,0.36,0.2,0.16,4.28,4.49,4.05
2079,101108_2018-19,0.55,0.67,1.22,32.4,58,2018-19,3.2,0.1,0.01,2.15,1.2,0.95,3.78,4.14,3.41
2080,1626174_2018-19,0.14,0.24,0.38,12.1,21,2018-19,1.7,0.2,0.179,0.9,0.49,0.41,4.31,4.59,4.03
2081,203991_2018-19,0.78,0.66,1.43,34.0,67,2018-19,3.4,0.0,0.097,2.42,1.3,1.12,4.07,4.34,3.79
2082,203469_2018-19,0.31,0.59,0.9,25.7,49,2018-19,3.1,0.2,0.086,1.99,1.12,0.87,4.44,5.07,3.82
2083,1629012_2018-19,0.57,0.51,1.09,32.2,82,2018-19,3.2,0.8,0.075,2.31,1.32,0.99,4.14,4.5,3.75
2084,201147_2018-19,0.39,0.32,0.71,16.1,31,2018-19,1.1,0.1,0.073,1.22,0.64,0.58,4.31,4.49,4.14
2085,202709_2018-19,0.39,0.74,1.13,25.5,82,2018-19,1.1,0.1,0.019,2.03,1.08,0.94,4.49,4.81,4.18
2086,201584_2018-19,0.15,0.35,0.5,12.8,34,2018-19,0.6,0.1,0.061,0.96,0.51,0.45,4.28,4.6,3.99
2087,1626245_2018-19,0.18,0.17,0.35,12.6,60,2018-19,1.1,0.1,0.211,0.94,0.5,0.45,4.26,4.52,4.01
2088,1626156_2018-19,0.57,0.51,1.07,30.6,81,2018-19,2.4,0.4,0.034,2.23,1.23,0.99,4.14,4.54,3.73
2089,201571_2018-19,0.4,0.54,0.94,28.4,81,2018-19,2.5,0.3,0.031,2.05,1.15,0.9,4.17,4.56,3.76
2090,1628391_2018-19,0.23,0.29,0.52,18.6,48,2018-19,0.9,0.0,0.049,1.48,0.8,0.68,4.51,4.84,4.18
2091,203474_2018-19,0.0,1.0,1.0,6.8,1,2018-19,0.0,0.0,0.0,0.54,0.29,0.26,4.14,4.75,5.21
2092,1629541_2018-19,0.17,0.08,0.25,14.1,12,2018-19,0.6,0.0,0.0,1.16,0.65,0.51,4.68,5.19,4.15
2093,1627745_2018-19,0.33,0.25,0.58,17.3,24,2018-19,1.5,0.0,0.0,1.29,0.66,0.64,4.33,4.68,4.03
2094,203081_2018-19,0.65,0.8,1.45,35.9,80,2018-19,5.0,0.9,0.066,2.52,1.45,1.08,3.99,4.4,3.54
2095,1627814_2018-19,0.19,0.13,0.31,11.9,32,2018-19,0.8,0.2,0.176,0.98,0.54,0.44,4.71,5.3,4.14
2096,1628422_2018-19,0.42,0.47,0.89,27.8,73,2018-19,1.2,0.2,0.047,2.09,1.13,0.96,4.27,4.58,3.95
2097,1627772_2018-19,0.11,0.21,0.32,10.9,19,2018-19,0.6,0.2,0.037,0.9,0.44,0.45,4.63,4.82,4.47
2098,1628464_2018-19,0.21,0.18,0.39,13.9,66,2018-19,1.1,0.1,0.263,1.03,0.53,0.5,4.19,4.43,3.96
2099,201568_2018-19,0.41,0.37,0.78,30.7,68,2018-19,5.0,0.8,0.136,2.2,1.24,0.97,4.08,4.53,3.62
2100,201980_2018-19,0.28,0.48,0.75,28.1,80,2018-19,0.8,0.1,0.02,2.22,1.16,1.06,4.5,4.78,4.22
2101,201967_2018-19,0.25,0.3,0.55,14.7,64,2018-19,0.3,0.0,0.054,1.19,0.67,0.53,4.67,5.05,4.26
2102,203957_2018-19,0.31,0.31,0.62,16.0,42,2018-19,1.8,0.5,0.065,1.31,0.7,0.6,4.62,5.06,4.19
2103,1627863_2018-19,0.26,0.49,0.74,25.4,39,2018-19,1.1,0.3,0.129,1.89,0.99,0.9,4.24,4.46,4.0
2104,203967_2018-19,0.47,0.41,0.88,25.3,81,2018-19,2.0,0.2,0.073,1.92,1.03,0.89,4.31,4.61,4.01
2105,203121_2018-19,0.23,0.48,0.71,25.8,69,2018-19,0.9,0.1,0.022,1.8,0.96,0.84,3.96,4.34,3.61
2106,201954_2018-19,0.43,0.76,1.2,28.6,76,2018-19,2.1,0.5,0.065,2.09,1.12,0.97,4.17,4.41,3.93
2107,1629133_2018-19,0.13,0.0,0.13,11.4,8,2018-19,0.5,0.1,0.063,0.83,0.46,0.38,4.16,4.44,3.85
2108,1628021_2018-19,0.43,0.31,0.75,19.6,51,2018-19,1.4,0.3,0.123,1.44,0.77,0.67,4.28,4.46,4.09
2109,202722_2018-19,0.21,0.26,0.47,21.8,76,2018-19,0.9,0.0,0.031,1.71,0.99,0.73,4.51,5.17,3.84
2110,1628432_2018-19,0.1,0.0,0.1,4.8,10,2018-19,0.1,0.0,0.0,0.39,0.21,0.18,4.51,4.84,4.19
2111,1628368_2018-19,0.56,0.91,1.47,31.8,81,2018-19,4.7,1.1,0.091,2.47,1.31,1.15,4.41,4.94,3.94
2112,1629001_2018-19,0.26,0.64,0.9,19.9,50,2018-19,1.0,0.1,0.016,1.55,0.83,0.72,4.42,4.79,4.06
2113,201599_2018-19,0.46,0.38,0.84,30.1,69,2018-19,3.7,0.0,0.2,1.96,1.06,0.91,3.73,3.89,3.57
2114,1627761_2018-19,0.46,0.7,1.16,23.9,82,2018-19,1.6,0.3,0.037,1.83,0.97,0.86,4.32,4.63,4.01
2115,201942_2018-19,0.43,0.64,1.06,35.4,77,2018-19,5.0,1.4,0.076,2.56,1.44,1.12,4.18,4.59,3.76
2116,202326_2018-19,0.47,0.77,1.23,26.0,30,2018-19,5.8,0.5,0.137,1.64,0.83,0.81,3.65,3.81,3.49
2117,201960_2018-19,0.4,0.34,0.75,25.8,67,2018-19,2.4,0.5,0.144,1.84,1.0,0.83,4.04,4.41,3.67
2118,1629152_2018-19,0.29,0.29,0.57,3.1,7,2018-19,0.1,0.1,0.111,0.24,0.14,0.1,4.3,4.35,4.22
2119,1629028_2018-19,0.66,0.7,1.37,31.1,71,2018-19,2.8,0.0,0.08,2.16,1.16,1.0,3.96,4.19,3.73
2120,1626153_2018-19,0.32,0.61,0.93,22.9,75,2018-19,1.9,0.4,0.054,1.82,0.99,0.83,4.5,4.84,4.14
2121,1627743_2018-19,0.5,0.0,0.5,6.7,6,2018-19,0.7,0.0,0.0,0.55,0.31,0.24,4.69,5.09,4.29
2122,1629061_2018-19,0.16,0.21,0.37,10.4,19,2018-19,0.4,0.1,0.059,0.77,0.42,0.35,4.23,4.37,4.07
2123,203471_2018-19,0.48,0.54,1.03,29.7,79,2018-19,2.8,0.7,0.064,2.22,1.13,1.09,4.21,4.54,3.91
2124,1628372_2018-19,0.42,0.58,1.0,28.8,53,2018-19,2.3,0.6,0.05,2.15,1.18,0.97,4.24,4.58,3.89
2125,1629126_2018-19,0.06,0.16,0.22,7.6,32,2018-19,0.6,0.1,0.06,0.57,0.3,0.27,4.22,4.51,3.94
2126,202324_2018-19,0.51,0.38,0.89,23.5,76,2018-19,2.3,0.1,0.19,1.78,0.96,0.82,4.34,4.7,3.97
2127,1627884_2018-19,0.38,0.37,0.75,19.5,60,2018-19,1.7,0.2,0.125,1.46,0.77,0.69,4.24,4.41,4.07
2128,201565_2018-19,0.41,0.55,0.96,27.7,51,2018-19,2.4,0.6,0.052,2.05,1.1,0.95,4.18,4.51,3.85
