,pidSzn,EFG_PCT,TS_PCT,USG_PCT,MIN,GP,Season,DD2,TD3,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,PTS_PER_ELBOW_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_PAINT_TOUCH,PTS_PER_TOUCH,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,FG2A_FREQUENCY,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3A,FG3_PCT
373,202335_2014-15,0.547,0.568,0.127,27.0,81,2014-15,3,0,1.6,1.5,0.4,2.4,0.235,0.389,0.714,0.178,1.0,0.583,4.2,0.377,0.9,0.479,1.7,0.586,0.1,0.375,0.2,0.455,0.45,2.86,0.582,0.55,3.49,0.371
374,201988_2014-15,0.473,0.496,0.208,15.9,51,2014-15,0,0,1.6,0.7,1.0,1.1,0.7,0.0,1.0,0.191,0.5,0.211,2.8,0.34,2.3,0.374,0.4,0.769,0.0,0.0,0.3,0.714,0.444,2.82,0.458,0.556,3.53,0.344
375,2200_2014-15,0.5,0.55,0.242,34.8,78,2014-15,54,0,2.2,3.6,0.8,9.4,0.348,0.459,0.852,0.276,1.7,0.432,5.0,0.479,1.0,0.361,6.4,0.585,4.6,0.426,2.0,0.437,0.977,13.68,0.523,0.023,0.32,0.48
376,202331_2014-15,0.459,0.492,0.319,15.4,6,2014-15,0,0,1.9,1.2,0.3,1.4,0.333,0.4,0.571,0.363,1.0,0.25,3.8,0.421,2.3,0.316,0.7,0.4,0.3,0.5,0.3,0.25,0.551,4.5,0.333,0.449,3.67,0.409
377,200794_2014-15,0.518,0.565,0.233,33.2,73,2014-15,15,0,3.3,2.5,1.5,8.7,0.418,0.364,0.805,0.264,3.7,0.49,3.9,0.394,1.0,0.307,4.2,0.647,1.9,0.373,1.5,0.463,0.751,8.88,0.563,0.249,2.95,0.358
378,1718_2014-15,0.537,0.58,0.195,26.6,73,2014-15,2,0,1.7,1.1,1.3,2.9,0.609,0.625,0.765,0.356,1.8,0.506,5.2,0.408,2.0,0.402,0.8,0.622,0.8,0.488,0.4,0.684,0.519,4.44,0.54,0.481,4.11,0.393
379,203544_2014-15,0.453,0.508,0.167,16.7,63,2014-15,0,0,0.7,1.1,0.1,1.4,0.217,0.25,0.692,0.223,0.1,0.375,2.8,0.313,0.1,0.286,1.4,0.515,0.1,0.25,0.1,0.5,0.387,1.71,0.519,0.613,2.71,0.304
380,203103_2014-15,0.435,0.459,0.152,14.9,43,2014-15,0,0,0.8,0.5,0.6,2.3,0.182,0.629,1.031,0.234,1.1,0.556,1.0,0.214,0.6,0.414,0.8,0.737,0.5,0.391,0.1,0.5,0.655,2.65,0.518,0.345,1.4,0.233
381,203515_2014-15,0.414,0.453,0.171,12.2,50,2014-15,1,0,0.5,0.2,0.7,1.5,0.143,0.0,0.357,0.122,1.5,0.519,0.5,0.222,1.0,0.333,0.1,0.0,0.0,0.0,0.0,0.0,0.589,1.86,0.516,0.411,1.3,0.246
382,203112_2014-15,0.486,0.533,0.151,19.2,68,2014-15,1,0,1.0,0.9,0.6,2.5,0.232,0.185,0.614,0.195,0.4,0.5,2.3,0.37,0.2,0.296,1.9,0.608,0.4,0.348,1.0,0.532,0.813,3.9,0.513,0.187,0.9,0.3
383,203113_2014-15,0.276,0.338,0.162,12.1,10,2014-15,0,0,0.5,0.5,0.0,0.8,0.333,2.0,0.462,0.164,0.3,0.143,1.1,0.2,0.4,0.4,0.6,0.333,0.2,1.0,0.2,0.0,0.455,1.5,0.4,0.545,1.8,0.167
384,202347_2014-15,0.522,0.55,0.135,24.2,75,2014-15,0,0,1.1,0.7,1.1,2.1,0.477,0.786,0.794,0.258,0.9,0.391,3.4,0.392,0.7,0.319,1.1,0.6,0.1,0.8,0.3,0.421,0.422,2.37,0.545,0.578,3.25,0.373
385,200765_2014-15,0.447,0.448,0.191,30.1,68,2014-15,15,3,1.4,0.9,1.6,5.1,0.15,0.071,0.402,0.112,2.9,0.458,1.6,0.367,1.8,0.294,0.8,0.522,0.0,0.25,0.3,0.292,0.859,7.72,0.472,0.141,1.26,0.314
386,201196_2014-15,0.403,0.49,0.187,18.8,64,2014-15,0,0,0.7,0.4,1.4,2.8,0.41,0.0,0.548,0.143,2.5,0.355,0.7,0.25,1.1,0.36,0.4,0.375,0.0,0.0,0.3,0.538,0.808,3.94,0.421,0.192,0.94,0.317
387,200751_2014-15,0.485,0.51,0.19,22.0,50,2014-15,0,0,1.6,0.5,1.4,1.5,0.2,0.0,0.364,0.278,1.6,0.415,4.1,0.347,2.3,0.344,0.1,0.5,0.0,0.0,0.0,0.5,0.33,2.54,0.425,0.67,5.16,0.364
388,2446_2014-15,0.51,0.531,0.173,20.3,75,2014-15,0,0,0.9,1.0,1.1,1.8,0.712,0.4,0.902,0.317,0.8,0.462,4.2,0.403,1.1,0.315,0.6,0.629,0.1,0.4,0.6,0.528,0.535,3.6,0.47,0.465,3.13,0.387
389,203492_2014-15,0.474,0.496,0.175,21.4,68,2014-15,0,0,1.6,0.9,1.5,3.8,0.52,0.667,0.659,0.155,2.1,0.496,1.3,0.32,1.7,0.362,0.9,0.521,0.0,1.0,0.4,0.545,0.744,4.75,0.533,0.256,1.63,0.306
390,101109_2014-15,0.453,0.48,0.199,9.8,29,2014-15,0,0,0.3,0.2,0.8,1.4,0.667,0.0,0.4,0.182,1.4,0.485,0.8,0.409,1.3,0.354,0.1,0.5,0.0,0.0,0.1,1.0,0.657,2.24,0.508,0.343,1.17,0.294
391,203493_2014-15,0.45,0.466,0.111,9.5,36,2014-15,0,0,0.6,0.2,0.6,0.4,0.4,0.0,0.444,0.19,0.1,0.5,1.4,0.362,0.0,0.0,0.1,0.667,0.0,0.0,0.1,0.0,0.313,0.58,0.429,0.687,1.28,0.326
392,2501_2014-15,0.423,0.49,0.128,16.5,47,2014-15,2,0,0.5,1.5,0.1,2.5,0.168,0.488,0.591,0.17,0.2,1.0,0.0,0.167,0.0,0.0,2.7,0.437,0.4,0.3,0.5,0.692,0.981,2.17,0.569,0.019,0.04,0.0
393,202704_2014-15,0.47,0.511,0.244,29.8,77,2014-15,15,2,2.1,1.4,1.6,7.1,0.375,0.444,0.644,0.217,6.0,0.476,1.5,0.292,4.7,0.379,0.6,0.576,0.1,0.667,0.2,0.667,0.741,8.92,0.524,0.259,3.12,0.3
394,202130_2014-15,0.423,0.454,0.176,5.3,20,2014-15,0,0,0.1,0.4,0.0,1.0,0.0,0.0,1.833,0.209,0.7,0.625,0.3,0.133,0.5,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.5,0.95,0.632,0.5,0.95,0.158
395,2210_2014-15,0.546,0.577,0.15,17.0,74,2014-15,2,0,1.0,0.7,1.2,1.8,0.457,0.25,0.582,0.256,1.2,0.325,2.5,0.418,0.6,0.4,0.4,0.632,0.0,0.0,0.2,0.667,0.49,2.01,0.523,0.51,2.09,0.426
396,203495_2014-15,0.385,0.426,0.232,14.5,17,2014-15,0,0,0.5,1.0,0.6,2.1,0.25,2.0,0.611,0.179,1.8,0.265,1.2,0.368,1.0,0.318,0.6,0.455,0.1,1.0,0.1,0.333,0.682,3.41,0.379,0.318,1.59,0.37
397,201937_2014-15,0.386,0.452,0.193,31.9,22,2014-15,7,1,1.6,1.4,1.0,1.5,0.667,0.0,0.5,0.123,1.4,0.343,2.5,0.324,4.0,0.39,0.4,0.667,0.0,0.0,0.4,0.571,0.758,7.14,0.414,0.242,2.27,0.26
398,203133_2014-15,0.506,0.536,0.12,16.7,45,2014-15,2,0,1.0,0.8,0.3,1.3,0.5,0.0,0.839,0.153,0.1,0.333,2.3,0.386,0.2,0.286,1.2,0.793,0.0,0.0,0.3,0.778,0.713,2.66,0.53,0.287,1.07,0.298
399,203496_2014-15,0.506,0.554,0.213,28.3,70,2014-15,1,0,2.3,1.6,3.2,3.4,0.372,0.2,0.85,0.299,2.1,0.36,6.5,0.376,1.1,0.298,1.4,0.574,0.0,0.25,0.2,0.444,0.388,4.01,0.47,0.612,6.33,0.377
400,203135_2014-15,0.412,0.449,0.149,17.1,67,2014-15,0,0,0.6,1.0,0.2,1.8,0.303,0.532,0.642,0.197,0.1,0.0,1.4,0.407,0.5,0.4,1.8,0.485,1.6,0.395,0.6,0.571,0.997,4.36,0.432,0.003,0.01,0.0
401,201577_2014-15,0.535,0.574,0.153,28.1,59,2014-15,6,0,0.7,2.4,0.3,7.2,0.462,0.654,0.8,0.351,0.4,0.667,0.8,0.353,0.2,0.667,6.0,0.561,0.9,0.512,2.4,0.496,1.0,6.88,0.576,0.0,0.0,
402,203918_2014-15,0.497,0.529,0.192,21.6,50,2014-15,0,0,1.1,0.6,1.0,2.6,0.316,0.0,0.308,0.254,2.7,0.451,3.1,0.373,2.1,0.374,0.1,0.286,0.0,0.0,0.1,0.4,0.53,3.84,0.484,0.47,3.4,0.365
403,201155_2014-15,0.477,0.528,0.23,26.7,71,2014-15,2,0,1.7,1.2,2.3,5.0,0.538,0.083,1.053,0.263,3.4,0.417,2.5,0.454,3.2,0.372,1.1,0.633,0.1,0.125,0.4,0.519,0.803,7.99,0.489,0.197,1.96,0.396
404,101179_2014-15,0.415,0.455,0.132,23.1,43,2014-15,0,0,1.2,0.4,0.9,1.5,0.385,1.0,0.286,0.107,1.2,0.432,2.0,0.354,0.9,0.231,0.1,0.5,0.0,1.0,0.1,1.0,0.488,2.42,0.442,0.512,2.53,0.284
405,201579_2014-15,0.446,0.501,0.216,25.7,76,2014-15,18,0,1.0,1.8,0.3,5.5,0.366,0.573,0.693,0.284,0.2,0.154,2.0,0.399,0.6,0.344,4.7,0.497,4.4,0.443,1.0,0.435,0.997,8.71,0.476,0.003,0.03,0.0
406,200752_2014-15,0.491,0.556,0.263,35.9,68,2014-15,2,0,3.6,2.5,2.4,8.3,0.507,0.585,0.93,0.345,5.8,0.434,3.2,0.376,5.6,0.436,2.3,0.624,2.6,0.486,1.1,0.509,0.791,12.26,0.514,0.209,3.24,0.359
407,203497_2014-15,0.604,0.627,0.138,26.7,82,2014-15,25,0,1.2,3.3,0.8,6.4,0.208,0.184,0.811,0.17,0.3,0.5,0.0,0.0,0.0,0.0,6.9,0.667,0.2,0.25,1.4,0.531,0.997,4.73,0.665,0.003,0.01,0.0
408,203893_2014-15,0.36,0.488,0.251,5.5,12,2014-15,0,0,1.0,0.4,0.5,1.0,0.0,0.0,3.0,0.207,1.3,0.556,0.5,0.2,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.542,1.08,0.462,0.458,0.92,0.182
409,201566_2014-15,0.455,0.536,0.368,34.8,67,2014-15,31,11,4.4,2.5,8.3,11.4,0.725,0.598,0.676,0.314,7.8,0.43,1.6,0.361,8.6,0.359,1.5,0.487,0.8,0.463,0.7,0.621,0.793,16.33,0.494,0.207,4.27,0.297
410,201583_2014-15,0.483,0.524,0.225,27.8,61,2014-15,3,0,1.7,2.0,0.7,3.9,0.3,0.685,0.831,0.327,1.5,0.483,5.9,0.363,1.8,0.299,2.4,0.552,1.9,0.438,0.5,0.44,0.49,5.62,0.493,0.51,5.85,0.342
411,200797_2014-15,0.646,0.648,0.131,9.7,46,2014-15,0,0,0.2,0.9,0.3,2.1,0.397,0.636,0.781,0.27,0.3,0.75,0.3,0.462,0.0,0.333,1.8,0.739,0.3,0.636,0.6,0.625,1.0,1.59,0.726,0.0,0.0,
412,203527_2014-15,0.409,0.473,0.14,24.0,52,2014-15,0,0,0.7,0.8,0.4,1.7,0.209,0.469,0.839,0.204,1.3,0.351,2.8,0.329,0.7,0.231,0.5,0.5,0.4,0.4,0.2,0.167,0.552,3.15,0.36,0.448,2.56,0.338
413,2223_2014-15,0.438,0.461,0.149,17.2,32,2014-15,1,0,0.4,0.9,0.1,2.7,0.147,0.123,0.587,0.13,0.1,0.25,0.9,0.333,0.2,0.3,2.8,0.543,0.4,0.24,0.7,0.379,1.0,3.88,0.46,0.0,0.0,
414,203930_2014-15,0.45,0.506,0.15,18.1,4,2014-15,0,0,1.0,0.0,2.3,1.0,0.0,0.0,0.0,0.379,0.0,0.0,4.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,1.5,0.5,0.684,3.25,0.308
415,2742_2014-15,0.44,0.479,0.219,20.7,16,2014-15,0,0,1.3,1.1,0.6,2.5,0.0,0.0,0.2,0.168,2.4,0.412,1.4,0.32,3.1,0.352,0.1,0.0,0.0,0.0,0.0,0.0,0.491,3.56,0.491,0.509,3.69,0.305
416,201586_2014-15,0.525,0.549,0.19,33.5,64,2014-15,17,0,1.8,2.7,1.3,5.0,0.527,0.75,0.885,0.252,0.7,0.415,7.5,0.421,0.8,0.426,4.1,0.624,1.0,0.596,1.4,0.506,0.733,8.7,0.533,0.267,3.17,0.379
417,203508_2014-15,0.463,0.508,0.139,17.0,33,2014-15,0,0,0.9,0.6,0.8,1.9,0.375,0.5,0.891,0.237,0.5,0.357,1.7,0.317,0.3,0.263,1.2,0.583,0.0,0.0,0.2,0.333,0.561,2.09,0.551,0.439,1.64,0.296
418,203552_2014-15,0.0,0.0,0.167,4.0,2,2014-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1.0,0.0,0.333,0.5,0.0
419,203498_2014-15,0.514,0.556,0.239,23.1,38,2014-15,1,0,2.5,2.8,2.1,7.7,0.68,0.697,1.066,0.528,1.2,0.4,2.2,0.348,0.9,0.386,4.8,0.645,2.9,0.458,0.9,0.52,0.858,8.3,0.557,0.142,1.38,0.392
420,203894_2014-15,0.476,0.517,0.154,20.1,51,2014-15,0,0,0.8,0.1,0.6,0.8,0.105,0.0,0.174,0.114,0.8,0.324,1.9,0.364,1.7,0.402,0.1,0.5,0.0,0.0,0.0,1.0,0.464,2.0,0.431,0.536,2.31,0.364
421,203499_2014-15,0.473,0.504,0.134,24.9,76,2014-15,1,0,1.0,0.6,0.8,2.7,0.417,0.667,0.5,0.114,1.6,0.414,1.5,0.369,1.5,0.356,0.2,0.583,0.0,0.5,0.3,0.714,0.719,3.81,0.531,0.281,1.49,0.313
422,200769_2014-15,0.447,0.482,0.14,18.0,5,2014-15,0,0,1.4,0.0,1.0,1.6,1.0,0.0,0.25,0.217,0.4,0.333,1.8,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.632,2.4,0.333,0.368,1.4,0.429
423,2733_2014-15,0.5,0.529,0.159,19.1,78,2014-15,1,0,0.8,0.5,0.5,3.3,0.317,0.506,0.738,0.13,1.2,0.4,0.2,0.4,2.2,0.477,1.3,0.627,1.0,0.393,0.2,0.4,0.995,4.85,0.524,0.005,0.03,0.0
424,101183_2014-15,0.257,0.298,0.142,6.1,21,2014-15,0,0,0.1,0.2,0.0,0.6,0.0,0.571,0.406,0.141,0.1,0.333,0.1,0.143,0.2,1.0,0.6,0.278,0.2,0.4,0.0,0.0,0.848,1.33,0.321,0.152,0.24,0.0
425,1890_2014-15,0.468,0.489,0.126,19.6,57,2014-15,0,0,0.7,0.9,0.7,3.7,0.385,0.429,0.792,0.192,0.6,0.448,0.8,0.294,0.4,0.4,2.2,0.594,0.3,0.409,0.4,0.417,0.817,3.5,0.541,0.183,0.79,0.273
426,200761_2014-15,0.51,0.537,0.149,17.5,63,2014-15,1,0,0.7,0.6,0.5,0.9,0.254,0.167,0.677,0.189,0.2,0.308,3.3,0.369,0.6,0.432,0.7,0.513,0.0,0.143,0.3,0.7,0.391,1.79,0.505,0.609,2.79,0.364
427,203963_2014-15,0.464,0.547,0.243,5.5,20,2014-15,0,0,0.3,0.5,0.3,1.2,0.353,0.833,0.852,0.288,0.2,0.0,0.8,0.5,0.0,0.0,1.2,0.563,0.8,0.571,0.3,0.75,0.857,1.5,0.6,0.143,0.25,0.2
428,202714_2014-15,0.469,0.489,0.19,15.3,55,2014-15,1,0,1.1,0.4,0.9,2.0,0.929,0.0,0.846,0.157,1.3,0.413,1.6,0.365,1.7,0.366,0.2,0.857,0.0,0.0,0.2,0.714,0.535,2.65,0.527,0.465,2.31,0.315
429,204021_2014-15,0.5,0.5,0.286,0.9,3,2014-15,0,0,0.0,0.0,0.0,0.7,0.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.0,1.0,0.67,0.5,0.0,0.0,
430,203524_2014-15,0.45,0.507,0.159,29.4,82,2014-15,1,0,1.3,1.1,0.9,3.7,0.467,0.4,0.809,0.217,2.3,0.378,2.7,0.36,0.9,0.312,1.3,0.538,0.3,0.296,0.3,0.5,0.639,4.46,0.497,0.361,2.52,0.329
431,203915_2014-15,0.337,0.394,0.208,13.6,34,2014-15,1,0,0.9,0.4,0.4,1.5,0.0,0.0,0.8,0.131,1.5,0.311,0.2,0.111,1.8,0.298,0.1,1.0,0.0,0.0,0.0,0.0,0.599,2.85,0.402,0.401,1.91,0.185
432,201150_2014-15,0.459,0.478,0.181,17.7,73,2014-15,0,0,0.7,0.5,0.4,2.2,0.291,0.63,0.705,0.187,0.5,0.359,2.6,0.321,0.5,0.375,1.2,0.529,0.7,0.438,0.4,0.385,0.548,2.92,0.507,0.452,2.41,0.313
433,201939_2014-15,0.594,0.638,0.277,33.1,80,2014-15,23,0,4.5,1.7,6.2,6.3,0.48,0.5,0.773,0.293,4.3,0.5,5.6,0.463,8.7,0.432,1.2,0.692,0.0,1.0,0.5,0.423,0.51,8.31,0.552,0.49,8.0,0.447
434,2581_2014-15,0.491,0.507,0.129,19.1,81,2014-15,0,0,0.5,0.4,0.3,0.4,0.25,0.0,0.429,0.106,0.5,0.447,2.3,0.384,1.3,0.339,0.0,1.0,0.0,0.0,0.0,0.0,0.321,1.27,0.437,0.679,2.69,0.353
435,200779_2014-15,0.563,0.554,0.129,5.7,35,2014-15,0,0,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.218,0.0,0.0,1.7,0.429,0.1,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.23,0.375,0.852,1.31,0.413
436,203500_2014-15,0.544,0.549,0.142,25.6,70,2014-15,10,0,0.8,2.2,0.5,6.2,0.315,0.57,0.692,0.227,0.0,0.5,0.1,0.333,0.0,0.0,5.3,0.558,1.4,0.483,1.4,0.539,0.995,5.23,0.585,0.005,0.03,0.0
437,203933_2014-15,0.54,0.551,0.173,15.6,40,2014-15,0,0,1.6,1.4,0.8,4.9,0.593,0.308,1.177,0.339,1.0,0.4,0.4,0.2,0.9,0.436,2.3,0.726,0.1,0.333,0.8,0.467,0.898,4.6,0.587,0.102,0.53,0.238
438,201959_2014-15,0.502,0.545,0.175,27.6,62,2014-15,8,0,1.3,2.4,0.4,6.8,0.515,0.546,0.773,0.289,0.3,0.533,1.2,0.378,0.3,0.4,5.9,0.561,2.5,0.419,1.4,0.507,1.0,7.24,0.566,0.0,0.0,
439,204028_2014-15,0.575,0.583,0.138,19.2,63,2014-15,5,0,0.9,1.6,0.4,5.0,0.329,0.453,0.768,0.22,0.5,0.524,0.1,0.188,0.0,0.0,4.1,0.609,0.4,0.44,0.8,0.583,0.996,3.82,0.641,0.004,0.02,0.0
440,2419_2014-15,0.479,0.504,0.15,24.4,58,2014-15,0,0,1.5,0.9,1.1,2.4,0.38,0.187,0.553,0.203,1.1,0.413,3.2,0.458,1.3,0.352,0.9,0.511,0.2,0.222,0.3,0.45,0.83,5.62,0.448,0.17,1.16,0.463
441,203093_2014-15,0.55,0.567,0.184,27.3,33,2014-15,8,0,2.1,2.2,1.8,8.7,0.519,0.662,0.908,0.294,1.4,0.516,1.1,0.333,0.2,0.136,5.7,0.618,1.4,0.444,1.2,0.63,0.863,7.06,0.622,0.137,1.12,0.351
442,203082_2014-15,0.507,0.519,0.181,25.8,82,2014-15,0,0,1.6,1.0,1.3,2.2,0.783,1.0,0.967,0.383,1.1,0.377,5.0,0.389,2.5,0.386,0.7,0.659,0.1,0.4,0.2,0.462,0.463,4.09,0.49,0.537,4.73,0.374
443,200757_2014-15,0.468,0.506,0.143,19.0,52,2014-15,1,0,1.5,0.6,1.1,2.8,0.5,0.667,0.709,0.175,0.7,0.395,1.6,0.298,0.3,0.333,1.5,0.547,0.1,0.0,0.4,0.471,0.664,2.96,0.513,0.336,1.5,0.321
444,201152_2014-15,0.486,0.507,0.212,32.4,76,2014-15,3,0,2.8,2.1,1.9,9.3,0.457,0.543,0.903,0.221,2.9,0.49,2.0,0.311,1.1,0.328,4.0,0.599,1.6,0.416,2.0,0.516,0.872,10.35,0.531,0.128,1.52,0.325
445,203080_2014-15,0.485,0.502,0.19,15.0,54,2014-15,4,0,1.4,2.0,0.8,4.2,0.286,0.171,0.858,0.211,0.7,0.395,0.3,0.3,0.3,0.259,3.0,0.633,0.1,0.158,0.4,0.333,0.991,4.31,0.541,0.009,0.04,0.0
446,201168_2014-15,0.558,0.601,0.181,20.1,52,2014-15,1,0,1.4,1.8,0.6,6.4,0.337,0.516,0.768,0.24,0.3,0.625,0.0,0.0,0.0,1.0,5.7,0.581,1.5,0.556,1.2,0.426,1.0,5.31,0.612,0.0,0.0,
447,1495_2014-15,0.513,0.56,0.221,29.3,77,2014-15,33,1,1.9,2.0,0.6,8.5,0.383,0.509,0.812,0.24,0.4,0.346,1.5,0.352,0.6,0.311,7.2,0.602,3.3,0.415,2.5,0.465,0.991,9.68,0.56,0.009,0.09,0.286
448,204025_2014-15,0.385,0.406,0.17,22.1,11,2014-15,1,0,0.6,0.7,1.4,2.0,0.0,0.0,0.444,0.094,1.4,0.368,1.1,0.286,1.4,0.35,0.4,0.4,0.0,0.0,0.0,0.0,0.712,3.82,0.381,0.288,1.55,0.294
449,203501_2014-15,0.474,0.512,0.229,24.3,70,2014-15,0,0,1.9,1.0,2.4,3.0,0.443,0.333,0.675,0.253,1.7,0.436,4.8,0.345,2.1,0.36,0.4,0.481,0.1,0.143,0.5,0.484,0.485,4.67,0.484,0.515,4.96,0.348
450,202389_2014-15,0.557,0.594,0.166,25.6,81,2014-15,18,0,1.2,2.1,0.8,6.9,0.419,0.58,0.81,0.274,0.1,0.5,1.0,0.39,0.0,0.091,6.6,0.622,1.2,0.442,1.2,0.494,0.988,6.25,0.617,0.012,0.07,0.333
451,202699_2014-15,0.512,0.551,0.222,35.3,68,2014-15,11,0,3.1,2.0,2.0,8.0,0.777,0.6,1.061,0.314,3.0,0.417,4.4,0.37,2.0,0.371,3.1,0.685,1.6,0.426,1.1,0.66,0.73,9.41,0.553,0.27,3.49,0.367
452,201962_2014-15,0.422,0.45,0.18,14.9,12,2014-15,0,0,0.9,0.0,1.4,1.9,0.0,0.0,0.167,0.185,0.9,0.5,0.8,0.273,1.0,0.217,0.1,0.0,0.0,0.0,0.0,0.0,0.64,2.67,0.438,0.36,1.5,0.278
453,2754_2014-15,0.505,0.528,0.162,26.5,63,2014-15,2,0,2.2,1.8,2.5,6.5,0.819,0.625,0.825,0.288,1.0,0.356,0.6,0.294,0.3,0.524,3.5,0.557,0.1,0.4,0.9,0.622,0.928,5.94,0.575,0.072,0.46,0.345
454,2225_2014-15,0.508,0.539,0.242,29.1,68,2014-15,1,0,2.1,0.7,1.8,6.8,0.246,0.167,0.676,0.199,6.0,0.528,2.0,0.41,4.2,0.441,0.4,0.579,0.0,0.2,0.2,0.333,0.888,10.26,0.524,0.112,1.29,0.432
455,203503_2014-15,0.527,0.55,0.139,19.9,72,2014-15,1,0,1.1,0.6,0.5,1.9,0.75,0.0,0.737,0.276,1.2,0.474,2.9,0.372,0.7,0.385,0.4,0.542,0.0,0.0,0.3,0.615,0.441,2.14,0.558,0.559,2.71,0.374
456,203100_2014-15,0.446,0.494,0.3,30.2,30,2014-15,2,0,4.2,1.4,4.8,9.3,0.867,0.0,0.611,0.218,6.1,0.38,2.6,0.286,1.4,0.217,0.7,0.5,0.0,0.0,0.4,0.857,0.642,8.5,0.541,0.358,4.73,0.261
457,203315_2014-15,0.4,0.51,0.25,3.7,5,2014-15,0,0,0.8,0.0,0.8,0.8,0.0,0.0,0.0,0.176,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.0,0.0,
458,204037_2014-15,0.428,0.451,0.172,13.4,51,2014-15,0,0,0.7,0.7,0.2,1.0,0.215,0.222,0.679,0.169,0.4,0.5,1.6,0.36,1.1,0.415,0.7,0.533,0.1,0.182,0.4,0.391,0.857,3.36,0.411,0.143,0.56,0.357
459,2772_2014-15,0.509,0.539,0.163,36.2,82,2014-15,3,0,3.0,1.4,3.3,3.5,0.561,0.5,0.704,0.231,1.6,0.407,6.5,0.35,1.3,0.305,1.1,0.627,0.1,0.5,0.4,0.556,0.368,3.93,0.528,0.632,6.74,0.35
460,202344_2014-15,0.518,0.536,0.177,20.1,79,2014-15,3,0,1.2,1.8,0.9,4.1,0.222,0.369,0.691,0.163,0.7,0.378,1.7,0.361,0.3,0.268,2.7,0.65,0.5,0.563,0.9,0.439,0.81,4.53,0.55,0.19,1.06,0.345
461,203504_2014-15,0.43,0.455,0.232,30.5,76,2014-15,3,0,2.0,0.7,1.4,3.4,0.5,0.0,1.0,0.166,2.9,0.344,4.6,0.36,3.7,0.359,0.4,0.857,0.0,0.0,0.3,0.429,0.597,7.5,0.432,0.403,5.07,0.322
462,202684_2014-15,0.547,0.58,0.139,27.1,82,2014-15,14,0,1.2,2.2,0.8,6.3,0.474,0.485,0.758,0.263,0.3,0.333,0.1,0.286,0.2,0.28,5.9,0.579,0.4,0.433,1.0,0.485,1.0,5.35,0.612,0.0,0.0,
463,203584_2014-15,0.5,0.515,0.203,8.6,47,2014-15,0,0,0.3,0.4,0.3,0.3,0.235,0.0,0.222,0.306,0.2,0.273,2.3,0.37,1.0,0.378,0.0,0.25,0.0,0.0,0.1,0.333,0.268,0.89,0.439,0.732,2.43,0.375
464,201951_2014-15,0.474,0.526,0.203,36.0,75,2014-15,28,0,2.6,1.0,2.9,5.6,0.31,0.0,0.469,0.184,5.6,0.449,1.9,0.355,5.2,0.394,0.3,0.563,0.0,0.0,0.2,0.615,0.766,8.87,0.502,0.234,2.71,0.345
465,203898_2014-15,0.403,0.411,0.199,12.6,33,2014-15,0,0,0.6,0.3,0.6,1.8,0.571,0.0,0.667,0.128,1.2,0.333,0.8,0.357,0.9,0.241,0.4,0.667,0.0,0.0,0.1,0.667,0.688,2.88,0.421,0.312,1.3,0.279
466,201946_2014-15,0.524,0.597,0.104,14.5,74,2014-15,2,0,0.7,1.0,0.3,2.2,0.474,0.2,0.771,0.253,0.2,0.5,0.1,0.333,0.0,0.5,2.4,0.55,0.0,0.333,0.6,0.536,0.954,1.95,0.59,0.046,0.09,0.143
467,204020_2014-15,0.473,0.506,0.161,19.1,32,2014-15,1,0,1.5,0.7,1.0,2.5,0.769,0.0,0.742,0.194,1.6,0.444,1.9,0.386,0.7,0.294,0.7,0.688,0.0,0.0,0.3,0.714,0.692,3.38,0.481,0.308,1.5,0.375
468,203092_2014-15,0.549,0.594,0.195,21.4,82,2014-15,3,0,1.5,1.8,1.1,6.7,0.51,0.568,0.912,0.311,0.3,0.579,1.4,0.514,0.1,0.571,5.6,0.56,1.0,0.424,1.6,0.552,1.0,6.85,0.605,0.0,0.0,
