,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Season
208,Lineups,-1629004-1629658-1629660-1630221-1630466-,S. Mykhailiuk - J. Hoard - T. Jerome - J. Hall - G. Deck,1610612760,OKC,1,0,1,0.0,12.3,12.2,24.3,0.5,3.0,9.1,0.333,3.0,4.1,0.75,2.0,12.2,14.2,8.1,1.0,2.0,1.0,1.0,5.1,3.0,30.4,5.1,5843,8619,4785,8619,208,129,150,4380,326,192,5164,803,667,4604,561,62,84,91,8625,284,575,12416,14566,743,162,702,2020-21
209,Lineups,-201961-203486-203585-203924-1630180-,W. Ellington - M. Plumlee - R. McGruder - J. Grant - S. Bey,1610612765,DET,1,0,1,0.0,12.3,9.1,19.3,0.474,3.0,7.1,0.429,8.1,9.1,0.889,0.0,8.1,8.1,6.1,1.0,2.0,2.0,1.0,5.1,4.1,29.4,4.1,5843,8619,4785,8619,206,326,323,6620,326,383,4156,25,42,3598,6830,270,520,266,8625,284,95,12416,14566,349,184,1079,2020-21
210,Lineups,-1626184-1629021-1629649-1629743-1630175-,C. Randle - M. Wagner - I. Brazdeikis - D. Hall - C. Anthony,1610612753,ORL,1,0,1,0.0,12.2,8.1,16.2,0.5,3.0,9.1,0.333,8.1,10.1,0.8,0.0,12.2,12.2,5.1,6.1,1.0,1.0,0.0,12.2,8.1,27.4,-2.0,5843,8619,4785,8619,214,424,482,4380,326,192,5164,25,22,4235,6830,62,164,425,14762,1192,575,1,14817,26,248,10339,2020-21
211,Lineups,-1626184-1628414-1629649-1629743-1630181-,C. Randle - S. Thornwell - I. Brazdeikis - D. Hall - R. Hampton,1610612753,ORL,4,0,4,0.0,12.2,9.1,20.3,0.45,1.8,6.3,0.28,4.1,6.1,0.667,2.0,9.1,11.1,5.3,4.3,2.3,1.5,1.3,4.6,4.3,24.1,0.5,1342,8619,14164,8619,212,326,275,7097,1715,550,6465,371,215,5425,561,184,222,412,14681,264,399,14258,14522,333,355,5514,2020-21
212,Lineups,-1629647-1629650-1629652-1630177-1630197-,D. Bazley - M. Brown - L. Dort - T. Maledon - A. Pokusevski,1610612760,OKC,6,1,5,0.167,12.2,10.3,23.6,0.436,3.4,8.8,0.385,2.9,3.9,0.739,2.9,10.0,12.8,5.7,4.9,1.2,1.5,1.2,5.4,4.4,26.8,-3.2,714,2859,14448,8574,211,236,172,7439,293,245,4812,1312,1187,5163,442,156,141,374,14705,1164,399,14241,14678,320,265,12863,2020-21
213,Lineups,-2730-1628396-1629751-1630194-1630198-,D. Howard - T. Bradley - D. Mathias - P. Reed - I. Joe,1610612755,PHI,1,0,1,0.0,12.2,12.2,24.3,0.5,3.0,8.1,0.375,2.0,2.0,1.0,5.1,13.2,18.2,6.1,1.0,1.0,5.1,2.0,0.0,5.1,29.4,14.2,5843,8619,4785,8619,214,129,150,4380,326,272,4869,1650,2365,1,36,44,35,266,8625,1192,3,14428,1,169,184,23,2020-21
214,Lineups,-202397-203458-1628972-1629010-1629067-,I. Smith - A. Len - T. Brown Jr. - J. Robinson - I. Bonga,1610612764,WAS,1,0,1,0.0,12.2,10.1,23.3,0.435,2.0,7.1,0.286,3.0,4.1,0.75,4.1,8.1,12.2,5.1,3.0,3.0,2.0,1.0,2.0,5.1,25.3,9.1,5843,8619,4785,8619,214,237,180,7442,822,383,6320,803,667,4604,79,270,164,425,14124,84,95,12416,11619,169,299,137,2020-21
215,Lineups,-200768-203382-1627783-1627832-1629056-,K. Lowry - A. Baynes - P. Siakam - F. VanVleet - T. Davis,1610612761,TOR,2,1,1,0.5,12.2,12.2,23.8,0.511,3.0,8.6,0.353,1.5,2.0,0.75,2.5,9.1,11.7,7.1,1.5,2.5,1.0,0.5,5.6,2.5,28.9,5.6,3207,2859,4785,6052,213,129,169,4346,326,250,5101,3505,2365,4604,464,184,205,161,12375,215,575,11158,14683,1389,211,666,2020-21
216,Lineups,-201599-201935-202681-203925-1628971-,D. Jordan - J. Harden - K. Irving - J. Harris - B. Brown,1610612751,BKN,16,13,3,0.813,12.1,11.3,21.7,0.522,3.3,8.0,0.413,3.1,4.2,0.731,2.0,9.1,11.1,7.2,3.4,1.1,1.0,1.1,5.1,3.5,29.1,0.6,81,37,13480,4877,217,169,237,4239,304,334,4374,802,658,5198,561,233,265,157,14484,1184,575,14233,14566,636,207,5507,2020-21
217,Lineups,-202339-1628411-1629117-1629637-1630184-,E. Bledsoe - W. Iwundu - W. Gabriel - J. Hayes - K. Lewis Jr.,1610612740,NOP,1,0,1,0.0,12.1,13.2,29.4,0.448,3.0,7.1,0.429,6.1,9.1,0.667,8.1,9.1,17.2,7.1,1.0,3.0,2.0,2.0,7.1,8.1,35.5,11.1,5843,8619,4785,8619,221,89,66,7131,326,383,4156,81,42,5425,3,184,45,161,8625,84,95,14428,14767,26,91,61,2020-21
218,Lineups,-202696-203932-1628407-1629109-1630175-,N. Vucevic - A. Gordon - D. Bacon - G. Clark - C. Anthony,1610612753,ORL,1,1,0,1.0,12.1,10.1,19.3,0.526,4.1,7.1,0.571,4.1,6.1,0.667,1.0,10.1,11.1,6.1,4.1,1.0,2.0,0.0,3.0,7.1,28.4,6.1,5843,2859,1,1,218,237,323,4198,122,383,2188,371,215,5425,1859,126,222,266,14540,1192,95,1,13550,47,216,462,2020-21
219,Lineups,-201937-1626157-1627736-1629006-1630162-,R. Rubio - K. Towns - M. Beasley - J. Okogie - A. Edwards,1610612750,MIN,4,1,3,0.25,12.1,10.4,24.1,0.432,3.3,10.6,0.31,2.8,3.3,0.846,3.5,6.6,10.1,5.3,3.3,2.3,0.3,0.8,4.6,5.1,26.8,-5.1,1342,2859,13480,8342,220,233,167,7487,304,122,6210,1321,1346,3891,181,499,290,412,14465,264,4171,12279,14522,169,265,13675,2020-21
220,Lineups,-202684-202689-1627759-1628369-1628464-,T. Thompson - K. Walker - J. Brown - J. Tatum - D. Theis,1610612738,BOS,11,6,5,0.545,12.1,11.1,22.9,0.482,2.9,7.6,0.39,4.0,5.3,0.741,3.1,9.1,12.3,5.3,3.1,1.5,1.3,1.8,3.4,4.8,29.0,1.2,210,254,14448,6026,219,203,198,6520,635,363,4795,661,401,5160,208,184,161,410,14457,1014,527,14417,14190,269,209,4253,2020-21
221,Lineups,-201609-202357-203506-1628389-1629639-,G. Dragic - N. Bjelica - V. Oladipo - B. Adebayo - T. Herro,1610612748,MIA,1,1,0,1.0,12.0,9.1,20.3,0.45,2.0,10.1,0.2,3.0,4.1,0.75,1.0,9.1,10.1,7.1,3.0,1.0,0.0,1.0,3.0,4.1,23.3,-1.0,5843,2859,1,1,227,326,275,7097,822,133,7137,803,667,4604,1859,184,290,161,14124,1192,4784,12416,13550,349,369,8718,2020-21
222,Lineups,-201949-202339-203500-1628366-1629627-,J. Johnson - E. Bledsoe - S. Adams - L. Ball - Z. Williamson,1610612740,NOP,2,0,2,0.0,12.0,10.6,25.3,0.42,3.5,10.1,0.35,4.6,5.1,0.9,5.1,5.1,10.1,6.6,3.0,4.1,0.5,3.0,3.0,4.1,29.4,-8.6,3207,8619,11786,8619,228,217,129,7860,255,133,5121,325,411,3553,36,816,290,231,14124,15,2719,14747,13550,349,184,14637,2020-21
223,Lineups,-202689-203095-203935-1628369-1629057-,K. Walker - E. Fournier - M. Smart - J. Tatum - R. Williams III,1610612738,BOS,3,1,2,0.333,12.0,12.8,26.3,0.487,3.4,11.1,0.303,2.0,2.7,0.75,3.0,8.4,11.5,6.1,2.0,2.4,2.0,2.0,5.1,3.0,31.1,5.7,1984,2859,11786,7833,226,107,103,6460,293,92,6245,1650,1917,4604,211,261,213,266,12839,251,95,14428,14566,743,156,660,2020-21
224,Lineups,-203487-203516-203914-1628976-1629643-,M. Carter-Williams - J. Ennis III - G. Harris - W. Carter Jr. - C. Okeke,1610612753,ORL,1,1,0,1.0,12.0,12.2,22.3,0.545,4.1,5.1,0.8,1.0,1.0,1.0,4.1,9.1,13.2,9.1,1.0,1.0,3.0,1.0,4.1,3.0,29.4,2.0,5843,2859,1,1,222,129,211,3877,122,867,1323,4231,5625,1,79,184,105,60,8625,1192,26,12416,14287,743,184,2742,2020-21
225,Lineups,-201587-202695-202704-1627826-1628379-,N. Batum - K. Leonard - R. Jackson - I. Zubac - L. Kennard,1610612746,LAC,2,1,1,0.5,12.0,9.1,21.3,0.429,2.5,9.1,0.278,2.5,3.0,0.833,3.5,7.6,11.1,5.6,3.5,0.5,0.5,0.0,7.1,3.0,23.3,-7.1,3207,2859,4785,6052,224,326,241,7494,684,192,6469,1385,1373,3930,181,358,222,387,14492,4115,2719,1,14767,743,369,14380,2020-21
226,Lineups,-202684-202689-1628369-1629035-1629684-,T. Thompson - K. Walker - J. Tatum - C. Edwards - G. Williams,1610612738,BOS,2,1,1,0.5,12.0,9.1,22.3,0.409,3.0,8.6,0.353,3.5,3.5,1.0,2.5,6.1,8.6,5.1,1.0,1.5,1.0,0.0,3.5,4.1,24.8,-2.0,3207,2859,4785,6052,223,326,211,8038,326,250,5101,695,1243,1,464,543,491,425,8625,869,575,1,14197,349,324,10339,2020-21
227,Lineups,-202684-203935-1627759-1628369-1628464-,T. Thompson - M. Smart - J. Brown - J. Tatum - D. Theis,1610612738,BOS,8,5,3,0.625,12.0,11.4,22.5,0.506,3.2,7.3,0.431,3.0,4.2,0.727,2.9,8.5,11.4,7.6,3.9,1.5,1.5,1.8,4.6,4.4,29.0,-1.3,427,368,13480,5774,225,167,207,4371,321,371,4151,803,661,5200,440,259,216,136,14536,869,399,14419,14522,319,210,9840,2020-21
228,Lineups,-1628382-1629004-1629026-1629650-1629660-,J. Jackson - S. Mykhailiuk - K. Williams - M. Brown - T. Jerome,1610612760,OKC,2,2,0,1.0,11.9,11.1,20.3,0.55,4.6,9.6,0.474,4.1,4.6,0.889,1.5,8.6,10.1,7.1,3.5,2.5,0.0,0.5,4.6,5.1,30.9,4.1,3207,1417,1,1,231,172,275,3836,104,173,3916,371,600,3598,1390,247,290,161,14492,215,4784,11158,14522,169,157,1079,2020-21
229,Lineups,-201566-203458-1629010-1629060-1630166-,R. Westbrook - A. Len - J. Robinson - R. Hachimura - D. Avdija,1610612764,WAS,3,1,2,0.333,11.9,10.8,23.6,0.457,2.7,7.1,0.381,1.4,2.4,0.571,2.0,9.5,11.5,7.1,4.7,2.0,1.0,0.3,6.4,2.4,25.7,-3.4,1984,2859,11786,7833,229,210,172,6948,651,383,4848,3892,2206,6091,561,172,213,161,14699,284,575,10551,14751,1547,293,12876,2020-21
230,Lineups,-202684-202689-1628369-1628464-1629750-,T. Thompson - K. Walker - J. Tatum - D. Theis - J. Green,1610612738,BOS,1,1,0,1.0,11.9,7.1,23.3,0.304,3.0,9.1,0.333,0.0,0.0,0.0,5.1,15.2,20.3,5.1,7.1,2.0,0.0,0.0,4.1,3.0,17.2,9.1,5843,2859,1,1,230,563,180,10357,326,192,5164,7633,8014,7633,36,18,19,425,14790,284,4784,1,14287,743,759,137,2020-21
231,Lineups,-202709-203486-1628367-1628372-1630180-,C. Joseph - M. Plumlee - J. Jackson - D. Smith Jr. - S. Bey,1610612765,DET,1,0,1,0.0,11.8,10.1,22.3,0.455,3.0,8.1,0.375,2.0,2.0,1.0,3.0,4.1,7.1,9.1,2.0,2.0,0.0,2.0,4.1,2.0,25.3,-2.0,5843,8619,4785,8619,233,237,211,6969,326,272,4869,1650,2365,1,211,1287,674,60,12839,284,4784,14428,14287,1669,299,10339,2020-21
232,Lineups,-201588-203118-1627788-1629003-1630178-,G. Hill - M. Scott - F. Korkmaz - S. Milton - T. Maxey,1610612755,PHI,1,1,0,1.0,11.8,10.1,26.3,0.385,2.0,11.1,0.182,1.0,1.0,1.0,2.0,11.1,13.2,8.1,0.0,0.0,3.0,1.0,5.1,2.0,23.3,3.0,5843,2859,1,1,234,237,103,8702,822,92,7403,4231,5625,1,561,88,105,91,1,6157,26,12416,14566,1669,369,1688,2020-21
233,Lineups,-202710-203482-1628389-1629130-1629134-,J. Butler - K. Olynyk - B. Adebayo - D. Robinson - K. Nunn,1610612748,MIA,17,9,8,0.529,11.8,9.9,21.6,0.459,3.0,7.7,0.385,3.6,4.5,0.813,2.3,8.6,10.9,7.2,2.4,1.4,0.7,1.2,3.8,4.2,26.4,0.9,69,100,14733,6049,235,289,239,6926,633,343,4812,690,633,4207,539,246,268,158,13968,1019,2615,14248,14267,348,274,5320,2020-21
234,Lineups,-201937-1627736-1629006-1629020-1629675-,R. Rubio - M. Beasley - J. Okogie - J. Vanderbilt - N. Reid,1610612750,MIN,4,1,3,0.25,11.8,9.9,23.6,0.419,1.5,7.3,0.207,5.3,6.3,0.84,4.1,7.1,11.1,6.1,3.5,3.3,1.0,0.8,4.3,4.6,26.6,-2.0,1342,2859,13480,8342,232,290,176,7863,1845,371,7135,169,209,3926,79,397,222,266,14492,81,575,12279,14499,288,268,10339,2020-21
235,Lineups,-203501-204001-1626161-1628411-1629029-,T. Hardaway Jr. - K. Porzingis - W. Cauley-Stein - W. Iwundu - L. Doncic,1610612742,DAL,2,1,1,0.5,11.8,10.1,23.3,0.435,4.6,9.6,0.474,1.5,2.0,0.75,3.0,11.7,14.7,6.6,3.5,0.5,2.5,2.5,4.1,3.0,26.3,-0.5,3207,2859,4785,6052,237,237,180,7442,104,173,3916,3505,2365,4604,211,81,82,231,14492,4115,76,14735,14287,743,275,8247,2020-21
236,Lineups,-202083-202693-203083-203484-1629659-,W. Matthews - M. Morris - A. Drummond - K. Caldwell-Pope - T. Horton-Tucker,1610612747,LAL,1,1,0,1.0,11.8,14.2,22.3,0.636,2.0,5.1,0.4,2.0,4.1,0.5,3.0,4.1,7.1,6.1,4.1,1.0,1.0,0.0,4.1,6.1,32.4,-6.1,5843,2859,1,1,236,67,211,2613,822,867,4420,1650,667,6168,211,1287,674,266,14540,1192,575,1,14287,86,131,14103,2020-21
237,Lineups,-202683-203081-203496-1627884-1629018-,E. Kanter - D. Lillard - R. Covington - D. Jones Jr. - G. Trent Jr.,1610612757,POR,25,17,8,0.68,11.7,10.7,22.4,0.48,3.9,9.6,0.403,3.9,4.7,0.826,3.0,8.6,11.5,5.7,2.7,1.7,1.3,1.1,3.1,4.3,29.2,3.2,25,18,14733,5249,240,215,210,6539,234,177,4417,669,597,4154,437,255,212,380,14070,814,542,14232,14127,331,206,1674,2020-21
238,Lineups,-201588-201980-202699-203118-203552-,G. Hill - D. Green - T. Harris - M. Scott - S. Curry,1610612755,PHI,1,0,1,0.0,11.7,8.1,20.3,0.4,4.1,11.1,0.364,2.0,2.0,1.0,1.0,8.1,9.1,5.1,5.1,3.0,0.0,0.0,3.0,3.0,22.3,-9.1,5843,8619,4785,8619,239,424,275,8089,122,92,5011,1650,2365,1,1859,270,392,425,14709,84,4784,1,13550,743,410,14644,2020-21
239,Lineups,-201586-201587-201976-202331-1628379-,S. Ibaka - N. Batum - P. Beverley - P. George - L. Kennard,1610612746,LAC,3,1,2,0.333,11.7,8.8,18.6,0.473,3.0,9.5,0.321,4.1,4.7,0.857,0.7,10.5,11.1,5.7,3.7,0.0,1.0,0.0,6.1,3.7,24.7,-2.0,1984,2859,11786,7833,241,393,371,6662,326,181,6156,371,586,3770,4629,117,222,374,14522,6157,575,1,14691,611,326,10339,2020-21
240,Lineups,-201152-202696-203107-203897-1630172-,T. Young - N. Vucevic - T. Satoransky - Z. LaVine - P. Williams,1610612741,CHI,10,3,7,0.3,11.7,11.2,22.6,0.498,2.5,6.4,0.397,1.3,1.7,0.765,2.4,8.4,10.8,7.9,2.9,1.8,1.7,1.8,3.3,2.2,26.3,0.3,268,833,14678,8307,238,171,205,6421,684,549,4774,4029,4753,4583,501,266,269,124,14115,773,374,14423,14168,1633,275,5842,2020-21
241,Lineups,-203932-203999-1628408-1629008-1630267-,A. Gordon - N. Jokic - P. Dozier - M. Porter Jr. - F. Campazzo,1610612743,DEN,10,8,2,0.8,11.6,10.6,20.9,0.51,2.9,8.3,0.354,3.9,5.0,0.776,1.6,8.5,10.1,7.2,3.3,1.6,1.4,0.3,5.2,4.5,28.1,-1.9,268,139,11786,4878,242,217,265,4353,636,267,5100,669,577,4553,1368,257,290,159,14474,851,489,10524,14672,316,238,10338,2020-21
242,Lineups,-202709-1626143-1628367-1629076-1630240-,C. Joseph - J. Okafor - J. Jackson - T. Cook - S. Lee,1610612765,DET,1,0,1,0.0,11.6,11.1,21.3,0.524,2.0,5.1,0.4,4.1,6.1,0.667,3.0,9.1,12.2,6.1,2.0,1.0,0.0,1.0,7.1,6.1,28.4,1.0,5843,8619,4785,8619,246,172,241,4226,822,867,4420,371,215,5425,211,184,164,266,12839,1192,4784,12416,14767,86,216,4284,2020-21
243,Lineups,-203926-1627734-1627747-1628410-1629052-,D. McDermott - D. Sabonis - C. LeVert - E. Sumner - O. Brissett,1610612754,IND,4,2,2,0.5,11.6,12.7,23.6,0.538,1.8,5.1,0.35,5.8,6.3,0.92,1.8,10.6,12.4,9.1,4.6,2.5,0.8,1.3,5.3,5.6,32.9,4.6,1342,1417,11786,6052,247,113,176,4066,1715,867,5121,151,209,3493,1307,111,157,60,14690,215,2351,14258,14675,146,129,1001,2020-21
244,Lineups,-203516-1628407-1628976-1629643-1630181-,J. Ennis III - D. Bacon - W. Carter Jr. - C. Okeke - R. Hampton,1610612753,ORL,1,0,1,0.0,11.6,7.1,19.3,0.368,2.0,5.1,0.4,2.0,3.0,0.667,3.0,3.0,6.1,6.1,4.1,2.0,2.0,1.0,4.1,2.0,18.2,-15.2,5843,8619,4785,8619,249,563,323,9022,822,867,4420,1650,1373,5425,211,2160,953,266,14540,284,95,12416,14287,1669,673,14805,2020-21
245,Lineups,-200768-203382-1627783-1627832-1628384-,K. Lowry - A. Baynes - P. Siakam - F. VanVleet - O. Anunoby,1610612761,TOR,10,3,7,0.3,11.6,9.3,21.2,0.44,3.5,10.9,0.324,3.1,3.6,0.861,2.0,9.0,11.0,6.4,3.5,1.7,0.8,1.5,5.3,3.4,25.3,-0.8,268,833,14678,8307,248,322,260,7351,255,118,6152,798,1234,3767,561,235,266,256,14492,808,2319,14317,14674,682,299,8670,2020-21
246,Lineups,-1626162-1629672-1629673-1630164-1630185-,K. Oubre Jr. - E. Paschall - J. Poole - J. Wiseman - N. Mannion,1610612744,GSW,1,0,1,0.0,11.6,7.1,15.2,0.467,3.0,8.1,0.375,1.0,3.0,0.333,2.0,4.1,6.1,5.1,7.1,2.0,0.0,0.0,8.1,4.1,18.2,-16.2,5843,8619,4785,8619,244,563,544,6752,326,272,4869,4231,1373,7476,561,1287,953,425,14790,284,4784,1,14798,349,673,14809,2020-21
247,Lineups,-202696-203095-203516-203932-1630175-,N. Vucevic - E. Fournier - J. Ennis III - A. Gordon - C. Anthony,1610612753,ORL,6,2,4,0.333,11.6,9.6,21.4,0.449,4.7,8.9,0.528,3.5,5.1,0.7,2.0,8.6,10.6,6.1,2.7,1.4,1.5,0.7,3.5,4.7,27.5,0.2,714,1417,14164,7833,243,301,240,7129,101,241,2368,695,411,5334,561,247,275,266,14071,1034,399,12068,14197,271,245,5931,2020-21
248,Lineups,-200782-201569-203506-1626174-1628021-,P. Tucker - E. Gordon - V. Oladipo - C. Wood - D. Nwaba,1610612745,HOU,1,0,1,0.0,11.6,11.1,20.3,0.55,3.0,11.1,0.273,1.0,3.0,0.333,0.0,10.1,10.1,5.1,6.1,6.1,0.0,0.0,3.0,4.1,26.3,8.1,5843,8619,4785,8619,250,172,275,3836,326,92,6482,4231,1373,7476,6830,126,290,425,14762,2,4784,1,13550,349,275,194,2020-21
249,Lineups,-201961-202709-203486-203924-1630180-,W. Ellington - C. Joseph - M. Plumlee - J. Grant - S. Bey,1610612765,DET,4,2,2,0.5,11.6,9.6,19.8,0.487,2.0,8.4,0.242,4.6,6.1,0.75,1.3,9.4,10.6,4.6,3.5,0.5,2.0,0.5,3.3,4.3,25.8,-0.8,1342,1417,11786,6052,245,301,312,6460,822,265,7025,325,215,4604,1738,177,275,606,14492,4115,95,11158,14150,333,288,8626,2020-21
250,Lineups,-203083-1626204-1629012-1629636-1630171-,A. Drummond - L. Nance Jr. - C. Sexton - D. Garland - I. Okoro,1610612739,CLE,6,3,3,0.5,11.5,9.3,19.1,0.487,1.7,5.4,0.313,3.5,5.2,0.677,2.2,11.0,13.2,6.6,5.6,1.5,0.7,1.0,4.2,4.4,23.8,-0.7,714,833,13480,6052,254,323,351,6468,1749,821,6190,695,408,5419,546,105,105,231,14755,869,2436,12416,14493,320,360,8530,2020-21
251,Lineups,-202339-203500-1627742-1629627-1629638-,E. Bledsoe - S. Adams - B. Ingram - Z. Williamson - N. Alexander-Walker,1610612740,NOP,11,8,3,0.727,11.5,10.6,19.8,0.535,2.6,5.9,0.438,4.6,5.7,0.806,2.5,7.4,9.9,6.7,3.0,1.8,1.3,1.5,3.2,4.3,28.4,-0.2,210,139,13480,5171,252,226,311,4080,682,758,4114,323,374,4230,497,382,361,228,14124,798,527,14315,14139,332,216,8054,2020-21
252,Lineups,-202331-202694-202695-202704-1627826-,P. George - M. Morris Sr. - K. Leonard - R. Jackson - I. Zubac,1610612746,LAC,19,15,4,0.789,11.5,10.5,19.9,0.527,3.6,7.3,0.489,3.0,3.5,0.862,1.9,9.5,11.4,6.0,3.0,1.7,0.5,1.0,3.5,4.0,27.6,4.2,48,27,14164,4948,253,229,309,4197,254,375,3900,1303,1303,3766,1296,169,215,364,14124,850,3504,12416,14193,593,244,1078,2020-21
253,Lineups,-203503-203991-1628381-1628989-1629027-,T. Snell - C. Capela - J. Collins - K. Huerter - T. Young,1610612737,ATL,16,10,6,0.625,11.5,10.8,22.0,0.49,2.7,7.3,0.365,3.2,4.1,0.769,3.5,9.2,12.7,6.3,2.9,1.5,1.6,1.1,4.9,4.5,27.4,2.3,81,80,14594,5774,251,214,232,6451,671,377,5007,796,666,4567,192,183,145,258,14113,1018,394,14227,14562,314,248,2698,2020-21
254,Lineups,-203382-1627783-1627832-1628384-1629018-,A. Baynes - P. Siakam - F. VanVleet - O. Anunoby - G. Trent Jr.,1610612761,TOR,3,0,3,0.0,11.4,9.5,20.9,0.452,4.1,9.8,0.414,4.1,5.1,0.8,2.0,8.4,10.5,4.7,2.0,1.4,1.7,1.4,5.1,5.1,27.0,1.4,1984,8619,13480,8619,258,316,261,7084,122,167,4371,371,411,4235,561,261,282,590,12839,1034,375,14275,14566,169,263,4128,2020-21
255,Lineups,-201572-201950-203114-203507-1628978-,B. Lopez - J. Holiday - K. Middleton - G. Antetokounmpo - D. DiVincenzo,1610612749,MIL,45,31,14,0.689,11.4,11.7,22.4,0.521,3.5,9.3,0.377,3.6,4.9,0.735,2.0,9.4,11.3,7.1,3.4,2.1,1.2,0.9,3.6,4.7,30.5,2.7,2,3,14812,5244,256,161,209,4253,289,191,4866,691,579,5178,1286,178,221,219,14486,282,544,12390,14250,281,161,2458,2020-21
256,Lineups,-1626164-1628470-1628969-1628975-1629028-,D. Booker - T. Craig - M. Bridges - J. Carter - D. Ayton,1610612756,PHX,1,1,0,1.0,11.4,10.1,21.3,0.476,3.0,6.1,0.5,5.1,6.1,0.833,4.1,8.1,12.2,7.1,1.0,2.0,3.0,0.0,3.0,3.0,28.4,2.0,5843,2859,1,1,261,237,241,6585,326,569,2381,175,215,3930,79,270,164,161,8625,284,26,1,13550,743,216,2742,2020-21
257,Lineups,-2730-201588-1627788-1629003-1630178-,D. Howard - G. Hill - F. Korkmaz - S. Milton - T. Maxey,1610612755,PHI,2,1,1,0.5,11.4,10.6,19.8,0.538,3.5,6.6,0.538,3.5,5.1,0.7,1.5,8.1,9.6,8.1,3.0,2.5,1.5,0.5,4.6,3.0,28.4,6.6,3207,2859,4785,6052,260,217,312,3993,255,505,2330,695,411,5334,1390,270,369,91,14124,215,399,11158,14522,743,216,441,2020-21
258,Lineups,-201567-1626224-1628386-1629012-1630171-,K. Love - C. Osman - J. Allen - C. Sexton - I. Okoro,1610612739,CLE,4,0,4,0.0,11.4,8.4,22.0,0.379,3.0,7.1,0.429,4.1,5.3,0.762,4.1,7.3,11.4,5.6,4.1,1.0,0.5,3.3,3.5,6.3,23.8,-7.9,1342,8619,14164,8619,257,421,228,8790,326,383,4156,371,402,4594,79,383,216,387,14540,1192,2719,14806,14197,81,360,14539,2020-21
259,Lineups,-202689-203935-1627759-1628369-1628464-,K. Walker - M. Smart - J. Brown - J. Tatum - D. Theis,1610612738,BOS,7,1,6,0.143,11.4,10.9,22.0,0.493,4.9,11.0,0.447,3.6,4.3,0.833,1.3,7.2,8.5,6.5,2.5,1.7,1.6,0.9,4.3,4.6,30.3,1.9,542,2859,14594,8604,255,209,231,6430,97,117,4025,692,649,3930,1727,393,509,245,13969,802,393,12392,14502,284,175,3789,2020-21
260,Lineups,-202684-203095-1627759-1628369-1629682-,T. Thompson - E. Fournier - J. Brown - J. Tatum - T. Waters,1610612738,BOS,1,1,0,1.0,11.4,14.2,27.4,0.519,3.0,9.1,0.333,1.0,2.0,0.5,5.1,7.1,12.2,8.1,1.0,1.0,0.0,2.0,5.1,3.0,32.4,-1.0,5843,2859,1,1,259,67,86,4272,326,192,5164,4231,2365,6168,36,397,164,91,8625,1192,4784,14428,14566,743,131,8718,2020-21
261,Lineups,-2546-1626178-1626181-1629014-1629642-,C. Anthony - R. Hollis-Jefferson - N. Powell - A. Simons - N. Little,1610612757,POR,1,0,1,0.0,11.3,11.1,22.3,0.5,5.1,11.1,0.455,5.1,6.1,0.833,5.1,6.1,11.1,9.1,1.0,1.0,2.0,0.0,4.1,4.1,32.4,10.1,5843,8619,4785,8619,262,172,211,4380,60,92,3973,175,215,3930,36,543,222,60,8625,1192,95,1,14287,349,131,90,2020-21
262,Lineups,-1626224-1628386-1629012-1629636-1630171-,C. Osman - J. Allen - C. Sexton - D. Garland - I. Okoro,1610612739,CLE,7,3,4,0.429,11.3,9.6,20.8,0.458,2.5,8.4,0.293,2.6,3.6,0.72,2.8,6.7,9.4,5.6,4.1,1.7,0.7,0.9,5.1,3.6,24.2,-3.2,542,833,14164,7628,263,313,268,6927,748,263,6312,1382,1239,5240,451,497,384,384,14540,802,2419,12392,14566,634,352,12862,2020-21
263,Lineups,-201980-203118-203954-1627732-1627788-,D. Green - M. Scott - J. Embiid - B. Simmons - F. Korkmaz,1610612755,PHI,1,1,0,1.0,11.3,10.1,23.3,0.435,6.1,15.2,0.4,4.1,6.1,0.667,5.1,10.1,15.2,6.1,2.0,4.1,2.0,0.0,5.1,5.1,30.4,9.1,5843,2859,1,1,264,237,180,7442,18,22,4420,371,215,5425,36,126,62,266,12839,15,95,1,14566,169,162,137,2020-21
264,Lineups,-203937-1628960-1629001-1629630-1630214-,K. Anderson - G. Allen - D. Melton - J. Morant - X. Tillman,1610612763,MEM,2,1,1,0.5,11.3,10.6,19.3,0.553,3.5,6.6,0.538,4.1,5.1,0.8,2.0,8.1,10.1,5.6,3.0,3.5,0.5,0.5,3.5,4.6,28.9,6.6,3207,2859,4785,6052,265,217,323,3824,255,505,2330,371,411,4235,561,270,290,387,14124,67,2719,11158,14197,288,211,441,2020-21
