,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,Season
1444,Lineups,-200794-203999-1628420-,P. Millsap - N. Jokic - M. Morris,1610612743,DEN,23,15,8,0.652,6.8,0.618,0.382,0.562,0.117,0.31,0.138,0.127,0.127,0.446,0.566,0.434,0.872,0.128,0.648,0.352,1641,1178,15036,4934,3860,8140,9825,5921,4324,9569,4526,10855,9874,7366,5339,11490,7683,7487,6198,11073,2020-21
1445,Lineups,-201577-202397-202722-,R. Lopez - I. Smith - D. Bertans,1610612764,WAS,37,21,16,0.568,6.8,0.674,0.326,0.576,0.159,0.267,0.089,0.157,0.153,0.417,0.42,0.58,0.964,0.036,0.549,0.451,524,548,17616,6317,3805,4614,13351,5134,2331,11682,9347,7801,7510,9130,11718,5116,5432,9738,11322,5949,2020-21
1446,Lineups,-203524-1628989-1629027-,S. Hill - K. Huerter - T. Young,1610612737,ATL,52,30,22,0.577,6.8,0.601,0.399,0.494,0.068,0.342,0.091,0.164,0.126,0.426,0.517,0.483,0.785,0.215,0.602,0.398,97,150,18185,6074,3846,9152,8813,9830,8501,7824,9233,7189,10006,8569,7084,9729,10544,4634,8401,8869,2020-21
1447,Lineups,-203501-1628467-1628973-,T. Hardaway Jr. - M. Kleber - J. Brunson,1610612742,DAL,45,29,16,0.644,6.8,0.557,0.443,0.497,0.094,0.373,0.106,0.13,0.119,0.403,0.389,0.611,0.8,0.2,0.526,0.474,243,179,17616,5025,3848,12081,5884,9716,6094,6336,7480,10649,10710,9756,12597,4193,9829,4837,12137,5134,2020-21
1448,Lineups,-204456-1627747-1627763-,T. McConnell - C. LeVert - M. Brogdon,1610612754,IND,20,10,10,0.5,6.8,0.576,0.424,0.502,0.027,0.291,0.11,0.207,0.107,0.475,0.48,0.52,0.966,0.034,0.615,0.385,2065,2128,15994,6963,3847,10957,7007,9012,12054,10563,7081,3976,11571,5949,9600,7201,5425,9747,7753,9388,2020-21
1449,Lineups,-201152-1628374-1629632-,T. Young - L. Markkanen - C. White,1610612741,CHI,38,15,23,0.395,6.8,0.607,0.393,0.514,0.043,0.373,0.103,0.113,0.121,0.471,0.58,0.42,0.882,0.118,0.678,0.322,479,1178,18231,10682,3817,8845,9100,8463,10974,6329,7840,12169,10504,6105,4839,11995,7272,7905,4545,12726,2020-21
1450,Lineups,-201572-203114-1627854-,B. Lopez - K. Middleton - B. Forbes,1610612749,MIL,54,32,22,0.593,6.7,0.62,0.38,0.507,0.114,0.36,0.123,0.133,0.135,0.393,0.444,0.556,0.764,0.236,0.547,0.453,66,112,18185,5938,4051,8029,9936,8813,4495,6845,5840,10349,9106,10658,10989,5845,10965,4211,11380,5891,2020-21
1451,Lineups,-202954-1626162-1627814-,B. Wanamaker - K. Oubre Jr. - D. Lee,1610612744,GSW,24,14,10,0.583,6.7,0.619,0.381,0.507,0.161,0.358,0.09,0.134,0.161,0.346,0.518,0.482,0.9,0.1,0.64,0.36,1515,1332,15994,6001,3999,8061,9853,8765,2270,6961,9301,10169,6691,12936,7078,9753,6606,8419,6549,10693,2020-21
1452,Lineups,-101108-1628470-1629028-,C. Paul - T. Craig - D. Ayton,1610612756,PHX,25,17,8,0.68,6.7,0.634,0.366,0.582,0.167,0.304,0.109,0.114,0.104,0.415,0.452,0.548,0.8,0.2,0.542,0.458,1401,927,15036,4035,3955,7145,10820,4900,2050,9907,7201,12102,11798,9170,10621,6212,9829,4837,11612,5659,2020-21
1453,Lineups,-201571-201950-203114-,D. Augustin - J. Holiday - K. Middleton,1610612749,MIL,22,15,7,0.682,6.7,0.625,0.375,0.501,0.103,0.38,0.101,0.119,0.096,0.398,0.443,0.557,0.898,0.102,0.596,0.404,1789,1178,14318,4020,3929,7575,10155,9023,5286,5793,8076,11694,12231,10478,10993,5840,6764,8411,9022,8248,2020-21
1454,Lineups,-203110-203952-1629673-,D. Green - A. Wiggins - J. Poole,1610612744,GSW,32,19,13,0.594,6.7,0.541,0.459,0.408,0.041,0.423,0.122,0.169,0.121,0.367,0.636,0.364,0.829,0.171,0.715,0.285,810,738,16990,5932,3928,12962,5003,13652,11125,4046,5904,6638,10543,11973,3282,13476,9174,6003,3348,13922,2020-21
1455,Lineups,-203110-203145-1629308-,D. Green - K. Bazemore - J. Toscano-Anderson,1610612744,GSW,29,16,13,0.552,6.7,0.514,0.486,0.479,0.045,0.387,0.153,0.135,0.2,0.434,0.632,0.368,0.81,0.19,0.694,0.306,1053,1038,16990,6531,4044,14000,3965,10574,10791,5540,3580,10109,3831,8115,3375,13459,9695,5445,4042,13214,2020-21
1456,Lineups,-1626156-1629162-1629675-,D. Russell - J. McLaughlin - N. Reid,1610612750,MIN,22,11,11,0.5,6.7,0.595,0.405,0.545,0.064,0.33,0.122,0.125,0.142,0.481,0.585,0.415,0.895,0.105,0.674,0.326,1789,1892,16397,6963,4012,9828,8136,6852,8945,8600,5991,11250,8533,5630,4686,12147,6813,8314,4647,12624,2020-21
1457,Lineups,-1627734-1627763-1628988-,D. Sabonis - M. Brogdon - A. Holiday,1610612754,IND,36,18,18,0.5,6.7,0.631,0.369,0.509,0.074,0.343,0.131,0.148,0.137,0.435,0.493,0.507,0.823,0.177,0.595,0.405,576,827,17872,6963,3964,7315,10649,8682,7988,7741,5106,8752,8988,7995,9284,7547,9326,5851,9051,8220,2020-21
1458,Lineups,-202683-203468-1629014-,E. Kanter - C. McCollum - A. Simons,1610612757,POR,27,17,10,0.63,6.7,0.613,0.387,0.478,0.159,0.362,0.121,0.159,0.08,0.319,0.369,0.631,0.696,0.304,0.479,0.521,1237,927,15994,5179,3946,8470,9494,10579,2319,6773,6098,7597,13011,14032,13041,3793,12412,2766,14165,3106,2020-21
1459,Lineups,-202330-202687-1630163-,G. Hayward - B. Biyombo - L. Ball,1610612766,CHA,34,16,18,0.471,6.7,0.615,0.385,0.496,0.06,0.384,0.122,0.12,0.152,0.436,0.524,0.476,0.875,0.125,0.644,0.356,689,1038,17872,9195,4035,8381,9584,9760,9343,5640,5958,11565,7553,7967,6855,9979,7369,7509,6387,10883,2020-21
1460,Lineups,-202066-203107-203897-,G. Temple - T. Satoransky - Z. LaVine,1610612741,CHI,31,15,16,0.484,6.7,0.596,0.404,0.481,0.052,0.353,0.099,0.166,0.138,0.429,0.605,0.395,0.714,0.286,0.641,0.359,883,1178,17616,9085,4009,9769,8196,10442,10140,7332,8350,7039,8863,8327,3936,12892,12057,2927,6530,10732,2020-21
1461,Lineups,-202397-202722-203078-,I. Smith - D. Bertans - B. Beal,1610612764,WAS,34,20,14,0.588,6.7,0.677,0.323,0.578,0.115,0.253,0.088,0.169,0.171,0.463,0.45,0.55,0.9,0.1,0.552,0.448,689,637,17251,5966,4037,4480,13484,5067,4416,12185,9455,6636,5868,6492,10667,6167,6606,8419,11197,6073,2020-21
1462,Lineups,-1628386-1629012-1629685-,J. Allen - C. Sexton - D. Windler,1610612739,CLE,22,6,16,0.273,6.7,0.653,0.347,0.517,0.055,0.292,0.082,0.191,0.128,0.462,0.459,0.541,0.844,0.156,0.564,0.436,1789,3625,17616,12752,4028,6018,11947,8283,9889,10537,10009,4968,9839,6519,10359,6474,8559,6611,10641,6622,2020-21
1463,Lineups,-203924-1626153-1629004-,J. Grant - D. Wright - S. Mykhailiuk,1610612765,DET,22,5,17,0.227,6.7,0.575,0.425,0.459,0.053,0.326,0.1,0.215,0.182,0.406,0.474,0.526,0.946,0.054,0.626,0.374,1789,4256,17764,13455,4040,11001,6964,11616,10057,8787,8111,3664,4969,9635,9809,7025,5627,9544,7195,10075,2020-21
1464,Lineups,-201949-203501-1628973-,J. Johnson - T. Hardaway Jr. - J. Brunson,1610612742,DAL,23,10,13,0.435,6.7,0.58,0.42,0.485,0.066,0.35,0.159,0.165,0.114,0.419,0.457,0.543,0.846,0.154,0.583,0.417,1641,2128,16990,9739,4042,10735,7230,10260,8733,7397,3251,7125,11101,8960,10419,6414,8440,6635,9536,7587,2020-21
1465,Lineups,-1629630-1629634-1630214-,J. Morant - B. Clarke - X. Tillman,1610612763,MEM,34,22,12,0.647,6.7,0.668,0.332,0.57,0.079,0.28,0.18,0.15,0.204,0.491,0.552,0.448,0.963,0.037,0.653,0.347,689,463,16702,4981,3934,4767,13198,5613,7451,11075,2415,8483,3751,5276,5862,10972,5442,9727,6022,11249,2020-21
1466,Lineups,-1628369-1628400-1628464-,J. Tatum - S. Ojeleye - D. Theis,1610612738,BOS,24,13,11,0.542,6.7,0.599,0.401,0.48,0.115,0.352,0.107,0.167,0.185,0.366,0.5,0.5,0.778,0.222,0.591,0.409,1515,1490,16397,6650,4034,9621,8344,10478,4415,7334,7402,6727,4785,12057,7465,7623,10609,4416,9192,8079,2020-21
1467,Lineups,-201142-201145-1629013-,K. Durant - J. Green - L. Shamet,1610612751,BKN,21,13,8,0.619,6.7,0.542,0.458,0.438,0.09,0.379,0.09,0.183,0.079,0.348,0.526,0.474,0.844,0.156,0.642,0.358,1903,1490,15036,5352,3963,12909,5052,12609,6449,5817,9269,5546,13037,12840,6817,10015,8549,6623,6490,10780,2020-21
1468,Lineups,-202689-1628369-1628400-,K. Walker - J. Tatum - S. Ojeleye,1610612738,BOS,22,14,8,0.636,6.7,0.584,0.416,0.496,0.071,0.31,0.1,0.195,0.177,0.425,0.56,0.44,0.743,0.257,0.613,0.387,1789,1332,15036,5090,4021,10469,7494,9775,8256,9646,8107,4788,5403,8621,5544,11289,11723,3448,7924,9347,2020-21
1469,Lineups,-2544-202083-1629659-,L. James - W. Matthews - T. Horton-Tucker,1610612747,LAL,24,16,8,0.667,6.7,0.638,0.362,0.603,0.082,0.261,0.136,0.136,0.133,0.522,0.514,0.486,0.719,0.281,0.559,0.441,1515,1038,15036,4073,4033,6830,11124,4116,7251,11875,4711,10029,9378,3835,7206,9611,12040,3134,10847,6423,2020-21
1470,Lineups,-1628467-1628973-1629029-,M. Kleber - J. Brunson - L. Doncic,1610612742,DAL,36,25,11,0.694,6.7,0.516,0.484,0.445,0.065,0.39,0.062,0.164,0.108,0.38,0.446,0.554,0.75,0.25,0.558,0.442,576,288,16397,3913,4039,13918,4046,12190,8806,5361,11562,7141,11509,11333,10787,6047,11102,3479,10877,6394,2020-21
1471,Lineups,-202331-202694-1628379-,P. George - M. Morris Sr. - L. Kennard,1610612746,LAC,21,17,4,0.81,6.7,0.627,0.373,0.448,0.11,0.427,0.084,0.125,0.102,0.337,0.494,0.506,0.816,0.184,0.619,0.381,1903,927,11166,2636,3941,7524,10440,12130,4759,3935,9795,11000,11909,13240,9267,7564,9546,5628,7597,9629,2020-21
1472,Lineups,-201988-1627749-1627751-,P. Mills - D. Murray - J. Poeltl,1610612759,SAS,62,30,32,0.484,6.7,0.64,0.36,0.541,0.145,0.323,0.127,0.136,0.152,0.395,0.504,0.496,0.867,0.133,0.607,0.393,18,150,18396,9085,4003,6734,11230,6985,2786,8982,5420,10005,7584,10566,7445,9389,7767,7321,8224,9047,2020-21
1473,Lineups,-203496-203918-1629014-,R. Covington - R. Hood - A. Simons,1610612757,POR,20,11,9,0.55,6.7,0.524,0.476,0.395,0.14,0.431,0.054,0.174,0.137,0.254,0.288,0.712,0.674,0.326,0.451,0.549,2065,1892,15578,6544,3938,13655,4273,14385,3043,3415,12026,6206,8946,15395,14439,2395,12553,2625,14599,2671,2020-21
1474,Lineups,-201577-1629060-1630166-,R. Lopez - R. Hachimura - D. Avdija,1610612764,WAS,32,17,15,0.531,6.7,0.715,0.285,0.633,0.114,0.213,0.132,0.154,0.168,0.519,0.577,0.423,0.743,0.257,0.607,0.393,810,927,17469,6795,3990,2903,15062,3310,4493,13531,5041,8073,6014,3927,4900,11899,11723,3448,8196,9075,2020-21
1475,Lineups,-1629057-1629684-1630202-,R. Williams III - G. Williams - P. Pritchard,1610612738,BOS,26,14,12,0.538,6.7,0.597,0.403,0.541,0.061,0.314,0.087,0.145,0.156,0.48,0.519,0.481,0.756,0.244,0.585,0.415,1306,1332,16702,6667,4025,9712,8252,6994,9202,9439,9580,8980,7164,5724,7029,9804,11071,4100,9486,7784,2020-21
1476,Lineups,-202083-202693-1626149-,W. Matthews - M. Morris - M. Harrell,1610612747,LAL,36,21,15,0.583,6.7,0.6,0.4,0.521,0.086,0.344,0.097,0.134,0.134,0.436,0.463,0.537,0.814,0.186,0.57,0.43,576,548,17469,6001,4000,9156,8352,8071,6863,7691,8494,10179,9218,7977,10189,6643,9600,5572,10443,6828,2020-21
1477,Lineups,-2546-203081-1629642-,C. Anthony - D. Lillard - N. Little,1610612757,POR,30,16,14,0.533,6.6,0.524,0.476,0.43,0.114,0.408,0.095,0.162,0.114,0.316,0.34,0.66,0.687,0.313,0.474,0.526,966,1038,17251,6754,4151,13654,4311,12893,4493,4592,8659,7333,11118,14065,13418,3415,12497,2681,14231,3040,2020-21
1478,Lineups,-2546-202683-203918-,C. Anthony - E. Kanter - R. Hood,1610612757,POR,30,19,11,0.633,6.6,0.604,0.396,0.455,0.131,0.368,0.114,0.177,0.151,0.324,0.298,0.702,0.679,0.321,0.431,0.569,966,738,16397,5142,4085,9011,8954,11746,3475,6529,6733,5965,7644,13886,14403,2431,12543,2631,14850,2421,2020-21
1479,Lineups,-202709-1627741-1628368-,C. Joseph - B. Hield - D. Fox,1610612758,SAC,29,13,16,0.448,6.6,0.684,0.316,0.601,0.062,0.247,0.073,0.151,0.14,0.539,0.489,0.511,0.73,0.27,0.541,0.459,1053,1490,17616,9520,4162,4217,13748,4157,9113,12465,10730,8382,8665,3381,9365,7464,11872,3299,11651,5620,2020-21
1480,Lineups,-201942-201988-1628401-,D. DeRozan - P. Mills - D. White,1610612759,SAS,26,10,16,0.385,6.6,0.676,0.324,0.528,0.104,0.237,0.072,0.235,0.169,0.424,0.444,0.556,0.914,0.086,0.553,0.447,1306,2128,17616,10731,4068,4516,13448,7670,5250,12751,10811,2950,5958,8634,10806,5846,6287,8881,11169,6085,2020-21
1481,Lineups,-201942-201988-1629640-,D. DeRozan - P. Mills - K. Johnson,1610612759,SAS,53,25,28,0.472,6.6,0.692,0.308,0.545,0.138,0.252,0.109,0.203,0.152,0.407,0.443,0.557,0.897,0.103,0.55,0.45,83,288,18359,9193,4087,3878,14087,6850,3107,12219,7235,4153,7583,9598,10992,5842,6774,8403,11251,6020,2020-21
1482,Lineups,-202324-202711-204060-,D. Favors - B. Bogdanovic - J. Ingles,1610612762,UTA,54,38,16,0.704,6.6,0.53,0.47,0.44,0.058,0.423,0.105,0.137,0.116,0.381,0.451,0.549,0.793,0.207,0.585,0.415,66,32,17616,3820,4180,13464,4501,12550,9539,4034,7542,9885,10957,11250,10660,6174,10391,4787,9515,7755,2020-21
1483,Lineups,-202683-203081-1629014-,E. Kanter - D. Lillard - A. Simons,1610612757,POR,40,24,16,0.6,6.6,0.504,0.496,0.406,0.07,0.426,0.085,0.168,0.095,0.336,0.376,0.624,0.581,0.419,0.46,0.54,400,329,17616,5506,4161,14201,3763,13701,8284,3956,9689,6690,12331,13260,12815,4019,13710,1468,14466,2805,2020-21
1484,Lineups,-202683-203081-203918-,E. Kanter - D. Lillard - R. Hood,1610612757,POR,33,19,14,0.576,6.6,0.52,0.48,0.44,0.118,0.404,0.063,0.156,0.133,0.323,0.353,0.647,0.648,0.352,0.465,0.535,763,738,17251,6081,4067,13816,4133,12527,4173,4723,11470,7964,9394,13908,13277,3557,13288,1889,14374,2897,2020-21
1485,Lineups,-203954-1627732-1629003-,J. Embiid - B. Simmons - S. Milton,1610612755,PHI,33,28,5,0.848,6.6,0.684,0.316,0.505,0.091,0.263,0.149,0.232,0.175,0.414,0.5,0.5,0.94,0.06,0.613,0.387,763,210,12416,2472,4158,4216,13749,8865,6276,11821,3793,3008,5526,9220,7465,7623,5722,9453,7925,9345,2020-21
1486,Lineups,-201145-203925-1628971-,J. Green - J. Harris - B. Brown,1610612751,BKN,44,30,14,0.682,6.6,0.625,0.375,0.468,0.061,0.325,0.118,0.208,0.153,0.407,0.488,0.512,0.787,0.213,0.582,0.418,270,150,17251,4020,4173,7813,10151,11164,9238,8874,6303,3962,7479,9595,9404,7429,10466,4712,9704,7563,2020-21
1487,Lineups,-203200-204456-1628988-,J. Holiday - T. McConnell - A. Holiday,1610612754,IND,50,23,27,0.46,6.6,0.647,0.353,0.55,0.081,0.306,0.148,0.145,0.185,0.469,0.54,0.46,0.94,0.06,0.648,0.352,133,396,18336,9374,4125,6395,11570,6520,7290,9840,3830,9038,4787,6254,6277,10556,5726,9451,6199,11072,2020-21
1488,Lineups,-203114-1627854-1628978-,K. Middleton - B. Forbes - D. DiVincenzo,1610612749,MIL,45,26,19,0.578,6.6,0.598,0.402,0.495,0.106,0.38,0.124,0.125,0.161,0.389,0.456,0.544,0.817,0.183,0.578,0.422,243,250,17984,6071,4159,9662,8303,9795,5052,5806,5813,10998,6736,10828,10447,6387,9540,5638,9870,7401,2020-21
1489,Lineups,-203114-203507-1627854-,K. Middleton - G. Antetokounmpo - B. Forbes,1610612749,MIL,51,32,19,0.627,6.6,0.624,0.376,0.548,0.101,0.295,0.131,0.157,0.141,0.447,0.438,0.562,0.782,0.218,0.529,0.471,114,112,17984,5197,4114,7843,10121,6591,5423,10399,5089,7873,8568,7329,11096,5738,10573,4604,12053,5217,2020-21
1490,Lineups,-2544-1628398-1629659-,L. James - K. Kuzma - T. Horton-Tucker,1610612747,LAL,27,18,9,0.667,6.6,0.712,0.288,0.613,0.07,0.226,0.156,0.161,0.191,0.543,0.533,0.467,0.8,0.2,0.586,0.414,1237,827,15578,4073,4079,3148,14817,3858,8280,13157,3395,7464,4442,3311,6590,10244,9829,4837,9465,7806,2020-21
1491,Lineups,-2544-202693-1628398-,L. James - M. Morris - K. Kuzma,1610612747,LAL,24,15,9,0.625,6.6,0.616,0.384,0.523,0.069,0.328,0.101,0.149,0.123,0.453,0.541,0.459,0.78,0.22,0.612,0.388,1515,1178,15578,5200,4135,8234,9731,7977,8368,8715,8028,8593,10367,7007,6259,10575,10594,4578,7996,9274,2020-21
1492,Lineups,-202693-1626149-1628398-,M. Morris - M. Harrell - K. Kuzma,1610612747,LAL,41,21,20,0.512,6.6,0.643,0.357,0.541,0.086,0.272,0.099,0.186,0.122,0.455,0.561,0.439,0.873,0.127,0.639,0.361,364,548,18079,6953,4070,6546,11419,6975,6839,11557,8338,5325,10408,6892,5492,11328,7676,7501,6592,10679,2020-21
1493,Lineups,-201587-202694-202695-,N. Batum - M. Morris Sr. - K. Leonard,1610612746,LAC,36,25,11,0.694,6.6,0.537,0.463,0.388,0.075,0.427,0.098,0.185,0.144,0.312,0.451,0.549,0.759,0.241,0.582,0.418,576,288,16397,3913,4137,13159,4806,14530,7779,3937,8446,5388,8258,14207,10651,6183,11032,4146,9729,7541,2020-21
1494,Lineups,-201587-202331-1629611-,N. Batum - P. George - T. Mann,1610612746,LAC,26,19,7,0.731,6.6,0.615,0.385,0.54,0.094,0.297,0.074,0.163,0.158,0.446,0.486,0.514,0.825,0.175,0.577,0.423,1306,738,14318,3483,4128,8380,9585,7054,6084,10356,10643,7240,6925,7368,9447,7387,9252,5919,9906,7364,2020-21
1495,Lineups,-202331-1627826-1628379-,P. George - I. Zubac - L. Kennard,1610612746,LAC,28,22,6,0.786,6.6,0.653,0.347,0.507,0.123,0.363,0.099,0.13,0.134,0.383,0.461,0.539,0.818,0.182,0.576,0.424,1145,463,13463,2866,4155,5996,11969,8812,3930,6733,8326,10630,9202,11154,10318,6515,9390,5640,9950,7318,2020-21
1496,Lineups,-201566-202397-1629655-,R. Westbrook - I. Smith - D. Gafford,1610612764,WAS,21,15,6,0.714,6.6,0.682,0.318,0.583,0.114,0.237,0.098,0.18,0.18,0.469,0.533,0.467,0.966,0.034,0.625,0.375,1903,1178,13463,3588,4118,4270,13661,4885,4430,12749,8412,5792,5228,6255,6592,10239,5425,9747,7205,9843,2020-21
1497,Lineups,-203501-1626161-1628973-,T. Hardaway Jr. - W. Cauley-Stein - J. Brunson,1610612742,DAL,43,24,19,0.558,6.6,0.588,0.412,0.471,0.096,0.342,0.134,0.186,0.123,0.375,0.446,0.554,0.816,0.184,0.567,0.433,294,329,17984,6392,4095,10294,7671,10932,5861,7803,4850,5338,10333,11532,10789,6044,9553,5616,10557,6713,2020-21
1498,Lineups,-204456-1626167-1627763-,T. McConnell - M. Turner - M. Brogdon,1610612754,IND,36,17,19,0.472,6.6,0.598,0.402,0.492,0.047,0.32,0.103,0.188,0.127,0.445,0.537,0.463,0.915,0.085,0.651,0.349,576,927,17984,9191,4141,9674,8286,9933,10634,9105,7843,5176,9936,7382,6457,10377,6275,8900,6080,11191,2020-21
1499,Lineups,-202083-1627936-1629659-,W. Matthews - A. Caruso - T. Horton-Tucker,1610612747,LAL,21,8,13,0.381,6.6,0.604,0.396,0.565,0.047,0.279,0.1,0.156,0.186,0.518,0.506,0.494,0.857,0.143,0.593,0.407,1903,2759,16990,10800,4084,9009,8956,5811,10650,11089,8273,7929,4748,3970,7409,9424,7963,6885,9120,8151,2020-21
1500,Lineups,-202709-1627741-1628963-,C. Joseph - B. Hield - M. Bagley III,1610612758,SAC,29,12,17,0.414,6.5,0.652,0.348,0.568,0.053,0.286,0.08,0.146,0.118,0.514,0.5,0.5,0.86,0.14,0.591,0.409,1053,1694,17764,10150,4232,6035,11929,5697,10039,10780,10212,8872,10854,4078,7465,7623,7948,7227,9245,8026,2020-21
1501,Lineups,-1626164-1626166-1629661-,D. Booker - C. Payne - C. Johnson,1610612756,PHX,46,33,13,0.717,6.5,0.566,0.434,0.468,0.087,0.393,0.1,0.139,0.124,0.38,0.452,0.548,0.86,0.14,0.598,0.402,221,100,16990,3585,4255,11629,6336,11163,6654,5217,8111,9672,10275,11323,10629,6205,7952,7226,8941,8330,2020-21
1502,Lineups,-201599-203925-1629013-,D. Jordan - J. Harris - L. Shamet,1610612751,BKN,29,20,9,0.69,6.5,0.591,0.409,0.533,0.079,0.35,0.107,0.117,0.147,0.453,0.57,0.43,0.9,0.1,0.671,0.329,1053,637,15578,3967,4251,10026,7939,7457,7452,7392,7344,11890,7976,7017,5271,11563,6606,8419,4726,12544,2020-21
1503,Lineups,-203926-204456-1627763-,D. McDermott - T. McConnell - M. Brogdon,1610612754,IND,42,21,21,0.5,6.5,0.603,0.397,0.516,0.036,0.337,0.106,0.147,0.14,0.48,0.565,0.435,0.905,0.095,0.668,0.332,330,548,18133,6963,4211,9074,8891,8351,11447,8045,7490,8795,8726,5728,5388,11444,6527,8650,4762,12509,2020-21
1504,Lineups,-1629001-1629634-1630217-,D. Melton - B. Clarke - D. Bane,1610612763,MEM,38,23,15,0.605,6.5,0.61,0.39,0.522,0.045,0.347,0.153,0.131,0.119,0.478,0.543,0.457,0.839,0.161,0.634,0.366,479,396,17469,5495,4304,8691,9274,7989,10809,7539,3598,10549,10651,5801,6188,10634,8662,6501,6885,10383,2020-21
1505,Lineups,-1626156-1629675-1630162-,D. Russell - N. Reid - A. Edwards,1610612750,MIN,33,13,20,0.394,6.5,0.558,0.442,0.504,0.057,0.36,0.1,0.136,0.163,0.447,0.492,0.508,0.814,0.186,0.596,0.404,763,1490,18079,10684,4294,12029,5936,8909,9682,6916,8283,10008,6576,7319,9296,7538,9600,5572,9035,8236,2020-21
1506,Lineups,-202339-1628366-1628404-,E. Bledsoe - L. Ball - J. Hart,1610612740,NOP,33,15,18,0.455,6.5,0.58,0.42,0.467,0.059,0.35,0.128,0.183,0.096,0.407,0.508,0.492,0.873,0.127,0.63,0.37,763,1178,17872,9405,4287,10724,7241,11194,9416,7402,5367,5513,12199,9563,7363,9467,7675,7503,7075,10177,2020-21
1507,Lineups,-202683-203081-1629642-,E. Kanter - D. Lillard - N. Little,1610612757,POR,31,17,14,0.548,6.5,0.545,0.455,0.445,0.084,0.392,0.088,0.163,0.117,0.361,0.328,0.672,0.588,0.412,0.424,0.576,883,927,17251,6562,4320,12822,5141,12188,6962,5254,9404,7267,10875,12330,14154,2680,13692,1481,15018,2253,2020-21
1508,Lineups,-202355-203084-1627741-,H. Whiteside - H. Barnes - B. Hield,1610612758,SAC,28,15,13,0.536,6.5,0.618,0.382,0.502,0.084,0.356,0.1,0.142,0.13,0.419,0.481,0.519,0.804,0.196,0.585,0.415,1145,1178,16990,6741,4216,8142,9810,8993,7009,7098,8111,9472,9633,8976,9566,7246,9810,5367,9489,7770,2020-21
1509,Lineups,-202355-203084-1630169-,H. Whiteside - H. Barnes - T. Haliburton,1610612758,SAC,27,15,12,0.556,6.5,0.643,0.357,0.551,0.087,0.291,0.125,0.158,0.117,0.464,0.528,0.472,0.789,0.211,0.596,0.404,1237,1178,16702,6399,4272,6549,11415,6461,6771,10567,5562,7699,10858,6432,6727,10094,10421,4725,9022,8248,2020-21
1510,Lineups,-203954-1627732-1627788-,J. Embiid - B. Simmons - F. Korkmaz,1610612755,PHI,26,21,5,0.808,6.5,0.63,0.37,0.534,0.108,0.267,0.138,0.199,0.234,0.426,0.421,0.579,0.921,0.079,0.546,0.454,1306,548,12416,2639,4325,7349,10616,7321,4952,11686,4521,4589,2589,8550,11657,5131,6095,9073,11396,5874,2020-21
1511,Lineups,-201580-1626224-1629012-,J. McGee - C. Osman - C. Sexton,1610612739,CLE,23,10,13,0.435,6.5,0.655,0.345,0.575,0.038,0.338,0.056,0.088,0.209,0.538,0.565,0.435,0.861,0.139,0.648,0.352,1641,2128,16990,9739,4218,5923,12042,5148,11380,8006,11853,13740,3519,3418,5350,11450,7935,7233,6189,11081,2020-21
1512,Lineups,-203944-1629628-1630193-,J. Randle - R. Barrett - I. Quickley,1610612752,NYK,52,29,23,0.558,6.5,0.629,0.371,0.491,0.102,0.33,0.064,0.179,0.178,0.389,0.394,0.606,0.879,0.121,0.544,0.456,97,179,18231,6395,4194,7401,10564,9970,5399,8618,11415,5841,5364,10823,12539,4295,7322,7856,11564,5706,2020-21
1513,Lineups,-204001-1628973-1629029-,K. Porzingis - J. Brunson - L. Doncic,1610612742,DAL,34,21,13,0.618,6.5,0.562,0.438,0.497,0.102,0.336,0.078,0.167,0.089,0.395,0.45,0.55,0.712,0.288,0.532,0.468,689,548,16990,5368,4322,11828,6137,9720,5358,8083,10359,6732,12624,10599,10666,6168,12256,2922,11972,5299,2020-21
1514,Lineups,-1628970-1628997-1630163-,M. Bridges - C. Martin - L. Ball,1610612766,CHA,24,10,14,0.417,6.5,0.546,0.454,0.459,0.05,0.37,0.146,0.171,0.176,0.409,0.646,0.354,0.818,0.182,0.706,0.294,1515,2128,17251,10067,4291,12676,5289,11593,10298,6436,3984,6481,5417,9507,3183,13651,9390,5640,3730,13541,2020-21
