,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS
48,S. Curry | K. Durant | D. Green | K. Looney | K. Thompson,GSW,2018-19,42,312.3,669,667,102.7,+9.9,+2.3,+.098,+4.3,+3.8,+.082,+.120,-6.2,-7.3,-.010,+17.9
49,A. Drummond | L. Galloway | B. Griffin | R. Jackson | L. Kennard,DET,2018-19,18,67.1,138,130,95.8,+6.4,+8.9,+.025,+6.0,+10.8,+.059,+.052,-1.0,+3.9,-.175,+17.8
50,J. Barea | D. Finney-Smith | D. Harris | M. Kleber | D. Powell,DAL,2018-19,14,108.2,221,224,98.7,+1.9,-1.0,+.027,+0.6,+3.2,-.015,+.031,+13.3,+16.5,+.082,+17.7
51,J. Butler | W. Chandler | M. Muscala | L. Shamet | B. Simmons,PHI,2018-19,21,68.5,141,144,99.9,+7.8,+2.5,+.077,+10.0,+9.1,+.226,+.133,-8.0,-4.4,-.179,+17.7
52,E. Bledsoe | M. Brogdon | E. İlyasova | B. Lopez | K. Middleton,MIL,2018-19,9,57.8,119,119,98.9,+5.0,0.0,+.052,+7.6,+7.6,+.140,+.091,0.0,-0.8,+.076,+17.6
53,G. Antetokounmpo | E. Bledsoe | E. İlyasova | B. Lopez | K. Middleton,MIL,2018-19,17,48.5,100,106,101.9,+8.5,+1.3,+.088,+3.7,+8.5,-.011,+.108,-3.4,-3.2,-.097,+17.5
54,R. Covington | T. Gibson | T. Jones | K. Towns | A. Wiggins,MIN,2018-19,5,77.3,155,157,96.8,+5.7,-5.3,+.092,+1.4,-2.3,+.112,+.103,+4.7,+9.3,-.107,+17.5
55,B. Bogdanović | D. Collison | C. Joseph | M. Turner | T. Young,IND,2018-19,17,112.3,220,218,93.6,+5.1,+6.5,+.025,+2.2,+0.6,+.068,+.034,+4.9,+3.5,+.110,+17.3
56,M. Belinelli | D. Bertāns | R. Gay | P. Mills | J. Poeltl,SAS,2018-19,31,118.9,252,243,100.0,+5.8,-0.9,+.069,+2.8,+6.4,+.013,+.085,+2.7,+4.2,-.019,+17.1
57,B. Adebayo | K. Olynyk | J. Richardson | D. Waiters | J. Winslow,MIA,2018-19,11,120.4,240,243,96.3,+8.4,-6.4,+.132,-5.2,-25.2,+.156,+.110,+5.1,+7.7,-.021,+16.8
58,Z. Collins | S. Curry | R. Hood | J. Layman | E. Turner,POR,2018-19,9,53.0,101,102,91.9,+11.3,-7.0,+.156,+1.1,-6.6,+.108,+.165,-6.7,-8.7,-.005,+16.8
59,M. Gasol | D. Green | K. Leonard | P. Siakam | F. VanVleet,TOR,2018-19,8,86.9,174,176,96.7,+6.8,-13.3,+.145,+4.2,-2.4,+.133,+.181,-1.0,-0.9,-.010,+16.7
60,D. Green | S. Ibaka | K. Lowry | P. Siakam | F. VanVleet,TOR,2018-19,16,187.3,370,372,95.1,+4.3,+0.2,+.045,+6.3,+5.8,+.124,+.078,+1.7,+2.2,-.016,+16.5
61,A. Aminu | D. Lillard | C. McCollum | J. Nurkić | E. Turner,POR,2018-19,45,260.3,552,548,101.4,+7.9,+4.1,+.068,+0.1,-2.7,+.039,+.066,+0.6,-0.4,+.028,+16.5
62,D. Green | S. Ibaka | K. Leonard | P. Siakam | F. VanVleet,TOR,2018-19,16,186.8,379,380,97.5,+2.2,-9.0,+.071,+2.1,-1.2,+.086,+.089,+9.8,+11.9,+.002,+16.4
63,C. Capela | E. Gordon | J. Harden | D. House | P. Tucker,HOU,2018-19,18,129.6,264,272,99.2,+1.6,-1.8,+.026,+6.4,+12.6,+.047,+.063,+6.9,+7.0,+.069,+16.3
64,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,
66,L. Ball | B. Ingram | L. James | K. Kuzma | I. Zubac,LAL,2018-19,4,55.3,118,117,102.1,+4.8,-10.1,+.107,-0.1,+1.4,-.016,+.112,+6.7,+10.9,+.009,+16.1
67,A. Holiday | C. Joseph | D. McDermott | D. Sabonis | T. Young,IND,2018-19,18,92.2,186,185,96.6,+5.2,+1.7,+.050,-1.7,-2.8,-.023,+.039,+6.9,+6.4,+.118,+15.6
68,L. Aldridge | M. Belinelli | D. Cunningham | D. DeRozan | P. Mills,SAS,2018-19,20,54.9,114,106,96.3,+4.4,-0.5,+.048,+2.1,-14.9,+.223,+.060,+4.3,+4.0,+.051,+15.1
69,L. Ball | J. Hart | L. James | K. Kuzma | J. McGee,LAL,2018-19,13,133.7,287,288,103.2,+6.4,0.0,+.071,+4.2,+0.1,+.141,+.095,-2.0,-1.0,-.071,+15.0
70,B. Brown | R. Bullock | A. Drummond | B. Griffin | R. Jackson,DET,2018-19,22,308.8,606,612,94.7,+4.5,+0.4,+.048,+7.2,+6.2,+.148,+.088,-1.2,-0.5,-.043,+15.0
71,L. Aldridge | D. Bertāns | D. DeRozan | B. Forbes | P. Mills,SAS,2018-19,24,58.7,121,120,98.5,+3.0,+2.6,+.021,-0.9,+2.2,-.053,+.014,+9.8,+8.1,+.152,+14.9
72,J. Brown | G. Hayward | K. Irving | T. Rozier | D. Theis,BOS,2018-19,16,56.4,115,117,98.8,+5.0,+10.2,+.006,+1.1,+0.6,+.026,+.005,+3.7,-0.5,+.186,+14.8
73,G. Hayward | A. Horford | K. Irving | M. Morris | M. Smart,BOS,2018-19,15,53.2,117,115,104.7,+8.0,+2.0,+.083,+4.1,+5.5,+.071,+.106,-5.4,-9.0,+.063,+14.6
74,J. Butler | T. McConnell | M. Muscala | L. Shamet | B. Simmons,PHI,2018-19,19,83.1,178,178,102.8,+2.2,+6.7,-.013,+2.8,+0.6,+.093,-0.001,+7.3,+10.1,-.064,+14.6
75,J. Brown | A. Horford | K. Irving | M. Smart | J. Tatum,BOS,2018-19,20,56.8,117,117,98.8,+6.0,+0.9,+.065,+5.1,+4.3,+.127,+.095,-2.6,-1.7,-.038,+14.5
76,B. Beal | T. Bryant | O. Porter | T. Satoranský | J. Wall,WAS,2018-19,4,54.4,111,111,97.9,+6.3,-5.4,+.093,+0.9,+4.5,-.016,+.101,+0.9,+2.7,-.100,+14.4
77,G. Dieng | T. Jones | J. Okogie | D. Šarić | A. Wiggins,MIN,2018-19,18,65.5,135,142,101.5,+9.2,+12.9,+.039,-4.6,-12.4,-.005,+.003,+0.2,-5.9,+.192,+14.0
78,G. Hayward | A. Horford | K. Irving | M. Morris | J. Tatum,BOS,2018-19,21,56.2,137,118,108.9,+2.6,-3.1,+.049,-4.3,-7.8,-.076,+.025,+13.0,+12.3,+.103,+13.9
79,J. Allen | A. Crabbe | J. Dudley | J. Harris | D. Russell,BRK,2018-19,9,51.6,103,101,94.9,+1.2,-9.8,+.054,+8.6,+11.1,+.128,+.104,+2.6,+7.4,-.141,+13.5
80,D. Cousins | S. Curry | K. Durant | D. Green | K. Thompson,GSW,2018-19,21,256.4,578,579,108.3,+4.7,-9.5,+.099,+1.2,+0.6,+.029,+.113,+2.6,+0.9,+.116,+13.3
81,J. Butler | T. Harris | B. Marjanović | T. McConnell | M. Scott,PHI,2018-19,9,65.9,135,130,96.5,+2.1,+3.7,+.005,+1.9,-17.7,+.267,+.013,+7.0,+7.6,+.008,+13.1
82,D. Augustin | E. Fournier | J. Isaac | W. Iwundu | N. Vučević,ORL,2018-19,38,108.7,226,219,98.3,+1.7,+1.0,+.013,+1.9,+8.1,-.042,+.022,+7.6,+4.8,+.198,+13.0
83,M. Bagley | B. Bogdanović | Y. Ferrell | H. Giles | J. Jackson,SAC,2018-19,9,70.8,144,140,96.3,+12.2,-2.6,+.144,-5.3,-19.4,+.042,+.117,-6.1,-4.8,-.114,+13.0
84,J. Butler | W. Chandler | J. Embiid | J. Redick | B. Simmons,PHI,2018-19,23,293.6,618,616,100.9,+0.2,-8.4,+.047,+1.7,-2.5,+.093,+.062,+10.8,+11.3,+.102,+12.9
85,M. Gasol | D. Green | K. Leonard | K. Lowry | P. Siakam,TOR,2018-19,13,160.6,336,330,99.5,+4.3,-1.3,+.057,+2.7,+1.2,+.065,+.074,+1.5,+1.5,+.016,+12.9
86,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,
88,A. Bogut | S. Curry | K. Durant | D. Green | K. Thompson,GSW,2018-19,7,82.8,171,171,99.1,+6.4,-2.9,+.090,+4.7,+2.3,+.123,+.119,-4.7,-8.2,+.125,+12.9
89,J. Brown | G. Hayward | M. Morris | T. Rozier | D. Theis,BOS,2018-19,24,78.1,162,168,101.4,+6.9,+8.6,+.035,+2.9,0.0,+.089,+.044,-4.1,-7.5,+.081,+12.5
90,R. Bullock | A. Drummond | L. Galloway | B. Griffin | R. Jackson,DET,2018-19,25,75.5,154,152,97.3,+0.1,+6.0,-.029,+7.7,+11.3,+.096,+.008,+4.3,+9.4,-.118,+12.2
91,B. Adebayo | D. Jones | K. Olynyk | J. Richardson | D. Waiters,MIA,2018-19,6,79.6,151,151,91.0,+5.3,+2.6,+.043,+2.6,+4.6,+.029,+.055,-1.3,0.0,-.087,+11.9
92,A. Aminu | J. Layman | D. Lillard | C. McCollum | J. Nurkić,POR,2018-19,38,368.9,756,761,98.7,+1.6,-2.8,+.032,+3.4,+8.5,-.004,+.052,+5.2,+4.9,+.075,+11.8
93,S. Adams | T. Ferguson | P. George | D. Schröder | R. Westbrook,OKC,2018-19,16,60.2,133,136,107.3,+3.2,+6.3,-.001,-1.2,0.0,-.036,-0.014,+6.6,+8.2,+.009,+11.8
94,D. Favors | R. Gobert | J. Ingles | D. Mitchell | R. O'Neale,UTA,2018-19,14,107.6,213,219,96.4,+1.1,-2.6,+.025,+3.5,+11.1,+.001,+.046,+5.9,+9.7,-.044,+11.7
95,W. Barton | M. Beasley | N. Jokić | P. Millsap | J. Murray,DEN,2018-19,9,94.6,204,200,102.5,+4.2,+3.7,+.028,+0.3,-8.5,+.112,+.027,+3.1,+2.5,+.052,+11.7
96,G. Dragić | R. McGruder | K. Olynyk | J. Richardson | H. Whiteside,MIA,2018-19,6,61.1,131,129,102.2,+4.0,-6.8,+.079,+4.4,+7.2,+.048,+.108,-1.0,+2.0,-.143,+11.4
97,T. Gibson | D. Rose | J. Teague | K. Towns | A. Wiggins,MIN,2018-19,22,127.4,272,272,102.5,+7.7,+1.1,+.080,-3.3,-10.7,+.032,+.061,-0.7,-4.0,+.099,+11.4
98,A. Baynes | K. Irving | M. Morris | M. Smart | J. Tatum,BOS,2018-19,14,70.7,154,154,104.5,+4.5,+11.7,-.017,+1.3,+0.6,+.035,-0.019,+0.6,-3.9,+.173,+11.0
99,L. Aldridge | M. Belinelli | D. Bertāns | B. Forbes | P. Mills,SAS,2018-19,22,53.6,109,114,99.8,+4.8,-0.2,+.052,+7.0,+5.2,+.132,+.090,-5.8,-6.6,-.062,+10.9
100,J. Johnson | T. Johnson | J. Richardson | H. Whiteside | J. Winslow,MIA,2018-19,9,77.3,156,156,96.9,+7.1,-9.6,+.133,+1.9,-0.6,+.078,+.150,-5.1,-2.6,-.221,+10.9
101,B. Bogdanović | D. Collison | T. Evans | M. Turner | T. Young,IND,2018-19,18,261.0,530,532,97.7,+5.1,+0.9,+.054,-0.1,-3.1,+.044,+.053,+0.8,-1.8,+.114,+10.8
102,D. Carroll | E. Davis | J. Dudley | S. Napier | D. Russell,BRK,2018-19,10,50.8,93,95,88.9,+4.0,+7.4,+.011,+0.2,-2.4,+.027,+.008,+2.5,+2.6,+.017,+10.8
103,D. Green | S. Ibaka | K. Leonard | K. Lowry | P. Siakam,TOR,2018-19,33,546.7,1114,1126,98.3,+3.3,-2.0,+.045,-0.5,-1.3,-.001,+.044,+4.5,+4.2,+.062,+10.7
104,T. Gibson | J. Okogie | J. Teague | K. Towns | A. Wiggins,MIN,2018-19,11,114.7,251,246,104.0,+3.2,+0.7,+.033,-1.0,-5.8,+.043,+.027,+5.3,+5.1,+.061,+10.7
105,T. Gibson | J. Okogie | D. Rose | K. Towns | A. Wiggins,MIN,2018-19,11,56.4,121,121,103.0,+5.8,+3.3,+.045,-4.1,-6.6,-.069,+.021,+3.3,+3.3,+.051,+10.7
106,H. Barnes | L. Dončić | D. Jordan | M. Kleber | D. Smith,DAL,2018-19,4,56.8,115,117,98.0,+1.5,-12.3,+.083,+7.9,+5.8,+.187,+.138,-0.5,-2.1,+.036,+10.5
107,J. Crowder | R. Gobert | J. Ingles | D. Mitchell | R. Rubio,UTA,2018-19,59,479.7,1012,1001,100.7,+3.2,-1.6,+.047,+2.2,+5.9,-.001,+.061,+1.6,+3.4,-.035,+10.4
0,R. Covington | G. Dieng | T. Jones | D. Rose | D. Šarić,MIN,2018-19,14,96.1,190,191,95.2,+6.0,+12.0,+.006,-8.3,-8.2,-.146,-0.050,+6.4,+9.0,-.064,+10.0
1,N. Bjelica | B. Bogdanović | W. Cauley-Stein | D. Fox | I. Shumpert,SAC,2018-19,17,55.6,119,123,104.5,+11.4,+7.1,+.088,+0.4,-4.0,+.073,+.085,-13.3,-21.4,+.129,+9.9
2,D. Cousins | D. Green | A. Iguodala | S. Livingston | K. Thompson,GSW,2018-19,12,66.9,133,130,94.3,+7.4,-8.1,+.124,+2.8,-1.5,+.107,+.144,-7.9,-6.5,-.179,+9.7
3,P. Beverley | D. Gallinari | S. Gilgeous-Alexander | L. Shamet | I. Zubac,LAC,2018-19,18,254.7,525,522,98.7,+2.1,+1.6,+.015,+2.6,+5.0,+.020,+.029,+2.8,+3.9,-.018,+9.5
4,G. Dragić | R. McGruder | J. Richardson | H. Whiteside | J. Winslow,MIA,2018-19,6,50.2,106,105,100.8,+5.3,+3.9,+.038,-1.1,+2.6,-.089,+.029,-0.1,+1.7,-.061,+9.3
5,G. Green | J. Harden | N. Hilário | A. Rivers | P. Tucker,HOU,2018-19,16,55.1,115,111,98.5,+3.0,-1.2,+.042,+4.0,+11.1,+.010,+.067,-0.8,-1.0,.000,+9.3
6,A. Bradley | D. Gallinari | M. Harrell | T. Harris | L. Williams,LAC,2018-19,22,61.4,130,120,97.7,+0.1,-16.3,+.092,-4.7,-24.6,+.176,+.074,+13.6,+19.2,-.028,+9.1
7,G. Antetokounmpo | E. Bledsoe | P. Connaughton | B. Lopez | K. Middleton,MIL,2018-19,26,68.1,154,145,105.5,+8.8,+0.1,+.101,-2.9,+5.2,-.145,+.084,-5.7,-10.1,+.078,+9.1
8,A. Aminu | M. Harkless | R. Hood | E. Kanter | D. Lillard,POR,2018-19,8,67.1,134,136,96.6,+0.6,+0.6,+.004,+0.1,+1.9,-.016,+.004,+7.6,+9.9,-.012,+9.1
9,S. Curry | K. Durant | A. Iguodala | K. Looney | K. Thompson,GSW,2018-19,33,141.7,305,307,103.6,+4.5,-1.1,+.059,+1.4,-0.1,+.047,+.067,-1.5,-7.0,+.168,+8.9
10,B. Brown | A. Drummond | W. Ellington | R. Jackson | T. Maker,DET,2018-19,8,71.9,146,147,97.8,+3.0,-6.2,+.065,+4.9,+10.4,+.039,+.097,-2.0,-0.6,-.110,+8.9
11,A. Aminu | M. Harkless | D. Lillard | C. McCollum | J. Nurkić,POR,2018-19,42,744.1,1547,1545,99.7,+4.2,+3.9,+.026,-0.5,+0.1,-.020,+.021,+0.9,-0.4,+.054,+8.8
12,A. Davis | T. Frazier | S. Hill | J. Holiday | J. Randle,NOP,2018-19,12,103.1,217,218,101.3,+3.4,+2.7,+.023,-3.6,-11.8,+.007,+.001,+5.6,+7.0,+.005,+8.8
13,C. Capela | G. Green | J. Harden | A. Rivers | P. Tucker,HOU,2018-19,17,98.0,193,191,94.1,-1.9,-4.6,.000,+9.2,+20.9,+.071,+.056,+3.4,+5.9,-.049,+8.7
14,D. Ayton | D. Booker | M. Bridges | T. Johnson | K. Oubre,PHO,2018-19,12,75.9,167,170,106.5,-1.1,-5.7,+.020,-1.6,-4.2,.000,+.015,+12.5,+9.0,+.127,+8.7
15,G. Hayward | A. Horford | K. Irving | M. Smart | J. Tatum,BOS,2018-19,26,75.1,158,142,95.9,+3.9,+2.3,+.030,+4.8,+4.2,+.096,+.055,-4.0,-6.7,+.042,+8.5
16,S. Adams | T. Ferguson | P. George | J. Grant | R. Westbrook,OKC,2018-19,58,919.1,1964,1967,102.6,+4.2,+5.7,+.017,-0.1,-3.8,+.044,+.012,+0.1,+0.8,-.024,+8.4
17,Á. Abrines | S. Adams | P. George | J. Grant | R. Westbrook,OKC,2018-19,15,87.8,191,189,103.9,+3.8,+12.8,-.027,+2.0,+13.3,-.074,-0.024,-1.2,+1.3,-.097,+8.3
18,K. Anderson | M. Conley | M. Gasol | J. Jackson | G. Temple,MEM,2018-19,40,464.3,909,903,93.7,+3.4,-3.0,+.055,-0.7,-3.9,+.024,+.053,+2.1,+2.2,+.026,+8.2
19,B. Caboclo | T. Dorsey | J. Holiday | J. Valančiūnas | D. Wright,MEM,2018-19,4,51.9,108,107,99.4,+5.1,-12.9,+.135,-0.1,-15.2,+.234,+.146,-2.0,+3.5,-.215,+8.2
20,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,
22,S. Ibaka | K. Leonard | K. Lowry | P. Siakam | F. VanVleet,TOR,2018-19,16,69.8,138,140,95.6,-5.2,-3.8,-.041,-1.2,-1.6,-.017,-0.044,+19.7,+24.1,+.018,+8.1
23,K. Birch | I. Briscoe | E. Fournier | A. Gordon | T. Ross,ORL,2018-19,14,91.2,180,180,94.7,+5.0,+7.8,+.018,+1.1,-6.1,+.085,+.019,-3.3,-1.7,-.092,+7.8
24,N. Batum | J. Lamb | K. Walker | M. Williams | C. Zeller,CHO,2018-19,48,593.2,1205,1205,97.5,+1.2,+0.6,+.010,+0.4,-0.5,+.016,+.011,+4.9,+4.1,+.082,+7.6
25,Z. Collins | S. Curry | M. Leonard | D. Lillard | E. Turner,POR,2018-19,23,64.9,132,132,97.6,-3.0,-13.6,+.030,+6.8,+3.8,+.186,+.077,+6.8,+3.0,+.158,+7.6
26,G. Harris | J. Hernangómez | N. Jokić | P. Millsap | J. Murray,DEN,2018-19,17,158.7,329,325,98.9,+2.2,+3.8,+.004,-0.1,-3.8,+.038,.000,+3.2,+2.8,+.048,+7.5
27,K. Anderson | M. Conley | M. Gasol | S. Mack | G. Temple,MEM,2018-19,19,66.7,135,138,98.3,+1.5,+2.5,+.005,+0.2,+4.3,-.037,+.005,+4.3,+0.8,+.104,+7.4
28,D. Augustin | E. Fournier | A. Gordon | W. Iwundu | N. Vučević,ORL,2018-19,29,199.3,398,400,96.1,+3.0,+1.0,+.027,+2.1,+2.4,+.041,+.038,-0.7,-1.9,+.052,+7.3
29,S. Curry | K. Durant | D. Green | D. Jones | K. Thompson,GSW,2018-19,11,142.6,302,305,102.2,+6.7,-5.1,+.108,-0.2,-6.9,+.066,+.111,-6.1,-8.1,-.006,+7.1
30,J. Allen | A. Crabbe | J. Harris | R. Hollis-Jefferson | D. Russell,BRK,2018-19,10,91.0,196,196,103.3,-1.5,0.0,-.017,+6.1,+11.2,+.071,+.017,+4.1,+3.1,+.128,+7.1
31,K. Birch | I. Briscoe | A. Gordon | W. Iwundu | T. Ross,ORL,2018-19,16,88.5,188,184,100.9,+1.9,-4.0,+.041,+2.0,+2.0,+.045,+.054,+1.2,-1.1,+.077,+7.0
32,J. Adams | K. Bazemore | D. Bembry | V. Carter | A. Len,ATL,2018-19,10,52.2,112,110,102.1,+8.3,+4.7,+.069,+2.5,+9.2,-.017,+.079,-12.0,-12.2,-.152,+7.0
33,L. Aldridge | M. Belinelli | D. DeRozan | R. Gay | P. Mills,SAS,2018-19,39,136.7,286,277,98.8,-2.0,-7.9,+.016,+3.3,-5.6,+.170,+.039,+7.6,+8.2,+.061,+6.9
34,A. Bradley | D. Gallinari | S. Gilgeous-Alexander | T. Harris | B. Marjanović,LAC,2018-19,11,79.4,176,174,105.8,-1.6,-8.4,+.025,-0.7,-4.8,+.056,+.027,+10.7,+8.3,+.208,+6.8
35,J. Bolden | J. Butler | T. Harris | J. Redick | B. Simmons,PHI,2018-19,9,81.7,180,183,106.7,+4.0,+4.8,+.021,+0.2,+1.6,-.011,+.019,-1.3,-0.1,-.046,+6.8
36,P. Beverley | D. Gallinari | S. Gilgeous-Alexander | M. Harrell | L. Williams,LAC,2018-19,17,54.8,116,113,100.4,-1.1,-0.6,-.009,+4.1,+4.5,+.093,+.015,+4.7,+4.5,+.047,+6.7
37,W. Barton | G. Harris | N. Jokić | P. Millsap | J. Murray,DEN,2018-19,24,429.5,874,859,96.8,+2.0,+0.1,+.021,+1.2,+0.2,+.038,+.028,+1.4,+0.7,+.041,+6.6
38,P. Beverley | D. Gallinari | S. Gilgeous-Alexander | M. Gortat | T. Harris,LAC,2018-19,12,73.0,151,151,99.3,+1.3,-5.3,+.045,+1.3,-3.3,+.105,+.056,+2.6,+1.3,+.072,+6.6
39,S. Adams | P. George | J. Grant | D. Schröder | R. Westbrook,OKC,2018-19,58,435.6,974,954,106.2,+1.3,+4.9,-.012,0.0,+2.5,-.030,-0.015,+3.9,+7.6,-.061,+6.6
40,A. Horford | K. Irving | M. Morris | M. Smart | J. Tatum,BOS,2018-19,42,504.6,1037,1044,99.0,+6.4,+5.0,+.044,-0.3,-1.0,+.003,+.038,-6.1,-8.3,+.045,+6.5
41,D. Favors | R. Gobert | J. Ingles | D. Mitchell | R. Rubio,UTA,2018-19,56,500.9,1029,1037,99.0,+0.6,-0.1,+.007,+1.4,+2.1,+.027,+.015,+3.8,+6.5,-.049,+6.4
42,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,
44,L. Aldridge | D. DeRozan | B. Forbes | R. Gay | P. Mills,SAS,2018-19,35,114.6,239,228,97.8,+1.9,-3.5,+.038,-3.0,-11.6,+.029,+.023,+5.5,+4.1,+.100,+6.4
45,C. Capela | E. Gordon | J. Harden | C. Paul | P. Tucker,HOU,2018-19,38,421.0,856,850,97.3,-1.4,+0.9,-.020,+4.6,+11.7,+.012,+.005,+4.5,+4.3,+.058,+6.4
46,B. Beal | T. Brown | T. Bryant | B. Portis | T. Satoranský,WAS,2018-19,10,149.3,300,300,96.5,+0.3,+2.7,-.010,-1.7,-3.0,-.020,-0.020,+7.3,+7.7,+.057,+6.3
47,D. Augustin | E. Fournier | J. Isaac | T. Ross | N. Vučević,ORL,2018-19,38,136.8,279,283,98.6,+4.5,+10.5,-.003,-1.6,+1.8,-.076,-0.019,-1.2,-5.4,+.112,+6.2
48,M. Belinelli | D. Bertāns | D. DeRozan | P. Mills | J. Poeltl,SAS,2018-19,36,106.9,219,231,101.0,-1.3,-2.8,.000,+3.4,+2.1,+.079,+.022,+5.3,+2.6,+.151,+6.1
49,G. Antetokounmpo | E. Bledsoe | M. Brogdon | B. Lopez | K. Middleton,MIL,2018-19,56,597.8,1303,1296,104.3,+0.8,-4.3,+.031,-1.7,0.0,-.048,+.025,+6.2,+8.1,-.008,+6.0
50,T. Evans | C. Joseph | T. Leaf | D. McDermott | D. Sabonis,IND,2018-19,17,113.6,236,240,100.6,+4.5,+10.8,-.005,+0.2,-6.7,+.088,-0.011,-3.1,-5.2,+.028,+6.0
51,D. Ayton | D. Booker | J. Jackson | T. Johnson | K. Oubre,PHO,2018-19,11,69.0,148,146,102.3,+4.9,+5.6,+.026,+1.2,-3.8,+.092,+.029,-5.0,-5.1,-.040,+5.9
52,R. Hood | D. Nwaba | C. Osman | C. Sexton | T. Thompson,CLE,2018-19,3,56.6,105,100,86.9,+6.4,+19.8,-.041,-4.4,-14.8,+.100,-0.075,-2.6,-7.8,+.123,+5.8
53,Q. Cook | D. Cousins | A. Iguodala | S. Livingston | K. Thompson,GSW,2018-19,7,50.9,75,77,71.7,+5.0,-5.6,+.089,-2.5,-6.1,-.020,+.077,-2.1,+3.3,-.183,+5.5
54,C. Capela | J. Ennis | E. Gordon | J. Harden | P. Tucker,HOU,2018-19,15,123.6,246,248,95.9,-0.9,-4.9,+.017,+3.7,+12.4,-.013,+.042,+3.4,+3.0,+.046,+5.4
55,D. Augustin | E. Fournier | A. Gordon | T. Ross | N. Vučević,ORL,2018-19,50,238.6,495,463,96.4,+3.2,-1.1,+.042,+3.4,+3.5,+.064,+.062,-4.4,-4.8,-.028,+5.4
56,D. Dotson | T. Hardaway | F. Ntilikina | M. Robinson | N. Vonleh,NYK,2018-19,8,93.7,193,194,99.1,+2.8,+8.2,-.011,+0.1,+1.7,-.014,-0.017,-0.4,-1.5,+.030,+5.2
57,W. Chandler | J. Green | M. Harrell | G. Temple | L. Williams,LAC,2018-19,9,69.6,155,150,105.1,+2.1,+3.7,+.007,-7.5,-11.5,-.150,-0.039,+8.4,+6.9,+.094,+5.1
58,E. Bledsoe | P. Connaughton | E. İlyasova | B. Lopez | K. Middleton,MIL,2018-19,18,58.4,122,124,101.0,+2.3,-0.2,+.027,-0.6,+1.4,-.031,+.024,+1.0,+1.1,+.016,+5.0
59,H. Barnes | L. Dončić | D. Jordan | M. Kleber | W. Matthews,DAL,2018-19,8,104.6,209,203,94.5,-3.6,-13.8,+.029,+2.1,+6.8,-.014,+.051,+10.1,+16.3,-.100,+5.0
60,L. Aldridge | D. DeRozan | B. Forbes | R. Gay | D. White,SAS,2018-19,41,387.4,761,762,94.3,+6.2,+0.5,+.067,-5.8,-15.9,+.027,+.035,-1.7,-4.4,+.105,+5.0
61,D. Carroll | E. Davis | S. Dinwiddie | J. Dudley | D. Russell,BRK,2018-19,14,73.1,145,147,95.9,-0.8,+1.9,-.019,+4.2,+18.2,-.061,+.004,+2.3,+1.0,+.066,+4.9
62,B. Bogdanović | D. Collison | V. Oladipo | M. Turner | T. Young,IND,2018-19,32,555.4,1109,1111,95.9,+3.7,-0.2,+.042,-2.6,-9.9,+.039,+.028,0.0,+0.1,-.004,+4.8
63,J. Crowder | R. Gobert | K. Korver | D. Mitchell | R. O'Neale,UTA,2018-19,33,150.0,317,316,101.3,+0.2,0.0,+.002,+3.1,+11.6,-.030,+.020,+1.2,+2.5,-.032,+4.7
64,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,
66,B. Bogdanović | D. Collison | V. Oladipo | D. Sabonis | T. Young,IND,2018-19,17,132.7,276,271,98.9,+5.4,+13.8,-.018,-6.1,-8.6,-.076,-0.066,-0.3,+1.5,-.079,+4.5
67,R. Bullock | A. Drummond | B. Griffin | R. Jackson | L. Kennard,DET,2018-19,13,102.1,209,211,98.7,+1.4,+2.3,+.003,+2.5,+4.1,+.042,+.015,-0.8,+0.7,-.053,+4.4
68,M. Beasley | T. Lyles | M. Morris | J. Murray | M. Plumlee,DEN,2018-19,26,167.9,344,333,96.8,+4.2,+4.4,+.024,-3.4,-7.2,-.016,+.002,-0.8,+1.7,-.100,+4.4
69,D. Augustin | E. Fournier | A. Gordon | J. Isaac | N. Vučević,ORL,2018-19,66,865.3,1746,1750,97.0,+1.0,+0.6,+.008,+0.5,+1.2,+.003,+.010,+1.7,+2.8,-.031,+4.3
70,R. Covington | T. Gibson | J. Teague | K. Towns | A. Wiggins,MIN,2018-19,13,230.5,459,464,96.1,+0.9,+1.6,+.002,+0.1,-8.5,+.112,+.001,+2.3,+4.1,-.040,+4.2
71,B. Bogdanović | T. Evans | C. Joseph | D. McDermott | D. Sabonis,IND,2018-19,24,116.9,234,235,96.3,+3.6,+7.6,.000,-2.1,-0.3,-.077,-0.015,-1.2,-5.0,+.124,+3.9
72,M. Beasley | J. Hernangómez | T. Lyles | M. Morris | M. Plumlee,DEN,2018-19,25,112.8,238,233,100.2,+3.9,+2.8,+.030,-0.6,-5.8,+.028,+.025,-3.3,-2.6,-.067,+3.8
73,D. Ayton | M. Bridges | J. Jackson | D. Melton | T. Warren,PHO,2018-19,5,54.3,108,112,97.2,+5.0,+11.3,.000,+1.4,+1.9,+.018,-0.002,-7.6,-9.2,-.036,+3.8
