,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Season,pid
11793,26,SAS,NBA,PF,81,3181,26.9,.564,.016,.455,9.9,27.3,19.0,19.5,0.9,5.2,12.9,28.0,,9.5,6.9,16.5,.248,,5.0,2.5,7.6,7.7,2002-03,1495
11794,27,SAS,NBA,PF,69,2527,27.1,.534,.010,.498,10.2,27.6,19.0,17.4,1.3,5.3,11.3,29.7,,5.9,7.2,13.1,.249,,5.2,3.3,8.5,6.7,2003-04,1495
11795,28,SAS,NBA,PF,66,2203,27.0,.540,.009,.437,10.7,28.2,19.4,16.1,1.1,5.7,9.3,28.9,,5.5,5.7,11.2,.245,,4.8,2.8,7.6,5.4,2004-05,1495
11796,29,SAS,NBA,PF,80,2784,23.1,.523,.004,.450,10.1,26.9,18.7,16.5,1.4,4.2,12.2,27.7,,3.9,6.9,10.8,.187,,2.3,2.6,5.0,4.9,2005-06,1495
11797,30,SAS,NBA,C,80,2726,26.1,.579,.008,.502,9.8,27.0,18.8,18.8,1.3,5.1,14.0,27.9,,6.3,6.8,13.0,.230,,3.8,3.2,7.0,6.2,2006-07,1495
11798,31,SAS,NBA,C,78,2651,24.4,.546,.003,.393,10.7,28.3,19.6,15.7,1.1,4.3,11.4,28.2,,4.9,6.2,11.1,.201,,3.0,2.2,5.2,4.8,2007-08,1495
11799,32,SAS,NBA,C,75,2524,24.4,.549,.002,.436,9.6,27.9,18.9,19.3,0.8,3.7,11.1,28.5,,5.0,5.0,10.1,.191,,3.4,2.0,5.4,4.7,2008-09,1495
11800,33,SAS,NBA,C,78,2438,24.7,.560,.010,.346,10.8,26.8,18.9,17.8,1.0,3.5,10.1,26.0,,6.4,4.5,10.9,.215,,4.4,1.8,6.1,5.0,2009-10,1495
11801,34,SAS,NBA,C,76,2156,21.9,.537,.005,.307,9.3,26.8,18.3,15.7,1.2,4.8,11.4,22.9,,3.7,4.0,7.7,.171,,2.2,2.2,4.4,3.5,2010-11,1495
11802,35,SAS,NBA,C,58,1634,22.5,.531,.005,.340,7.9,28.2,18.3,13.5,1.2,3.9,10.3,26.2,,3.0,2.9,5.9,.174,,2.0,1.3,3.3,2.2,2011-12,1495
11803,36,SAS,NBA,C,69,2078,24.4,.554,.007,.307,7.3,29.6,19.1,15.5,1.2,6.4,11.7,27.8,,3.4,4.9,8.3,.191,,2.4,2.9,5.3,3.8,2012-13,1495
11804,37,SAS,NBA,C,74,2158,21.3,.535,.006,.349,8.6,28.3,18.8,16.0,1.0,4.6,13.2,25.2,,2.8,4.6,7.4,.164,,1.2,2.1,3.3,2.9,2013-14,1495
11805,38,SAS,NBA,C,77,2227,22.6,.560,.009,.380,8.8,26.7,17.9,16.8,1.4,5.1,12.1,22.2,,4.9,4.7,9.6,.207,,2.3,2.8,5.1,4.0,2014-15,1495
11806,39,SAS,NBA,C,61,1536,16.9,.523,.005,.297,8.8,23.8,16.6,15.3,1.6,3.9,15.3,17.6,,1.6,3.6,5.2,.163,,-0.1,3.1,3.0,2.0,2015-16,1495
11807,,,NBA,,1392,47368,24.2,.551,.008,.416,9.7,26.5,18.4,16.4,1.1,4.6,12.3,27.0,,100.0,106.3,206.4,.209,,3.3,2.3,5.6,91.1,Career,1495
11808,23,SAS,NBA,PG,17,139,15.9,.646,.394,.606,4.0,16.9,10.4,9.3,1.5,1.8,12.6,15.4,,0.3,0.2,0.5,.170,,0.8,1.5,2.3,0.2,2017-18,1628401
11809,24,SAS,NBA,PG,67,1728,14.8,.555,.262,.227,2.2,13.3,7.8,21.0,1.9,2.3,14.0,17.7,,1.7,1.9,3.6,.101,,-0.4,1.3,0.9,1.3,2018-19,1628401
11810,25,SAS,NBA,SG,68,1677,16.4,.593,.391,.382,2.3,12.1,7.2,20.0,1.3,3.1,12.1,18.9,,3.1,1.1,4.2,.119,,1.2,0.1,1.3,1.4,2019-20,1628401
11811,26,SAS,NBA,SG,17,453,12.8,.524,.511,.258,0.7,9.2,4.9,18.0,1.2,3.6,10.8,22.3,,0.0,0.5,0.5,.056,,-0.6,0.0,-0.6,0.2,2020-21,1628401
11812,,,NBA,,169,3997,15.3,.570,.355,.306,2.1,12.4,7.3,19.8,1.5,2.8,12.7,18.6,,5.2,3.6,8.8,.106,,0.3,0.6,0.9,3.0,Career,1628401
11813,20,MIN,NBA,SG,74,1757,9.4,.492,.423,.319,2.5,10.9,6.6,6.9,2.4,1.6,9.8,15.4,,-0.1,1.4,1.2,.034,,-3.5,0.4,-3.1,-0.5,2018-19,1629006
11814,21,MIN,NBA,SG,62,1547,11.5,.553,.387,.480,5.7,12.8,9.1,8.9,2.0,1.4,15.3,15.1,,0.9,1.2,2.2,.068,,-2.4,0.0,-2.4,-0.2,2019-20,1629006
11815,22,MIN,NBA,SG,36,713,7.8,.473,.420,.376,4.8,9.3,6.9,7.9,2.2,1.8,12.4,12.3,,-0.1,0.5,0.4,.025,,-4.8,0.1,-4.7,-0.5,2020-21,1629006
11816,,,NBA,,172,4017,9.9,.513,.409,.388,4.1,11.3,7.7,7.9,2.2,1.6,12.4,14.7,,0.7,3.1,3.8,.045,,-3.3,0.2,-3.1,-1.1,Career,1629006
11817,24,MIN,NBA,C,60,818,16.5,.534,.004,.410,13.4,26.9,20.0,7.2,1.8,4.6,16.8,16.8,,0.7,1.5,2.2,.129,,-2.0,0.9,-1.1,0.2,2013-14,203476
11818,25,MIN,NBA,C,73,2193,17.2,.573,.012,.477,11.3,20.8,15.9,10.5,1.6,4.5,16.9,15.0,,3.4,1.5,4.9,.108,,-0.1,0.3,0.2,1.2,2014-15,203476
11819,26,MIN,NBA,C,82,2220,17.1,.601,.035,.428,8.3,22.1,15.3,10.1,2.1,3.5,16.9,16.7,,3.4,2.5,5.9,.127,,-0.1,0.8,0.8,1.5,2015-16,203476
11820,27,MIN,NBA,PF,82,2653,14.2,.555,.065,.253,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14.0,,3.2,2.5,5.7,.103,,-0.8,0.6,-0.1,1.3,2016-17,203476
11821,28,MIN,NBA,C,79,1333,14.7,.543,.157,.263,9.1,22.2,15.6,7.5,1.7,2.6,12.0,16.3,,1.6,1.4,2.9,.105,,-0.9,-0.1,-1.0,0.3,2017-18,203476
11822,29,MIN,NBA,C,76,1031,18.1,.572,.149,.281,8.3,24.1,16.1,10.3,2.2,3.4,11.9,19.6,,1.5,1.3,2.8,.132,,-0.3,0.9,0.6,0.7,2018-19,203476
11823,30,TOT,NBA,C,63,1096,17.1,.568,.418,.277,8.5,25.8,17.0,9.7,2.2,4.5,12.8,17.6,,1.3,1.7,2.9,.129,,-0.2,1.8,1.5,1.0,2019-20,203476
11824,30,MIN,NBA,C,46,778,17.8,.563,.433,.213,9.5,25.8,17.4,11.1,2.2,4.5,12.7,18.4,,0.9,1.1,2.1,.129,,0.3,1.5,1.8,0.7,2019-20,203476
11825,30,MEM,NBA,C,17,318,15.5,.583,.368,.483,6.1,26.0,16.2,6.3,2.1,4.7,13.2,15.9,,0.3,0.6,0.9,.130,,-1.5,2.5,1.0,0.2,2019-20,203476
11826,31,MEM,NBA,C,22,371,19.3,.682,.444,.398,7.9,20.9,14.2,10.7,2.2,3.6,14.8,16.9,,0.9,0.6,1.5,.195,,1.7,1.0,2.6,0.4,2020-21,203476
11827,,,NBA,,537,11715,16.3,.571,.120,.343,9.3,22.3,15.7,9.3,1.9,3.7,14.4,16.1,,16.0,12.9,28.9,.118,,-0.4,0.7,0.2,6.6,Career,203476
11828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203476
11829,,MIN,NBA,,498,11026,16.2,.567,.102,.337,9.4,22.3,15.8,9.4,1.9,3.6,14.5,16.1,,14.8,11.7,26.5,.115,,-0.5,0.6,0.1,5.9,7 seasons,203476
11830,,MEM,NBA,,39,689,17.5,.637,.410,.436,7.0,23.3,15.1,8.7,2.1,4.1,14.1,16.4,,1.2,1.2,2.4,.165,,0.2,1.7,1.9,0.7,2 seasons,203476
11831,20,NOP,NBA,PG,61,1169,9.4,.517,.378,.163,2.2,9.5,5.9,8.0,1.0,0.1,9.1,18.5,,0.1,0.4,0.4,.018,,-2.9,-1.7,-4.6,-0.8,2018-19,1628402
11832,21,NOP,NBA,PG,59,797,9.1,.510,.435,.227,2.9,8.1,5.5,10.8,1.0,0.4,11.9,21.2,,-0.2,0.3,0.2,.010,,-3.3,-2.2,-5.5,-0.7,2019-20,1628402
11833,22,DET,NBA,PG,14,173,8.4,.535,.500,.133,2.5,9.3,5.8,9.9,1.1,0.0,13.6,18.6,,-0.1,0.1,0.0,.008,,-3.2,-1.6,-4.8,-0.1,2020-21,1628402
11834,,,NBA,,134,2139,9.2,.515,.409,.186,2.5,9.0,5.8,9.2,1.0,0.2,10.6,19.5,,-0.2,0.8,0.6,.014,,-3.1,-1.9,-5.0,-1.6,Career,1628402
11835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628402
11836,,NOP,NBA,,120,1966,9.3,.514,.402,.190,2.5,9.0,5.8,9.1,1.0,0.3,10.3,19.6,,-0.1,0.7,0.6,.015,,-3.1,-1.9,-5.0,-1.5,2 seasons,1628402
11837,,DET,NBA,,14,173,8.4,.535,.500,.133,2.5,9.3,5.8,9.9,1.1,0.0,13.6,18.6,,-0.1,0.1,0.0,.008,,-3.2,-1.6,-4.8,-0.1,1 season,1628402
11838,26,PHI,NBA,C,24,232,10.5,.526,.021,.292,9.5,24.8,17.1,4.6,0.6,11.4,24.9,13.4,,-0.2,0.5,0.3,.069,,-7.8,2.6,-5.2,-0.2,2019-20,203658
11839,27,TOT,NBA,C,4,32,5.7,.461,.000,.500,14.4,13.4,14.0,3.5,0.0,8.1,23.5,17.3,,0.0,0.0,0.0,-0.015,,-7.8,-0.5,-8.3,-0.1,2020-21,203658
11840,27,BRK,NBA,C,3,28,2.2,.429,.000,.000,12.6,15.3,14.0,0.0,0.0,9.3,30.0,15.6,,-0.1,0.0,0.0,-0.070,,-9.8,0.1,-9.7,-0.1,2020-21,203658
11841,27,SAC,NBA,C,1,4,30.3,.543,.000,4.000,27.0,0.0,13.8,28.1,0.0,0.0,0.0,29.4,,0.0,0.0,0.0,.369,,6.3,-4.9,1.4,0.0,2020-21,203658
11842,,,NBA,,28,264,9.9,.516,.018,.321,10.1,23.4,16.8,4.5,0.6,11.0,24.7,13.9,,-0.2,0.5,0.3,.059,,-7.8,2.2,-5.6,-0.2,Career,203658
11843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203658
11844,,PHI,NBA,,24,232,10.5,.526,.021,.292,9.5,24.8,17.1,4.6,0.6,11.4,24.9,13.4,,-0.2,0.5,0.3,.069,,-7.8,2.6,-5.2,-0.2,1 season,203658
11845,,BRK,NBA,,3,28,2.2,.429,.000,.000,12.6,15.3,14.0,0.0,0.0,9.3,30.0,15.6,,-0.1,0.0,0.0,-0.070,,-9.8,0.1,-9.7,-0.1,1 season,203658
11846,,SAC,NBA,,1,4,30.3,.543,.000,4.000,27.0,0.0,13.8,28.1,0.0,0.0,0.0,29.4,,0.0,0.0,0.0,.369,,6.3,-4.9,1.4,0.0,1 season,203658
11847,22,HOU,NBA,PG,4,52,0.3,.190,.286,.286,2.1,4.2,3.1,7.1,0.9,1.6,0.0,6.4,,-0.1,0.0,0.0,-0.028,,-6.9,-0.9,-7.8,-0.1,2016-17,1627819
11848,23,ATL,NBA,PG,67,1167,10.9,.492,.205,.362,2.1,6.9,4.5,27.0,1.4,0.7,15.7,20.1,,0.2,0.5,0.6,.027,,-3.1,-1.3,-4.4,-0.7,2017-18,1627819
11849,,,NBA,,71,1219,10.4,.487,.207,.360,2.1,6.8,4.4,26.1,1.4,0.8,15.4,19.5,,0.1,0.5,0.6,.024,,-3.2,-1.3,-4.5,-0.8,Career,1627819
11850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627819
11851,,ATL,NBA,,67,1167,10.9,.492,.205,.362,2.1,6.9,4.5,27.0,1.4,0.7,15.7,20.1,,0.2,0.5,0.6,.027,,-3.1,-1.3,-4.4,-0.7,1 season,1627819
11852,,HOU,NBA,,4,52,0.3,.190,.286,.286,2.1,4.2,3.1,7.1,0.9,1.6,0.0,6.4,,-0.1,0.0,0.0,-0.028,,-6.9,-0.9,-7.8,-0.1,1 season,1627819
11853,25,GSW,NBA,PF,1,1,-28.5,.000,1.000,.000,0.0,100.0,55.9,0.0,0.0,0.0,0.0,43.9,,0.0,0.0,0.0,-0.899,,-21.7,-11.4,-33.1,0.0,2017-18,1628449
11854,26,TOR,NBA,PF,28,163,22.2,.563,.487,.197,10.9,25.8,18.5,1.9,1.8,12.2,7.8,23.6,,0.2,0.4,0.7,.194,,-0.2,2.8,2.6,0.2,2018-19,1628449
11855,27,TOR,NBA,C,62,819,20.7,.587,.395,.388,14.1,21.4,17.9,4.8,1.3,7.3,7.4,19.7,,2.1,1.8,3.8,.224,,1.0,1.0,2.0,0.8,2019-20,1628449
11856,28,TOR,NBA,C,44,1041,22.5,.649,.404,.354,8.4,21.9,14.9,6.7,1.1,8.3,6.3,20.5,,3.1,1.4,4.5,.209,,3.1,0.3,3.3,1.4,2020-21,1628449
11857,,,NBA,,135,2024,21.7,.616,.409,.351,10.9,22.0,16.4,5.5,1.2,8.2,6.9,20.4,,5.4,3.6,9.0,.213,,2.0,0.8,2.7,2.4,Career,1628449
11858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628449
11859,,TOR,NBA,,134,2023,21.7,.617,.409,.352,10.9,22.0,16.4,5.5,1.2,8.2,6.9,20.4,,5.4,3.6,9.0,.214,,2.0,0.8,2.7,2.4,3 seasons,1628449
11860,,GSW,NBA,,1,1,-28.5,.000,1.000,.000,0.0,100.0,55.9,0.0,0.0,0.0,0.0,43.9,,0.0,0.0,0.0,-0.899,,-21.7,-11.4,-33.1,0.0,1 season,1628449
11861,22,DEN,NBA,PF,14,45,11.4,.507,.400,.267,12.5,12.4,12.4,9.1,1.1,2.1,15.2,19.1,,0.0,0.0,0.1,.062,,-3.4,-1.2,-4.6,0.0,2019-20,1628427
11862,23,DEN,NBA,PF,24,143,8.3,.505,.531,.188,4.0,18.0,11.1,7.0,2.8,1.4,20.6,13.3,,-0.1,0.2,0.1,.028,,-3.9,1.0,-2.9,0.0,2020-21,1628427
11863,,,NBA,,38,188,9.0,.506,.489,.213,6.0,16.7,11.4,7.5,2.4,1.5,18.9,14.7,,-0.1,0.2,0.1,.036,,-3.8,0.5,-3.3,-0.1,Career,1628427
11864,22,POR,NBA,SG,79,1599,12.3,.528,.178,.374,1.3,10.8,6.0,23.2,1.4,0.1,17.0,17.8,,1.1,0.1,1.2,.035,,-1.7,-1.4,-3.1,-0.4,2005-06,101127
11865,23,POR,NBA,PG,79,2651,14.5,.571,.255,.396,0.8,9.1,4.9,26.2,1.8,0.3,18.4,18.0,,3.8,1.0,4.8,.087,,0.2,-0.9,-0.7,0.9,2006-07,101127
11866,24,POR,NBA,SG,82,2229,13.0,.558,.306,.400,1.6,10.7,6.2,22.7,1.5,0.0,19.6,19.3,,1.6,1.5,3.2,.069,,-0.8,-0.4,-1.2,0.5,2007-08,101127
11867,25,IND,NBA,SG,82,2716,13.1,.554,.259,.308,1.8,9.5,5.6,18.6,1.6,0.5,16.0,18.5,,2.3,1.8,4.1,.073,,-1.0,-0.5,-1.4,0.4,2008-09,101127
11868,26,TOR,NBA,PG,82,2243,16.3,.599,.297,.359,1.6,9.8,5.8,27.7,1.4,0.2,17.3,19.1,,4.5,0.2,4.8,.102,,2.0,-1.6,0.4,1.4,2009-10,101127
11869,27,TOT,NBA,"PG,SG",83,1722,14.2,.503,.170,.336,1.4,10.9,6.1,23.3,1.7,0.3,13.1,23.0,,0.9,1.4,2.4,.066,,-0.3,-0.4,-0.7,0.5,2010-11,101127
11870,27,TOR,NBA,PG,13,347,12.6,.492,.197,.377,2.0,12.6,7.2,25.9,2.1,0.0,19.3,22.8,,-0.1,0.1,0.0,.002,,-1.6,-1.0,-2.6,-0.1,2010-11,101127
11871,27,NOH,NBA,SG,70,1375,14.6,.505,.163,.326,1.2,10.4,5.8,22.6,1.6,0.4,11.4,23.1,,1.0,1.3,2.4,.082,,0.0,-0.3,-0.3,0.6,2010-11,101127
11872,28,NOH,NBA,PG,45,1530,17.9,.540,.192,.254,1.8,11.7,6.8,34.0,1.1,0.5,14.1,23.3,,2.9,0.9,3.8,.119,,2.5,-0.9,1.6,1.4,2011-12,101127
11873,29,GSW,NBA,SG,79,2349,15.9,.542,.237,.231,1.0,10.1,5.7,29.9,1.3,0.4,14.3,21.0,,3.9,1.8,5.6,.115,,1.1,-0.6,0.5,1.4,2012-13,101127
11874,30,CLE,NBA,PG,80,2252,11.5,.498,.265,.213,1.1,10.3,5.6,22.7,1.3,0.8,14.8,17.8,,0.9,1.4,2.3,.049,,-1.6,-0.5,-2.1,-0.1,2013-14,101127
11875,31,BRK,NBA,PG,80,2241,14.6,.522,.179,.278,1.0,11.3,6.1,27.3,1.7,0.5,17.2,22.6,,1.1,1.4,2.6,.055,,-0.4,-0.7,-1.1,0.5,2014-15,101127
11876,32,BRK,NBA,PG,32,1027,14.5,.505,.285,.313,1.0,14.1,7.4,35.0,1.7,0.6,18.8,21.7,,0.5,0.4,0.9,.043,,0.0,-0.7,-0.7,0.3,2015-16,101127
11877,33,NOP,NBA,PG,2,33,7.7,.773,.333,.667,0.0,0.0,0.0,20.3,3.0,0.0,43.6,9.2,,0.0,0.0,0.0,.060,,-4.8,3.4,-1.4,0.0,2016-17,101127
11878,34,NYK,NBA,PG,62,1548,11.5,.489,.194,.169,1.6,12.1,6.8,31.3,1.1,0.2,19.5,16.7,,0.5,0.7,1.2,.036,,-1.6,-1.3,-2.8,-0.3,2017-18,101127
11879,,,NBA,,867,24140,14.1,.538,.236,.302,1.3,10.6,5.9,26.1,1.5,0.4,16.5,19.7,,24.2,12.7,36.8,.073,,-0.1,-0.8,-0.9,6.5,Career,101127
11880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101127
11881,,POR,NBA,,240,6479,13.5,.556,.254,.392,1.2,10.1,5.6,24.3,1.6,0.1,18.5,18.4,,6.5,2.6,9.1,.068,,-0.6,-0.9,-1.5,0.9,3 seasons,101127
11882,,"NOH,NOP",NBA,,117,2938,16.2,.524,.179,.289,1.5,11.0,6.3,28.5,1.3,0.4,13.0,23.0,,3.9,2.3,6.2,.101,,1.2,-0.5,0.7,2.0,3 seasons,101127
11883,,BRK,NBA,,112,3268,14.5,.517,.211,.289,1.0,12.2,6.5,29.7,1.7,0.5,17.7,22.3,,1.7,1.8,3.5,.052,,-0.3,-0.7,-1.0,0.8,2 seasons,101127
11884,,TOR,NBA,,95,2590,15.8,.583,.281,.362,1.7,10.2,6.0,27.5,1.5,0.2,17.6,19.6,,4.4,0.3,4.8,.089,,1.6,-1.5,0.0,1.3,2 seasons,101127
11885,,IND,NBA,,82,2716,13.1,.554,.259,.308,1.8,9.5,5.6,18.6,1.6,0.5,16.0,18.5,,2.3,1.8,4.1,.073,,-1.0,-0.5,-1.4,0.4,1 season,101127
11886,,CLE,NBA,,80,2252,11.5,.498,.265,.213,1.1,10.3,5.6,22.7,1.3,0.8,14.8,17.8,,0.9,1.4,2.3,.049,,-1.6,-0.5,-2.1,-0.1,1 season,101127
11887,,GSW,NBA,,79,2349,15.9,.542,.237,.231,1.0,10.1,5.7,29.9,1.3,0.4,14.3,21.0,,3.9,1.8,5.6,.115,,1.1,-0.6,0.5,1.4,1 season,101127
11888,,NYK,NBA,,62,1548,11.5,.489,.194,.169,1.6,12.1,6.8,31.3,1.1,0.2,19.5,16.7,,0.5,0.7,1.2,.036,,-1.6,-1.3,-2.8,-0.3,1 season,101127
11889,21,PHO,NBA,PG,61,1123,13.0,.474,.181,.162,1.9,7.5,4.6,30.5,2.0,0.4,14.1,20.3,,0.3,0.4,0.7,.029,,-0.9,-1.4,-2.4,-0.1,2016-17,1627755
11890,22,PHO,NBA,PG,71,1658,10.1,.465,.265,.183,1.5,6.8,4.1,28.0,2.0,0.3,17.6,18.5,,-0.7,0.5,-0.2,-0.006,,-3.0,-1.4,-4.4,-1.0,2017-18,1627755
11891,23,CHI,NBA,PG,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.015,,-7.7,-2.7,-10.4,0.0,2018-19,1627755
11892,,,NBA,,133,2782,11.3,.469,.228,.174,1.7,7.1,4.3,29.0,2.0,0.3,16.1,19.2,,-0.5,0.9,0.5,.008,,-2.2,-1.4,-3.6,-1.1,Career,1627755
11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627755
11894,,PHO,NBA,,132,2781,11.3,.469,.228,.174,1.7,7.1,4.3,29.0,2.0,0.3,16.1,19.2,,-0.5,0.9,0.5,.008,,-2.2,-1.4,-3.6,-1.1,2 seasons,1627755
11895,,CHI,NBA,,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.015,,-7.7,-2.7,-10.4,0.0,1 season,1627755
11896,23,SAC,NBA,PG,52,984,13.0,.480,.226,.303,3.3,12.1,7.5,22.7,1.7,1.0,13.1,22.6,,0.0,0.6,0.5,.027,,-1.3,-1.0,-2.3,-0.1,2017-18,1628412
11897,24,SAC,NBA,PG,38,435,12.4,.502,.379,.337,1.4,9.0,5.1,26.3,1.7,0.8,15.6,21.8,,0.0,0.3,0.3,.033,,-1.9,-1.3,-3.1,-0.1,2018-19,1628412
11898,25,MIL,NBA,PG,9,118,16.9,.530,.412,.333,4.5,11.1,8.0,35.0,1.9,0.7,15.8,24.3,,0.1,0.2,0.4,.143,,-0.6,0.6,0.0,0.1,2019-20,1628412
11899,26,ORL,NBA,PG,4,79,7.5,.462,.208,.292,3.8,12.2,7.9,22.1,0.0,0.0,15.6,17.6,,0.0,0.0,0.0,-0.005,,-6.1,-3.1,-9.2,-0.1,2020-21,1628412
11900,,,NBA,,103,1616,12.8,.489,.282,.314,2.9,11.2,6.9,24.5,1.7,0.9,14.1,22.3,,0.1,1.1,1.2,.036,,-1.6,-1.1,-2.7,-0.3,Career,1628412
11901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628412
11902,,SAC,NBA,,90,1419,12.8,.487,.273,.313,2.7,11.1,6.8,23.8,1.7,0.9,13.9,22.4,,0.0,0.9,0.9,.029,,-1.5,-1.1,-2.6,-0.2,2 seasons,1628412
11903,,MIL,NBA,,9,118,16.9,.530,.412,.333,4.5,11.1,8.0,35.0,1.9,0.7,15.8,24.3,,0.1,0.2,0.4,.143,,-0.6,0.6,0.0,0.1,1 season,1628412
11904,,ORL,NBA,,4,79,7.5,.462,.208,.292,3.8,12.2,7.9,22.1,0.0,0.0,15.6,17.6,,0.0,0.0,0.0,-0.005,,-6.1,-3.1,-9.2,-0.1,1 season,1628412
11905,20,POR,NBA,SF,14,117,9.0,.514,.618,.265,4.4,9.5,6.9,3.6,1.7,2.3,7.3,15.1,,0.0,0.0,0.1,.034,,-4.1,-1.5,-5.6,-0.1,2020-21,1629604
11906,,,NBA,,14,117,9.0,.514,.618,.265,4.4,9.5,6.9,3.6,1.7,2.3,7.3,15.1,,0.0,0.0,0.1,.034,,-4.1,-1.5,-5.6,-0.1,Career,1629604
11907,21,LAC,NBA,SG,33,320,7.2,.491,.518,.082,1.0,12.2,6.8,8.3,1.6,0.7,10.2,16.7,,-0.2,0.3,0.1,.012,,-4.2,-0.5,-4.7,-0.2,2018-19,1629010
11908,22,TOT,NBA,SG,63,979,7.4,.476,.494,.184,1.4,12.8,7.0,11.9,1.3,1.5,12.8,16.4,,-0.6,0.8,0.2,.009,,-3.8,-0.2,-3.9,-0.5,2019-20,1629010
11909,22,LAC,NBA,SG,42,476,4.8,.423,.493,.140,1.1,11.7,6.5,12.6,1.3,1.5,15.3,15.0,,-0.6,0.6,0.0,-0.004,,-5.3,0.6,-4.7,-0.3,2019-20,1629010
11910,22,WAS,NBA,SG,21,503,9.8,.516,.494,.218,1.7,13.8,7.5,11.3,1.4,1.6,10.8,17.7,,0.0,0.2,0.2,.022,,-2.2,-0.9,-3.2,-0.1,2019-20,1629010
11911,23,WAS,NBA,SG,13,221,6.0,.456,.463,.254,0.9,15.1,7.9,10.7,1.3,0.8,12.9,16.1,,-0.2,0.1,-0.1,-0.023,,-5.3,-1.7,-7.1,-0.3,2020-21,1629010
11912,,,NBA,,109,1520,7.1,.477,.495,.170,1.3,13.0,7.1,11.0,1.4,1.3,12.2,16.4,,-1.0,1.1,0.2,.005,,-4.1,-0.5,-4.5,-1.0,Career,1629010
11913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629010
11914,,LAC,NBA,,75,796,5.8,.453,.504,.114,1.1,11.9,6.6,10.9,1.4,1.2,13.1,15.7,,-0.8,0.8,0.0,.003,,-4.9,0.2,-4.7,-0.5,2 seasons,1629010
11915,,WAS,NBA,,34,724,8.6,.500,.485,.228,1.5,14.2,7.6,11.1,1.4,1.3,11.4,17.2,,-0.2,0.3,0.1,.008,,-3.2,-1.2,-4.4,-0.4,2 seasons,1629010
11916,22,HOU,NBA,C,18,124,1.9,.295,.594,.375,5.5,14.4,10.0,2.1,0.8,9.6,21.2,16.8,,-0.5,0.2,-0.3,-0.104,,-10.3,0.2,-10.1,-0.3,2017-18,1627753
11917,23,HOU,NBA,PF,1,1,80.4,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,,0.0,0.0,0.0,1.261,,40.1,11.9,52.0,0.0,2018-19,1627753
11918,,,NBA,,19,125,2.5,.313,.576,.364,5.5,14.3,9.9,2.1,0.8,9.5,20.7,17.0,,-0.5,0.2,-0.2,-0.093,,-9.9,0.3,-9.6,-0.2,Career,1627753
11919,24,TOT,NBA,SG,9,63,15.5,.575,.565,.391,3.3,8.9,6.0,22.0,1.5,2.8,12.9,21.1,,0.1,0.1,0.1,.107,,0.3,1.0,1.2,0.1,2020-21,1630271
11920,24,HOU,NBA,SG,4,24,7.4,.496,.857,1.000,4.2,13.9,8.8,23.3,2.0,3.7,28.4,25.0,,-0.1,0.0,0.0,-0.052,,-6.9,-0.5,-7.3,0.0,2020-21,1630271
11921,24,CLE,NBA,SG,5,39,20.4,.622,.438,.125,2.8,5.9,4.3,21.3,1.3,2.3,0.0,18.7,,0.1,0.0,0.2,.205,,4.7,1.9,6.5,0.1,2020-21,1630271
11922,,,NBA,,9,63,15.5,.575,.565,.391,3.3,8.9,6.0,22.0,1.5,2.8,12.9,21.1,,0.1,0.1,0.1,.107,,0.3,1.0,1.2,0.1,Career,1630271
11923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630271
11924,,CLE,NBA,,5,39,20.4,.622,.438,.125,2.8,5.9,4.3,21.3,1.3,2.3,0.0,18.7,,0.1,0.0,0.2,.205,,4.7,1.9,6.5,0.1,1 season,1630271
11925,,HOU,NBA,,4,24,7.4,.496,.857,1.000,4.2,13.9,8.8,23.3,2.0,3.7,28.4,25.0,,-0.1,0.0,0.0,-0.052,,-6.9,-0.5,-7.3,0.0,1 season,1630271
11926,21,BOS,NBA,SG,37,351,6.9,.444,.594,.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,,-0.3,0.4,0.1,.014,,-4.4,-0.2,-4.6,-0.2,2019-20,1629035
11927,22,BOS,NBA,SG,16,163,13.9,.562,.522,.130,1.4,11.1,6.2,8.3,1.5,0.6,2.7,19.8,,0.3,0.1,0.4,.105,,-2.0,-1.2,-3.2,0.0,2020-21,1629035
