"namePlayerBREF","slugPlayerBREF","isActive","yearsPlayer","countSeasons","slugSeasonRookie","slugSeasonLast","urlPlayerBioBREF"
"Angelo Sharpless","sharpan01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/s/sharpan01.html"
"Ansley Truitt","truitan01",FALSE,"1973",1,"1972-73","1972-73","https://www.basketball-reference.com/players/t/truitan01.html"
"Ansu Sesay","sesayan01",FALSE,"2002-2005",4,"2001-02","2004-05","https://www.basketball-reference.com/players/s/sesayan01.html"
"Antawn Jamison","jamisan01",FALSE,"1999-2014",16,"1998-99","2013-14","https://www.basketball-reference.com/players/j/jamisan01.html"
"Ante Tomić","tomican01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/t/tomican01.html"
"Ante Žižić","zizican01",TRUE,"2018-2020",3,"2017-18","2019-20","https://www.basketball-reference.com/players/z/zizican01.html"
"Anthony Avent","aventan01",FALSE,"1993-2000",8,"1992-93","1999-00","https://www.basketball-reference.com/players/a/aventan01.html"
"Anthony Bennett","bennean01",FALSE,"2014-2017",4,"2013-14","2016-17","https://www.basketball-reference.com/players/b/bennean01.html"
"Anthony Bonner","bonnean01",FALSE,"1991-1996",6,"1990-91","1995-96","https://www.basketball-reference.com/players/b/bonnean01.html"
"Anthony Bowie","bowiean01",FALSE,"1989-1998",10,"1988-89","1997-98","https://www.basketball-reference.com/players/b/bowiean01.html"
"Anthony Brown","brownan02",FALSE,"2016-2018",3,"2015-16","2017-18","https://www.basketball-reference.com/players/b/brownan02.html"
"Anthony Carter","cartean01",FALSE,"2000-2012",13,"1999-00","2011-12","https://www.basketball-reference.com/players/c/cartean01.html"
"Anthony Cook","cookan01",FALSE,"1991-1996",6,"1990-91","1995-96","https://www.basketball-reference.com/players/c/cookan01.html"
"Anthony Cowan Jr.","cowanan01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/c/cowanan01.html"
"Anthony Davis","davisan02",TRUE,"2013-2021",9,"2012-13","2020-21","https://www.basketball-reference.com/players/d/davisan02.html"
"Anthony Edwards","edwaran01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/e/edwaran01.html"
"Anthony Frederick","fredean01",FALSE,"1989-1992",4,"1988-89","1991-92","https://www.basketball-reference.com/players/f/fredean01.html"
"Anthony Gill","gillan01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/g/gillan01.html"
"Anthony Goldwire","goldwan01",FALSE,"1996-2006",11,"1995-96","2005-06","https://www.basketball-reference.com/players/g/goldwan01.html"
"Anthony Grundy","grundan01",FALSE,"2006",1,"2005-06","2005-06","https://www.basketball-reference.com/players/g/grundan01.html"
"Anthony Johnson","johnsan02",FALSE,"1998-2010",13,"1997-98","2009-10","https://www.basketball-reference.com/players/j/johnsan02.html"
"Anthony Jones","jonesan01",FALSE,"1987-1990",4,"1986-87","1989-90","https://www.basketball-reference.com/players/j/jonesan01.html"
"Anthony Lamb","lamban01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/l/lamban01.html"
"Anthony Marshall","marshan01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/m/marshan01.html"
"Anthony Mason","masonan01",FALSE,"1990-2003",14,"1989-90","2002-03","https://www.basketball-reference.com/players/m/masonan01.html"
"Anthony Miller","millean01",FALSE,"1995-2005",11,"1994-95","2004-05","https://www.basketball-reference.com/players/m/millean01.html"
"Anthony Morrow","morroan01",FALSE,"2009-2017",9,"2008-09","2016-17","https://www.basketball-reference.com/players/m/morroan01.html"
"Anthony Parker","parkean01",FALSE,"1998-2012",15,"1997-98","2011-12","https://www.basketball-reference.com/players/p/parkean01.html"
"Anthony Peeler","peelean01",FALSE,"1993-2005",13,"1992-93","2004-05","https://www.basketball-reference.com/players/p/peelean01.html"
"Anthony Pullard","pullaan01",FALSE,"1993",1,"1992-93","1992-93","https://www.basketball-reference.com/players/p/pullaan01.html"
"Anthony Randolph","randoan01",FALSE,"2009-2014",6,"2008-09","2013-14","https://www.basketball-reference.com/players/r/randoan01.html"
"Anthony Roberson","roberan02",FALSE,"2006-2009",4,"2005-06","2008-09","https://www.basketball-reference.com/players/r/roberan02.html"
"Anthony Roberts","roberan01",FALSE,"1978-1984",7,"1977-78","1983-84","https://www.basketball-reference.com/players/r/roberan01.html"
"Anthony Taylor","tayloan01",FALSE,"1989",1,"1988-89","1988-89","https://www.basketball-reference.com/players/t/tayloan01.html"
"Anthony Tolliver","tollian01",TRUE,"2009-2020",12,"2008-09","2019-20","https://www.basketball-reference.com/players/t/tollian01.html"
"Anthony Tucker","tuckean01",FALSE,"1995",1,"1994-95","1994-95","https://www.basketball-reference.com/players/t/tuckean01.html"
"Antoine Carr","carran01",FALSE,"1985-2000",16,"1984-85","1999-00","https://www.basketball-reference.com/players/c/carran01.html"
"Antoine Rigaudeau","rigauan01",FALSE,"2003",1,"2002-03","2002-03","https://www.basketball-reference.com/players/r/rigauan01.html"
"Antoine Walker","walkean02",FALSE,"1997-2008",12,"1996-97","2007-08","https://www.basketball-reference.com/players/w/walkean02.html"
"Antoine Wright","wrighan01",FALSE,"2006-2011",6,"2005-06","2010-11","https://www.basketball-reference.com/players/w/wrighan01.html"
"Antonio Anderson","anderan02",FALSE,"2010",1,"2009-10","2009-10","https://www.basketball-reference.com/players/a/anderan02.html"
"Antonio Blakeney","blakean01",TRUE,"2018-2019",2,"2017-18","2018-19","https://www.basketball-reference.com/players/b/blakean01.html"
"Antonio Burks","burksan01",FALSE,"2005-2006",2,"2004-05","2005-06","https://www.basketball-reference.com/players/b/burksan01.html"
"Antonio Daniels","daniean01",FALSE,"1998-2011",14,"1997-98","2010-11","https://www.basketball-reference.com/players/d/daniean01.html"
"Antonio Davis","davisan01",FALSE,"1994-2006",13,"1993-94","2005-06","https://www.basketball-reference.com/players/d/davisan01.html"
"Antonio Harvey","harvean01",FALSE,"1994-2003",10,"1993-94","2002-03","https://www.basketball-reference.com/players/h/harvean01.html"
"Antonio Lang","langan02",FALSE,"1995-2000",6,"1994-95","1999-00","https://www.basketball-reference.com/players/l/langan02.html"
"Antonio McDyess","mcdyean01",FALSE,"1996-2011",16,"1995-96","2010-11","https://www.basketball-reference.com/players/m/mcdyean01.html"
"Antonis Fotsis","fotsian01",FALSE,"2002",1,"2001-02","2001-02","https://www.basketball-reference.com/players/f/fotsian01.html"
"Antonius Cleveland","clevean01",TRUE,"2018-2020",3,"2017-18","2019-20","https://www.basketball-reference.com/players/c/clevean01.html"
"Anžejs Pasečņiks","pasecan01",TRUE,"2020-2021",2,"2019-20","2020-21","https://www.basketball-reference.com/players/p/pasecan01.html"
"Archie Clark","clarkar01",FALSE,"1967-1976",10,"1966-67","1975-76","https://www.basketball-reference.com/players/c/clarkar01.html"
"Archie Dees","deesar01",FALSE,"1959-1962",4,"1958-59","1961-62","https://www.basketball-reference.com/players/d/deesar01.html"
"Archie Goodwin","goodwar01",FALSE,"2014-2017",4,"2013-14","2016-17","https://www.basketball-reference.com/players/g/goodwar01.html"
"Aric Holman","holmaar01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/h/holmaar01.html"
"Ariel Maughan","maughar01",FALSE,"1947-1951",5,"1946-47","1950-51","https://www.basketball-reference.com/players/m/maughar01.html"
"Arinze Onuaku","onuakar01",FALSE,"2014-2017",4,"2013-14","2016-17","https://www.basketball-reference.com/players/o/onuakar01.html"
"Armand Cure","curear01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/c/curear01.html"
"Armen Gilliam","gilliar01",FALSE,"1988-2000",13,"1987-88","1999-00","https://www.basketball-reference.com/players/g/gilliar01.html"
"Armon Johnson","johnsar02",FALSE,"2011-2012",2,"2010-11","2011-12","https://www.basketball-reference.com/players/j/johnsar02.html"
"Armond Hill","hillar01",FALSE,"1977-1984",8,"1976-77","1983-84","https://www.basketball-reference.com/players/h/hillar01.html"
"Armoni Brooks","brookar01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/b/brookar01.html"
"Arnett Moultrie","moultar01",FALSE,"2013-2014",2,"2012-13","2013-14","https://www.basketball-reference.com/players/m/moultar01.html"
"Arnie Ferrin","ferriar01",FALSE,"1949-1951",3,"1948-49","1950-51","https://www.basketball-reference.com/players/f/ferriar01.html"
"Arnie Johnson","johnsar01",FALSE,"1949-1953",5,"1948-49","1952-53","https://www.basketball-reference.com/players/j/johnsar01.html"
"Arnie Risen","risenar01",FALSE,"1949-1958",10,"1948-49","1957-58","https://www.basketball-reference.com/players/r/risenar01.html"
"Arnoldas Kulboka","kulboar01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/k/kulboar01.html"
"Aron Baynes","baynear01",TRUE,"2013-2021",9,"2012-13","2020-21","https://www.basketball-reference.com/players/b/baynear01.html"
"Arron Afflalo","afflaar01",FALSE,"2008-2018",11,"2007-08","2017-18","https://www.basketball-reference.com/players/a/afflaar01.html"
"Arsalan Kazemi","kazemar01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/k/kazemar01.html"
"Art Burris","burriar01",FALSE,"1951-1952",2,"1950-51","1951-52","https://www.basketball-reference.com/players/b/burriar01.html"
"Art Collins","colliar01",FALSE,"1981",1,"1980-81","1980-81","https://www.basketball-reference.com/players/c/colliar01.html"
"Art Harris","harriar01",FALSE,"1969-1972",4,"1968-69","1971-72","https://www.basketball-reference.com/players/h/harriar01.html"
"Art Heyman","heymaar01",FALSE,"1964-1970",7,"1963-64","1969-70","https://www.basketball-reference.com/players/h/heymaar01.html"
"Art Hillhouse","hillhar01",FALSE,"1947-1948",2,"1946-47","1947-48","https://www.basketball-reference.com/players/h/hillhar01.html"
"Art Long","longar01",FALSE,"2001-2003",3,"2000-01","2002-03","https://www.basketball-reference.com/players/l/longar01.html"
"Art Spector","spectar01",FALSE,"1947-1950",4,"1946-47","1949-50","https://www.basketball-reference.com/players/s/spectar01.html"
"Art Spoelstra","spoelar01",FALSE,"1955-1958",4,"1954-55","1957-58","https://www.basketball-reference.com/players/s/spoelar01.html"
"Art Stolkey","stolkar01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/s/stolkar01.html"
"Art Williams","williar01",FALSE,"1968-1975",8,"1967-68","1974-75","https://www.basketball-reference.com/players/w/williar01.html"
"Arthur Becker","beckear01",FALSE,"1968-1973",6,"1967-68","1972-73","https://www.basketball-reference.com/players/b/beckear01.html"
"Artis Gilmore","gilmoar01",FALSE,"1972-1988",17,"1971-72","1987-88","https://www.basketball-reference.com/players/g/gilmoar01.html"
"Artūras Gudaitis","gudaiar01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/g/gudaiar01.html"
"Arvesta Kelly","kellyar01",FALSE,"1968-1972",5,"1967-68","1971-72","https://www.basketball-reference.com/players/k/kellyar01.html"
"Arvid Kramer","kramear01",FALSE,"1980",1,"1979-80","1979-80","https://www.basketball-reference.com/players/k/kramear01.html"
"Arvydas Macijauskas","macijar01",FALSE,"2006",1,"2005-06","2005-06","https://www.basketball-reference.com/players/m/macijar01.html"
"Arvydas Sabonis","sabonar01",FALSE,"1996-2003",8,"1995-96","2002-03","https://www.basketball-reference.com/players/s/sabonar01.html"
"Ashraf Amaya","amayaas01",FALSE,"1996-1997",2,"1995-96","1996-97","https://www.basketball-reference.com/players/a/amayaas01.html"
"Ashton Hagans","haganas01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/h/haganas01.html"
"Askia Jones","jonesas01",FALSE,"1995",1,"1994-95","1994-95","https://www.basketball-reference.com/players/j/jonesas01.html"
"Ater Majok","majokat01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/m/majokat01.html"
"Aubrey Davis","davisau01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/d/davisau01.html"
"Aud Brindley","brindau01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/b/brindau01.html"
"Audie Norris","norriau01",FALSE,"1983-1985",3,"1982-83","1984-85","https://www.basketball-reference.com/players/n/norriau01.html"
"Aulcie Perry","perryau01",FALSE,"1975",1,"1974-75","1974-75","https://www.basketball-reference.com/players/p/perryau01.html"
"Austin Carr","carrau01",FALSE,"1972-1981",10,"1971-72","1980-81","https://www.basketball-reference.com/players/c/carrau01.html"
"Austin Croshere","croshau01",FALSE,"1998-2009",12,"1997-98","2008-09","https://www.basketball-reference.com/players/c/croshau01.html"
"Austin Daye","dayeau01",FALSE,"2010-2015",6,"2009-10","2014-15","https://www.basketball-reference.com/players/d/dayeau01.html"
"Austin Rivers","riverau01",TRUE,"2013-2021",9,"2012-13","2020-21","https://www.basketball-reference.com/players/r/riverau01.html"
"Avery Bradley","bradlav01",TRUE,"2011-2021",11,"2010-11","2020-21","https://www.basketball-reference.com/players/b/bradlav01.html"
"Avery Johnson","johnsav01",FALSE,"1989-2004",16,"1988-89","2003-04","https://www.basketball-reference.com/players/j/johnsav01.html"
"Awvee Storey","storeaw01",FALSE,"2005-2008",4,"2004-05","2007-08","https://www.basketball-reference.com/players/s/storeaw01.html"
"Axel Hervelle","herveax01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/h/herveax01.html"
"Axel Toupane","toupaax01",FALSE,"2016-2017",2,"2015-16","2016-17","https://www.basketball-reference.com/players/t/toupaax01.html"
"B.J. Armstrong","armstbj01",FALSE,"1990-2000",11,"1989-90","1999-00","https://www.basketball-reference.com/players/a/armstbj01.html"
"B.J. Johnson","johnsbj01",TRUE,"2019-2020",2,"2018-19","2019-20","https://www.basketball-reference.com/players/j/johnsbj01.html"
"B.J. Tyler","tylerbj01",FALSE,"1995",1,"1994-95","1994-95","https://www.basketball-reference.com/players/t/tylerbj01.html"
"B.J. Young","youngbj01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/y/youngbj01.html"
"Bailey Howell","howelba01",FALSE,"1960-1971",12,"1959-60","1970-71","https://www.basketball-reference.com/players/h/howelba01.html"
"Bam Adebayo","adebaba01",TRUE,"2018-2021",4,"2017-18","2020-21","https://www.basketball-reference.com/players/a/adebaba01.html"
"Barney Cable","cableba01",FALSE,"1959-1964",6,"1958-59","1963-64","https://www.basketball-reference.com/players/c/cableba01.html"
"Baron Davis","davisba01",FALSE,"2000-2012",13,"1999-00","2011-12","https://www.basketball-reference.com/players/d/davisba01.html"
"Barry Clemens","clemeba01",FALSE,"1966-1976",11,"1965-66","1975-76","https://www.basketball-reference.com/players/c/clemeba01.html"
"Barry Kramer","krameba01",FALSE,"1965-1970",6,"1964-65","1969-70","https://www.basketball-reference.com/players/k/krameba01.html"
"Barry Liebowitz","lieboba01",FALSE,"1968",1,"1967-68","1967-68","https://www.basketball-reference.com/players/l/lieboba01.html"
"Barry Nelson","nelsoba01",FALSE,"1972",1,"1971-72","1971-72","https://www.basketball-reference.com/players/n/nelsoba01.html"
"Barry Orms","ormsba01",FALSE,"1969-1970",2,"1968-69","1969-70","https://www.basketball-reference.com/players/o/ormsba01.html"
"Barry Parkhill","parkhba01",FALSE,"1974-1976",3,"1973-74","1975-76","https://www.basketball-reference.com/players/p/parkhba01.html"
"Barry Stevens","steveba01",FALSE,"1993",1,"1992-93","1992-93","https://www.basketball-reference.com/players/s/steveba01.html"
"Barry Sumpter","sumptba01",FALSE,"1989",1,"1988-89","1988-89","https://www.basketball-reference.com/players/s/sumptba01.html"
"Barry Yates","yatesba01",FALSE,"1972",1,"1971-72","1971-72","https://www.basketball-reference.com/players/y/yatesba01.html"
"Bart Kofoed","kofoeba01",FALSE,"1988-1993",6,"1987-88","1992-93","https://www.basketball-reference.com/players/k/kofoeba01.html"
"Bato Govedarica","govedba01",FALSE,"1954",1,"1953-54","1953-54","https://www.basketball-reference.com/players/g/govedba01.html"
"Bayard Forrest","forreba01",FALSE,"1978-1979",2,"1977-78","1978-79","https://www.basketball-reference.com/players/f/forreba01.html"
"Beau Beech","beechbe01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/b/beechbe01.html"
"Belus Smawley","smawlbe01",FALSE,"1947-1952",6,"1946-47","1951-52","https://www.basketball-reference.com/players/s/smawlbe01.html"
"Ben Bentil","bentibe01",FALSE,"2017",1,"2016-17","2016-17","https://www.basketball-reference.com/players/b/bentibe01.html"
"Ben Clyde","clydebe01",FALSE,"1975",1,"1974-75","1974-75","https://www.basketball-reference.com/players/c/clydebe01.html"
"Ben Coleman","colembe01",FALSE,"1987-1994",8,"1986-87","1993-94","https://www.basketball-reference.com/players/c/colembe01.html"
"Ben Davis","davisbe01",FALSE,"1997-2000",4,"1996-97","1999-00","https://www.basketball-reference.com/players/d/davisbe01.html"
"Ben Gillery","gillebe01",FALSE,"1989",1,"1988-89","1988-89","https://www.basketball-reference.com/players/g/gillebe01.html"
"Ben Goldfaden","goldfbe01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/g/goldfbe01.html"
"Ben Gordon","gordobe01",FALSE,"2005-2015",11,"2004-05","2014-15","https://www.basketball-reference.com/players/g/gordobe01.html"
"Ben Handlogten","handlbe01",FALSE,"2004-2005",2,"2003-04","2004-05","https://www.basketball-reference.com/players/h/handlbe01.html"
"Ben Hansbrough","hansbbe01",FALSE,"2013",1,"2012-13","2012-13","https://www.basketball-reference.com/players/h/hansbbe01.html"
