,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
829,Randy Culpepper,SO,2008-09,G,Texas-El Paso,CUSA,37,1119,211,515,.410,122,258,89,257,.346,137,184,.745,30,79,109,67,67,11,84,104,648
830,A.D. Vassallo,SR,2008-09,G,Virginia Tech,ACC,34,1247,232,516,.450,149,290,83,226,.367,101,121,.835,47,164,211,88,28,29,85,74,648
831,Craig Brackins,SO,2008-09,F,Iowa State,Big 12,32,1041,243,512,.475,222,438,21,74,.284,138,198,.697,55,248,303,43,17,30,74,67,645
832,Wesley Matthews,SR,2008-09,G,Marquette,Big East,35,1191,193,406,.475,151,292,42,114,.368,213,257,.829,46,155,201,86,43,18,82,76,641
833,Darryl Proctor,SR,2008-09,F,Maryland-Baltimore County,AEC,32,1269,254,544,.467,252,530,2,14,.143,129,182,.709,83,197,280,63,44,21,70,82,639
834,D.J. Rivera,JR,2008-09,F,Binghamton,AEC,32,1134,230,486,.473,183,337,47,149,.315,132,208,.635,65,143,208,34,57,13,56,86,639
835,James Anderson,SO,2008-09,G,Oklahoma State,Big 12,35,1171,209,434,.482,125,228,84,206,.408,136,164,.829,76,122,198,48,40,24,69,85,638
836,Talor Battle,SO,2008-09,G,Penn State,Big Ten,38,1422,198,493,.402,106,222,92,271,.339,147,210,.700,36,167,203,189,45,3,92,79,635
837,Curtis Jerrells,SR,2008-09,G,Baylor,Big 12,39,1351,197,461,.427,121,254,76,207,.367,165,214,.771,32,145,177,192,60,12,119,76,635
838,John Cantrell,SR,2008-09,G,Chicago State,Ind,32,1120,245,483,.507,214,396,31,87,.356,112,158,.709,65,97,162,69,72,10,62,63,633
839,Stephen McDowell,SR,2008-09,G,Chattanooga,Southern,35,1177,202,464,.435,67,146,135,318,.425,94,118,.797,33,84,117,54,32,0,61,57,633
840,Tyreke Evans,FR,2008-09,G,Memphis,CUSA,37,1072,230,505,.455,196,381,34,124,.274,138,194,.711,47,151,198,143,77,29,133,89,632
841,Chase Budinger,JR,2008-09,F,Arizona,Pac-10,35,1317,219,456,.480,152,288,67,168,.399,125,156,.801,49,168,217,118,50,16,85,65,630
842,DeMarre Carroll,SR,2008-09,F,Missouri,Big 12,38,1064,246,441,.558,230,397,16,44,.364,121,191,.634,92,181,273,82,59,25,56,84,629
843,Charles Jenkins,SO,2008-09,G,Hofstra,CAA,32,1122,203,503,.404,172,404,31,99,.313,192,234,.821,28,125,153,137,46,15,107,84,629
844,Jordan Hill,JR,2008-09,F,Arizona,Pac-10,34,1213,252,469,.537,252,469,0,0,,117,179,.654,143,232,375,50,30,58,97,102,621
845,Aubrey Coleman,JR,2008-09,G,Houston,CUSA,32,1049,218,512,.426,208,464,10,48,.208,174,228,.763,85,177,262,77,75,0,79,78,620
846,Mike Rose,SR,2008-09,G,Eastern Kentucky,OVC,31,1133,208,441,.472,109,235,99,206,.481,104,137,.759,63,101,164,79,53,3,74,45,619
847,Nick Calathes,SO,2008-09,G,Florida,SEC,36,1200,205,425,.482,132,238,73,187,.390,135,191,.707,31,161,192,231,68,6,119,69,618
848,Jack McClinton,SR,2008-09,G,Miami (FL),ACC,32,1030,200,445,.449,99,222,101,223,.453,116,131,.885,18,81,99,91,24,1,84,52,617
849,Malcolm Delaney,SO,2008-09,G,Virginia Tech,ACC,34,1255,160,416,.385,90,218,70,198,.354,225,259,.869,34,102,136,152,50,11,97,87,615
850,Anthony Smith,SR,2008-09,G,Liberty,Big South,35,1270,217,436,.498,142,234,75,202,.371,106,161,.658,40,189,229,75,43,7,78,73,615
851,Devan Downey,JR,2008-09,G,South Carolina,SEC,31,1019,231,527,.438,179,377,52,150,.347,100,134,.746,19,68,87,140,89,4,108,65,614
852,LaceDarius Dunn,SO,2008-09,G,Baylor,Big 12,39,1119,194,438,.443,85,157,109,281,.388,117,142,.824,50,140,190,24,42,6,70,109,614
853,Ahmad Nivins,SR,2008-09,F,Saint Joseph's,A-10,32,1259,205,335,.612,205,334,0,1,.000,203,258,.787,126,252,378,32,26,56,87,70,613
854,Greivis Vasquez,JR,2008-09,G,Maryland,ACC,35,1210,218,538,.405,152,336,66,202,.327,111,128,.867,37,152,189,176,49,13,98,76,613
855,Brett Winkelman,SR,2008-09,F,North Dakota State,Summit,33,1088,220,438,.502,178,332,42,106,.396,131,162,.809,71,178,249,58,48,12,60,62,613
856,Dante Cunningham,SR,2008-09,F,Villanova,Big East,38,1199,244,465,.525,244,463,0,2,.000,124,178,.697,99,185,284,47,47,47,82,103,612
857,Brandon Ewing,SR,2008-09,G,Wyoming,MWC,33,1264,165,373,.442,116,227,49,146,.336,233,280,.832,15,95,110,166,32,5,88,73,612
858,Gerald Henderson,JR,2008-09,G,Duke,ACC,37,1098,213,473,.450,172,351,41,122,.336,143,188,.761,46,137,183,91,46,28,80,63,610
