,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS,lineupID
80,L. Nance | L. Williams,LAL,2016-17,39,706.6,1468,1453,99.2,-0.2,-0.1,-.002,-1.2,-4.4,+.014,-0.009,+3.0,+1.3,+.078,+1.4,"('nancela02', 'willilo02')"
81,A. Davis | T. Frazier,NOP,2016-17,56,992.7,2037,2033,98.4,+0.9,-3.3,+.026,-2.4,-7.1,+.001,+.015,+2.1,+3.8,-.041,+1.4,"('davisan02', 'fraziti01')"
82,B. Jennings | K. Porziņģis,NYK,2016-17,49,776.3,1592,1576,97.9,+1.6,+0.7,+.014,+1.7,+1.9,+.035,+.023,-3.4,-4.5,+.003,+1.4,"('jennibr01', 'porzikr01')"
83,P. Patterson | D. Wright,TOR,2016-17,24,289.6,565,555,92.8,+1.1,+0.8,+.009,-0.3,-1.2,+.002,+.007,-0.6,+2.2,-.078,+1.4,"('pattepa01', 'wrighde01')"
84,R. Foye | L. Scola,BRK,2016-17,22,146.5,303,305,99.6,+0.6,-2.7,+.021,+3.4,+8.1,+.023,+.042,-3.2,-3.5,-.020,+1.4,"('foyera01', 'scolalu01')"
85,N. Bjelica | G. Dieng,MIN,2016-17,63,358.1,704,703,94.3,-1.6,+4.4,-.039,+0.1,+1.5,-.012,-0.041,+4.4,+3.7,+.061,+1.3,"('bjeline01', 'dienggo01')"
88,G. Robinson | J. Teague,IND,2016-17,59,790.0,1610,1624,98.2,+0.2,-5.4,+.031,-1.8,-7.5,+.039,+.024,+2.6,+3.5,-.011,+1.3,"('robingl02', 'teaguje01')"
89,J. Embiid | S. Rodríguez,PHI,2016-17,28,395.1,818,795,98.0,-0.7,-4.4,+.014,+0.4,+4.3,-.039,+.019,+2.3,+1.9,+.034,+1.3,"('embiijo01', 'rodrise01')"
90,V. Carter | J. Ennis,MEM,2016-17,58,627.4,1233,1231,94.3,+1.4,+3.8,-.003,+0.5,-0.4,+.020,-0.002,-2.0,-4.3,+.044,+1.3,"('cartevi01', 'ennisja01')"
91,R. Holmes | E. İlyasova,PHI,2016-17,26,187.1,386,387,99.1,+0.9,+1.3,+.003,+7.8,+15.8,+.076,+.047,-8.2,-8.5,-.082,+1.3,"('holmeri01', 'ilyaser01')"
92,A. Goodwin | I. Whitehead,BRK,2016-17,10,110.6,228,227,98.8,+0.3,-10.0,+.058,-2.2,-4.1,-.035,+.050,+3.0,+7.4,-.103,+1.3,"('goodwar01', 'whiteis01')"
93,T. Luwawu-Cabarrot | N. Stauskas,PHI,2016-17,57,536.9,1093,1083,97.3,+1.1,+1.1,+.007,+2.7,+7.2,+.013,+.022,-3.6,-7.0,+.063,+1.3,"('luwawti01', 'stausni01')"
94,K. Porziņģis | S. Vujačić,NYK,2016-17,22,192.9,393,394,97.9,+2.1,-0.5,+.026,+0.8,-3.5,+.067,+.031,-3.8,-3.2,-.052,+1.3,"('porzikr01', 'vujacsa01')"
95,T. Maker | T. Snell,MIL,2016-17,39,376.1,703,717,90.6,-0.4,+3.3,-.023,+2.6,+3.8,+.040,-0.010,-0.4,-1.2,+.025,+1.3,"('makerth01', 'snellto01')"
96,T. Allen | J. Green,MEM,2016-17,66,1226.1,2317,2365,91.6,+1.8,+4.4,-.002,-1.2,-5.2,+.024,-0.012,-1.1,-2.2,+.025,+1.3,"('allento01', 'greenja01')"
97,D. Howard | E. İlyasova,ATL,2016-17,23,303.3,609,614,96.8,-0.2,-6.0,+.026,-1.4,-7.8,+.052,+.022,+3.1,+7.5,-.102,+1.3,"('howardw01', 'ilyaser01')"
98,C. Lee | M. Ndour,NYK,2016-17,16,155.0,305,300,93.7,-0.3,+1.2,-.010,-3.8,-7.7,-.057,-0.032,+5.7,+6.6,+.018,+1.3,"('leeco01', 'ndourma01')"
99,B. Hield | G. Papagiannis,SAC,2016-17,18,176.7,348,341,93.6,+3.5,+0.3,+.039,+1.3,-4.9,+.128,+.046,-7.0,-8.9,-.025,+1.2,"('hieldbu01', 'papagge01')"
100,R. Baker | S. Vujačić,NYK,2016-17,26,127.0,253,253,95.6,+1.2,+8.3,-.032,+0.4,+2.0,-.008,-0.034,-1.6,-2.0,-.006,+1.2,"('bakerro01', 'vujacsa01')"
101,V. Oladipo | K. Singler,OKC,2016-17,13,138.2,289,284,99.5,-0.6,+4.1,-.026,+0.2,-2.9,+.040,-0.027,+2.1,+1.3,+.049,+1.2,"('oladivi01', 'singlky01')"
102,R. Christmas | M. Ellis,IND,2016-17,14,136.6,267,270,94.4,+2.7,+2.5,+.018,-2.9,-15.3,+.087,.000,-1.3,-2.7,+.028,+1.2,"('chrisra01', 'ellismo01')"
103,D. Cunningham | J. Holiday,NOP,2016-17,55,877.8,1783,1791,97.7,+0.7,-1.8,+.017,0.0,-2.3,+.028,+.019,-0.3,+0.6,-.037,+1.2,"('cunnida01', 'holidjr01')"
104,M. Leonard | D. Lillard,POR,2016-17,65,564.2,1185,1157,99.6,+2.2,+5.8,-.004,+5.6,+13.5,+.033,+.024,-8.9,-10.8,-.004,+1.2,"('leoname01', 'lillada01')"
105,M. Conley | J. Green,MEM,2016-17,64,1306.8,2468,2499,91.2,+1.2,+3.1,-.002,-1.4,-3.6,-.002,-0.012,+0.3,-1.1,+.049,+1.2,"('conlemi01', 'greenja01')"
106,L. Galloway | T. Jones,NOP,2016-17,49,628.8,1267,1273,97.0,-1.6,-0.9,-.013,+1.1,+3.5,-.007,-0.007,+3.4,+4.2,+.013,+1.2,"('gallola01', 'joneste01')"
107,A. Burks | G. Hill,UTA,2016-17,31,255.1,486,493,92.1,-1.1,+1.5,-.020,+0.1,0.0,+.005,-0.020,+3.2,+4.7,-.021,+1.2,"('burksal01', 'hillge01')"
0,M. Kuzminskas | J. Noah,NYK,2016-17,25,116.1,235,234,97.0,+4.9,+4.3,+.032,-0.9,-1.4,-.013,+.024,-7.7,-11.6,+.033,+1.2,"('kuzmimi01', 'noahjo01')"
1,J. Grant | R. Westbrook,OKC,2016-17,74,757.6,1600,1635,102.5,-0.8,-0.7,-.006,-0.2,+1.2,-.023,-0.007,+3.1,+5.3,-.032,+1.2,"('grantje01', 'westbru01')"
2,J. Leuer | I. Smith,DET,2016-17,72,819.3,1615,1628,95.0,+2.8,+5.4,+.004,-1.3,-2.3,-.019,-0.006,-3.2,-1.8,-.086,+1.1,"('leuerjo01', 'smithis01')"
3,D. Dedmon | D. Green,SAS,2016-17,58,618.5,1156,1181,90.7,+2.1,+1.9,+.014,-2.0,-3.2,-.039,+.002,-1.1,-1.9,+.016,+1.1,"('dedmode01', 'greenda02')"
4,G. Dragić | H. Whiteside,MIA,2016-17,69,1803.4,3568,3564,94.9,+1.0,+0.8,+.007,+2.0,+2.7,+.037,+.018,-2.9,-1.7,-.074,+1.1,"('dragigo01', 'whiteha01')"
5,M. Belinelli | F. Kaminsky,CHO,2016-17,67,1172.2,2374,2343,96.6,-2.5,-2.3,-.017,-0.7,-2.1,+.002,-0.019,+6.8,+7.2,+.052,+1.1,"('belinma01', 'kaminfr01')"
6,K. Felder | K. Korver,CLE,2016-17,14,114.3,231,237,98.3,-1.1,-13.6,+.062,+2.1,+1.7,+.042,+.088,+1.2,+5.7,-.104,+1.1,"('feldeka01', 'korveky01')"
7,R. Hibbert | M. Williams,CHO,2016-17,30,235.4,465,468,95.1,-2.5,-6.3,+.001,+0.3,-5.0,+.073,+.006,+5.9,+5.9,+.042,+1.1,"('hibbero01', 'willima02')"
8,J. Henson | M. Teletović,MIL,2016-17,35,179.9,355,353,94.5,+2.6,+6.0,-.001,+2.5,+6.9,+.005,+.009,-6.6,-9.2,+.001,+1.1,"('hensojo01', 'teletmi01')"
9,P. McCaw | Z. Pachulia,GSW,2016-17,37,330.4,684,690,99.8,-1.5,-1.7,-.008,+5.0,+8.3,+.070,+.020,-0.9,-2.3,+.052,+1.1,"('mccawpa01', 'pachuza01')"
10,J. Crawford | D. Cunningham,NOP,2016-17,17,238.2,470,472,94.9,+1.7,+3.6,-.002,-0.2,-0.1,-.004,-0.005,-2.1,-0.1,-.101,+1.1,"('crawfjo02', 'cunnida01')"
11,A. Bradley | T. Zeller,BOS,2016-17,29,258.2,510,511,94.9,+3.0,+2.7,+.019,+3.0,+3.0,+.065,+.034,-8.0,-9.5,-.022,+1.0,"('bradlav01', 'zellety01')"
12,F. Kaminsky | M. Plumlee,CHO,2016-17,10,103.6,189,188,87.3,+0.3,-0.5,+.006,-6.4,-12.4,-.048,-0.028,+6.8,+8.4,-.007,+1.0,"('kaminfr01', 'plumlmi01')"
13,W. Hernangómez | J. Holiday,NYK,2016-17,64,572.0,1152,1158,96.9,-0.2,+0.9,-.007,-0.6,-3.3,+.013,-0.011,+2.1,0.0,+.087,+1.0,"('hernawi01', 'holidju01')"
14,W. Chandler | J. Nurkić,DEN,2016-17,40,332.4,685,680,98.6,+2.3,-2.0,+.035,-2.9,-2.4,-.078,+.020,-0.9,+0.6,-.060,+1.0,"('chandwi01', 'nurkiju01')"
15,D. Harris | D. Williams,DAL,2016-17,25,117.3,228,220,91.6,-0.1,+7.7,-.045,+4.1,+9.8,+.024,-0.025,-3.0,-5.3,+.060,+1.0,"('harride01', 'willide01')"
16,J. Grant | D. Valentine,CHI,2016-17,29,143.9,288,288,96.0,-0.3,-0.3,-.002,0.0,-1.0,+.014,-0.002,+1.7,+1.7,+.016,+1.0,"('grantje02', 'valende01')"
17,D. Sabonis | R. Westbrook,OKC,2016-17,80,1238.4,2525,2515,97.7,+0.6,-0.2,+.007,-0.8,+1.0,-.045,+.003,+0.6,+2.1,-.041,+1.0,"('sabondo01', 'westbru01')"
18,G. Harris | J. Hernangómez,DEN,2016-17,29,258.8,528,525,97.6,-2.5,+2.9,-.044,+4.9,+5.1,+.086,-0.020,+1.2,+4.3,-.121,+1.0,"('harriga01', 'hernaju01')"
19,K. Dunn | A. Payne,MIN,2016-17,16,101.4,199,198,94.0,+7.9,+13.7,+.023,-2.0,-5.7,-.024,+.004,-12.7,-15.8,-.014,+1.0,"('dunnkr01', 'paynead01')"
22,J. Anderson | N. Stauskas,PHI,2016-17,23,276.2,557,563,97.3,-0.4,+1.2,-.011,+2.8,+9.8,-.011,+.004,-0.9,-5.5,+.137,+1.0,"('anderju01', 'stausni01')"
23,C. Frye | I. Shumpert,CLE,2016-17,64,793.5,1581,1574,95.4,-1.3,-3.8,+.006,+3.0,+9.1,-.014,+.026,+0.4,+0.3,+.008,+1.0,"('fryech01', 'shumpim01')"
24,J. Ennis | J. Martin,MEM,2016-17,24,132.3,263,270,96.7,+2.1,+8.3,-.015,+1.1,-5.2,+.104,-0.015,-4.3,-7.1,+.044,+0.9,"('ennisja01', 'martija01')"
25,H. Barnes | S. Mejri,DAL,2016-17,65,608.0,1143,1139,90.1,+2.4,+6.5,-.005,+2.2,+7.4,-.019,+.003,-6.1,-6.5,-.043,+0.9,"('barneha02', 'mejrisa01')"
26,N. Batum | M. Williams,CHO,2016-17,72,1777.6,3539,3546,95.7,-2.1,-0.3,-.022,-0.8,0.0,-.026,-0.026,+5.9,+6.4,+.038,+0.9,"('batumni01', 'willima02')"
27,G. Dieng | K. Dunn,MIN,2016-17,74,593.3,1171,1183,95.2,+0.2,+4.2,-.020,-1.7,-5.0,+.004,-0.033,+2.2,+2.0,+.027,+0.9,"('dienggo01', 'dunnkr01')"
28,S. Mac | T. Satoranský,WAS,2016-17,21,117.6,226,228,92.7,+2.1,+2.1,+.013,-0.4,+0.2,-.019,+.010,-2.9,-6.0,+.061,+0.9,"('mcclesh01', 'satorto01')"
29,D. Carroll | D. DeRozan,TOR,2016-17,64,1508.1,2967,2971,94.5,+0.6,-1.0,+.011,-2.2,-5.6,-.008,-0.001,+2.0,+1.3,+.035,+0.9,"('carrode01', 'derozde01')"
30,B. Rush | A. Wiggins,MIN,2016-17,44,875.1,1743,1744,95.6,0.0,-4.0,+.022,-3.4,-10.5,+.018,+.005,+4.3,+3.4,+.068,+0.9,"('rushbr01', 'wiggian01')"
31,V. Carter | B. Wright,MEM,2016-17,21,145.9,275,280,91.3,0.0,+2.0,-.010,-0.2,+1.2,-.024,-0.012,+1.1,+0.5,+.027,+0.9,"('cartevi01', 'wrighbr03')"
32,D. Hilliard | S. Johnson,DET,2016-17,25,172.4,337,342,94.5,+1.7,+10.4,-.031,-1.6,+3.6,-.112,-0.047,-0.9,-2.3,+.037,+0.9,"('hillida01', 'johnsst04')"
33,A. Jefferson | C. Miles,IND,2016-17,50,526.3,1054,1054,96.1,+3.0,+8.3,-.007,-1.9,-5.2,-.003,-0.022,-3.2,-5.9,+.056,+0.9,"('jeffeal01', 'milescj01')"
34,M. Gasol | J. Green,MEM,2016-17,72,1516.7,2876,2930,91.9,+0.9,+2.4,-.003,-0.7,-2.9,+.010,-0.009,-0.1,-2.1,+.061,+0.9,"('gasolma01', 'greenja01')"
35,G. Dieng | A. Wiggins,MIN,2016-17,82,2390.7,4738,4719,94.9,-0.2,-0.4,.000,-3.0,-7.7,-.005,-0.016,+4.2,+4.8,+.018,+0.8,"('dienggo01', 'wiggian01')"
36,R. Covington | N. Stauskas,PHI,2016-17,65,908.6,1887,1870,99.2,-0.1,-0.5,+.001,+3.7,+7.8,+.041,+.023,-2.8,-2.6,-.036,+0.8,"('covinro01', 'stausni01')"
37,D. Bender | J. Dudley,PHO,2016-17,22,187.5,388,390,99.6,+3.3,+3.5,+.021,+0.6,-0.9,+.028,+.022,-6.3,-11.2,+.087,+0.8,"('bendedr01', 'dudleja01')"
38,T. Hardaway | M. Muscala,ATL,2016-17,65,633.4,1305,1287,98.2,-1.7,-1.1,-.014,-1.3,-1.7,-.023,-0.021,+5.6,+8.1,-.033,+0.8,"('hardati02', 'muscami01')"
39,A. Bradley | K. Olynyk,BOS,2016-17,46,546.6,1120,1104,97.7,-0.7,-0.1,-.008,+2.6,+7.9,-.001,+.007,-0.4,-1.1,+.024,+0.8,"('bradlav01', 'olynyke01')"
40,J. Johnson | T. Johnson,MIA,2016-17,69,1478.7,2985,2962,96.5,+1.1,+1.2,+.007,+1.2,+3.6,-.002,+.013,-2.7,-0.5,-.090,+0.8,"('johnsja01', 'johnsty01')"
41,D. Bembry | K. Humphries,ATL,2016-17,28,204.1,388,393,91.8,+1.0,+2.1,+.001,-1.4,-1.9,-.028,-0.008,+0.2,+2.1,-.053,+0.8,"('bembrde01', 'humphkr01')"
44,J. Holiday | K. Porziņģis,NYK,2016-17,65,734.0,1482,1470,96.5,+1.9,+0.2,+.021,-2.5,-4.5,-.034,+.007,-0.6,-3.2,+.076,+0.8,"('holidju01', 'porzikr01')"
45,J. Layman | N. Vonleh,POR,2016-17,31,179.8,359,356,95.4,-0.9,-9.7,+.035,+4.4,+5.3,+.082,+.067,-1.8,-1.0,-.044,+0.8,"('laymaja01', 'vonleno01')"
46,R. Bullock | S. Johnson,DET,2016-17,26,239.8,478,480,95.9,+1.0,+4.1,-.011,-1.6,-3.2,-.018,-0.022,+0.3,-0.5,+.033,+0.7,"('bullore01', 'johnsst04')"
47,T. Allen | J. Martin,MEM,2016-17,22,143.9,274,289,93.9,+3.3,+7.1,+.005,-2.0,-10.6,+.044,-0.011,-3.9,-4.4,-.017,+0.7,"('allento01', 'martija01')"
48,R. Felton | B. Griffin,LAC,2016-17,60,398.4,815,834,99.3,-0.6,-1.2,-.001,-1.1,-1.9,-.016,-0.006,+3.0,+4.3,-.013,+0.7,"('feltora01', 'griffbl01')"
49,B. Diaw | D. Favors,UTA,2016-17,37,212.5,401,408,91.4,+1.5,+3.0,.000,-1.6,-2.5,-.023,-0.011,-0.7,+1.4,-.077,+0.7,"('diawbo01', 'favorde01')"
50,M. Carter-Williams | P. Zipser,CHI,2016-17,26,204.8,400,417,95.7,0.0,-0.2,+.001,-1.5,-7.5,+.053,-0.008,+2.3,+5.0,-.062,+0.7,"('cartemi01', 'zipsepa01')"
51,M. Ellis | M. Turner,IND,2016-17,73,1221.0,2464,2460,96.8,+0.9,-4.2,+.033,-1.3,-7.2,+.054,+.028,+0.2,0.0,+.008,+0.7,"('ellismo01', 'turnemy01')"
52,M. Harkless | M. Leonard,POR,2016-17,60,397.4,812,818,98.4,+3.4,+6.9,+.003,+4.4,+11.4,+.004,+.023,-10.4,-13.2,+.005,+0.7,"('harklma01', 'leoname01')"
53,J. Green | J. Meeks,ORL,2016-17,24,277.7,556,561,96.5,-0.2,-1.7,+.007,-0.3,-5.5,+.062,+.007,+1.2,+3.4,-.066,+0.7,"('greenje02', 'meeksjo01')"
54,M. Smart | T. Zeller,BOS,2016-17,44,294.4,605,609,99.0,+0.2,+3.5,-.015,+3.0,+4.1,+.057,+.001,-2.8,-3.6,+.001,+0.7,"('smartma01', 'zellety01')"
55,D. DeRozan | J. Valančiūnas,TOR,2016-17,72,1685.6,3316,3303,94.2,+0.4,-0.2,+.005,-2.0,-5.5,+.004,-0.006,+1.9,+1.5,+.031,+0.7,"('derozde01', 'valanjo01')"
56,W. Chandler | J. Murray,DEN,2016-17,68,903.8,1862,1864,98.9,-0.3,-0.3,-.002,+2.7,+6.7,+.012,+.013,-1.4,-1.3,-.015,+0.7,"('chandwi01', 'murraja01')"
57,B. Jennings | M. Kuzminskas,NYK,2016-17,47,447.7,925,915,98.6,+0.5,+0.9,+.002,+2.3,+4.6,+.028,+.014,-2.7,-4.1,+.019,+0.7,"('jennibr01', 'kuzmimi01')"
58,W. Barton | J. Murray,DEN,2016-17,55,757.6,1546,1547,98.0,-1.3,+0.4,-.017,+3.9,+8.5,+.028,+.005,-0.7,0.0,-.029,+0.7,"('bartowi01', 'murraja01')"
59,G. Harris | J. Nelson,DEN,2016-17,49,896.4,1855,1832,98.7,-0.7,+2.1,-.019,0.0,+2.9,-.040,-0.021,+2.2,+1.8,+.031,+0.7,"('harriga01', 'nelsoja01')"
60,T. Parker | J. Simmons,SAS,2016-17,51,360.2,674,688,90.7,+3.2,+3.4,+.018,-1.9,-7.7,+.028,+.006,-3.8,-5.5,+.018,+0.6,"('parketo01', 'simmojo02')"
61,J. Butler | D. Wade,CHI,2016-17,57,1244.6,2491,2488,96.0,-0.2,+3.1,-.018,-3.7,-8.3,-.042,-0.040,+4.7,+4.3,+.059,+0.6,"('butleji01', 'wadedw01')"
62,A. Gordon | T. Ross,ORL,2016-17,24,614.5,1278,1276,99.8,+0.5,+2.1,-.005,-0.4,-0.7,-.005,-0.009,+0.1,0.0,+.001,+0.6,"('gordoaa01', 'rosste01')"
63,M. Gasol | Z. Randolph,MEM,2016-17,62,719.1,1393,1357,91.8,+1.0,+7.2,-.025,-1.6,-1.6,-.034,-0.039,+0.2,-0.9,+.028,+0.6,"('gasolma01', 'randoza01')"
66,R. Covington | R. Holmes,PHI,2016-17,37,497.9,1024,1051,100.0,+1.8,+1.5,+.013,+2.7,+7.2,+.001,+.028,-5.7,-7.7,+.022,+0.6,"('covinro01', 'holmeri01')"
67,T. Allen | T. Douglas,MEM,2016-17,17,107.7,214,219,96.5,+3.6,+11.6,-.021,-3.0,-4.1,-.071,-0.047,-3.7,-3.5,-.033,+0.6,"('allento01', 'douglto01')"
68,M. Belinelli | R. Hibbert,CHO,2016-17,34,366.6,750,757,98.7,-4.3,-10.1,+.001,-2.2,-3.9,-.025,-0.004,+11.3,+12.3,+.086,+0.6,"('belinma01', 'hibbero01')"
69,D. Cousins | T. Frazier,NOP,2016-17,17,252.4,511,510,97.1,-1.5,+1.2,-.023,+0.6,+1.7,-.003,-0.021,+2.9,+5.1,-.055,+0.6,"('couside01', 'fraziti01')"
70,A. Baynes | D. Hilliard,DET,2016-17,22,158.7,306,305,92.4,+3.1,+7.2,-.001,0.0,+1.6,-.024,-0.005,-5.6,-10.6,+.099,+0.6,"('baynear01', 'hillida01')"
71,S. Curry | D. Nowitzki,DAL,2016-17,48,748.0,1478,1457,94.2,-0.6,+1.5,-.015,+2.7,+4.4,+.033,-0.001,-0.9,-2.6,+.065,+0.6,"('curryse01', 'nowitdi01')"
72,J. Murray | M. Plumlee,DEN,2016-17,27,384.6,778,799,98.4,-0.7,-3.1,+.008,+3.0,+3.5,+.056,+.026,-1.0,-2.0,+.036,+0.5,"('murraja01', 'plumlma01')"
73,J. Johnson | S. Mack,UTA,2016-17,52,611.0,1176,1185,92.7,-0.1,-5.7,+.028,+2.4,+3.0,+.049,+.045,-1.6,+1.2,-.099,+0.5,"('johnsjo02', 'macksh01')"
74,G. Antetokounmpo | T. Maker,MIL,2016-17,41,415.4,785,797,91.4,-2.2,+1.3,-.032,+1.6,+3.3,+.008,-0.024,+3.3,+3.1,+.038,+0.5,"('antetgi01', 'makerth01')"
75,D. Cousins | G. Temple,SAC,2016-17,48,832.5,1639,1618,93.9,+0.2,-0.8,+.007,-1.1,-4.8,+.024,+.002,+1.1,+2.3,-.024,+0.5,"('couside01', 'templga01')"
76,D. Arthur | J. Nurkić,DEN,2016-17,16,107.2,217,217,97.2,-0.5,-3.7,+.014,-1.8,-6.9,+.033,+.006,+3.2,+6.9,-.077,+0.5,"('arthuda01', 'nurkiju01')"
77,T. Harris | J. Leuer,DET,2016-17,68,779.1,1556,1555,95.8,+2.8,-0.1,+.032,-1.8,-4.1,-.015,+.022,-3.3,-2.5,-.062,+0.5,"('harrito02', 'leuerjo01')"
78,D. Cousins | H. Thompson,NOP,2016-17,8,116.1,239,236,98.2,-3.8,+3.9,-.060,+2.0,+2.2,+.050,-0.051,+6.1,+7.3,+.033,+0.5,"('couside01', 'thompho01')"
79,R. Lopez | D. Valentine,CHI,2016-17,44,313.2,627,626,96.0,-0.9,+0.7,-.013,+1.3,+6.0,-.034,-0.006,+0.9,-0.2,+.049,+0.5,"('lopezro01', 'valende01')"
80,T. Rozier | J. Young,BOS,2016-17,26,131.1,263,267,97.1,-2.4,+2.1,-.038,+2.1,+10.7,-.052,-0.028,+3.3,+9.4,-.172,+0.5,"('roziete01', 'youngja01')"
81,T. Ariza | S. Dekker,HOU,2016-17,62,490.7,1038,1039,101.6,-2.8,-4.1,-.010,+1.9,+9.6,-.042,+.004,+4.1,+6.7,-.046,+0.5,"('arizatr01', 'dekkesa01')"
82,Q. Acy | I. Whitehead,BRK,2016-17,28,356.3,728,726,97.9,-2.2,-3.8,-.006,+2.0,+3.8,+.022,+.009,+2.8,+2.4,+.035,+0.5,"('acyqu01', 'whiteis01')"
83,J. Holiday | D. Rose,NYK,2016-17,61,506.9,1048,1051,99.4,+3.8,+5.4,+.016,-2.1,-4.3,-.020,+.001,-5.2,-6.4,.000,+0.4,"('holidju01', 'rosede01')"
84,S. Hill | E. Moore,NOP,2016-17,70,816.2,1676,1695,99.1,+0.5,-2.1,+.017,-1.3,-4.5,+.011,+.011,+0.7,+1.7,-.022,+0.4,"('hillso01', 'mooreet01')"
85,M. Brogdon | T. Maker,MIL,2016-17,44,305.2,576,583,91.2,-1.4,+0.4,-.018,+3.9,+6.0,+.062,+.004,-0.6,-1.9,+.036,+0.4,"('brogdma01', 'makerth01')"
88,C. Joseph | T. Ross,TOR,2016-17,52,844.7,1677,1693,95.7,+0.5,+2.9,-.009,-0.1,-0.3,-.001,-0.012,-0.5,+0.2,-.027,+0.4,"('josepco01', 'rosste01')"
89,L. Mbah a Moute | A. Rivers,LAC,2016-17,59,542.1,1077,1128,97.6,+1.1,+0.7,+.008,+1.8,+1.5,+.045,+.018,-3.6,-1.9,-.092,+0.4,"('mbahalu01', 'riverau01')"
90,R. McGruder | H. Whiteside,MIA,2016-17,73,1330.4,2601,2613,94.1,+1.4,+1.0,+.010,+2.0,+3.7,+.027,+.021,-4.4,-3.6,-.076,+0.4,"('mcgruro01', 'whiteha01')"
91,J. Lauvergne | R. Westbrook,OKC,2016-17,44,268.8,566,560,100.5,-0.6,+4.2,-.029,+0.6,+1.7,+.002,-0.028,+1.0,+2.9,-.045,+0.4,"('lauvejo01', 'westbru01')"
92,G. Harris | J. Murray,DEN,2016-17,42,456.1,946,949,99.7,-1.7,-1.3,-.011,+4.4,+6.4,+.063,+.014,-0.7,-0.5,-.015,+0.4,"('harriga01', 'murraja01')"
93,J. Grant | V. Oladipo,OKC,2016-17,58,669.5,1380,1401,99.7,+0.7,+3.5,-.010,-0.1,+0.6,-.010,-0.012,-1.0,-0.8,-.011,+0.4,"('grantje01', 'oladivi01')"
94,L. Galloway | D. Motiejūnas,NOP,2016-17,19,173.2,354,357,98.6,+0.3,-0.4,+.006,+1.5,+7.3,-.033,+.014,-1.8,-0.9,-.044,+0.4,"('gallola01', 'motiedo01')"
95,R. McGruder | J. Winslow,MIA,2016-17,13,167.4,325,328,93.6,+3.8,+3.3,+.025,+2.2,+2.6,+.067,+.035,-9.3,-10.5,-.052,+0.4,"('mcgruro01', 'winslju01')"
96,D. McDermott | P. Zipser,CHI,2016-17,11,105.1,210,209,95.7,-4.0,-6.2,-.014,0.0,-2.5,+.029,-0.010,+8.5,+10.4,+.036,+0.4,"('mcderdo01', 'zipsepa01')"
97,J. Holiday | B. Jennings,NYK,2016-17,56,747.0,1499,1507,96.6,+1.7,+3.3,+.003,+0.1,+1.4,-.011,+.001,-3.2,-4.9,+.027,+0.3,"('holidju01', 'jennibr01')"
98,J. Anderson | R. Covington,PHI,2016-17,15,136.8,287,298,102.7,+4.5,+1.3,+.044,+4.1,+12.4,+.022,+.067,-12.7,-15.9,-.018,+0.3,"('anderju01', 'covinro01')"
99,H. Whiteside | J. Winslow,MIA,2016-17,18,458.5,894,893,93.5,+2.9,-0.3,+.033,-0.2,-1.8,+.019,+.032,-5.2,-2.7,-.148,+0.3,"('whiteha01', 'winslju01')"
100,D. Collison | T. Lawson,SAC,2016-17,43,347.2,682,684,94.4,+2.2,+0.8,+.020,-0.1,-3.3,+.038,+.019,-3.9,-2.6,-.068,+0.3,"('collida01', 'lawsoty01')"
101,K. Caldwell-Pope | S. Johnson,DET,2016-17,52,338.9,683,682,96.7,+3.3,+12.6,-.027,-1.6,+0.7,-.069,-0.043,-4.7,-1.1,-.152,+0.3,"('caldwke01', 'johnsst04')"
102,R. Jefferson | J. Smith,CLE,2016-17,33,219.1,446,449,98.1,-2.9,-5.9,-.001,+3.2,+5.3,+.043,+.021,+2.8,+3.3,+.016,+0.3,"('jefferi01', 'smithjr01')"
103,J. Crawford | J. Redick,LAC,2016-17,73,540.5,1171,1071,99.6,-2.8,-7.7,+.009,+1.0,-0.4,+.041,+.021,+4.9,+9.8,-.073,+0.3,"('crawfja01', 'redicjj01')"
104,E. Kanter | C. Payne,OKC,2016-17,10,125.0,245,242,93.5,-1.3,+0.5,-.017,+4.4,+5.0,+.123,+.007,-1.5,-2.4,+.014,+0.3,"('kanteen01', 'payneca01')"
105,K. Towns | A. Wiggins,MIN,2016-17,82,2601.0,5183,5158,95.4,+0.4,+0.5,+.001,-2.9,-7.4,-.005,-0.015,+2.4,+2.4,+.023,+0.3,"('townska01', 'wiggian01')"
106,J. Ennis | Z. Randolph,MEM,2016-17,60,729.7,1435,1393,93.0,-0.4,+3.2,-.020,-0.9,-0.8,-.020,-0.027,+1.9,+1.4,+.030,+0.3,"('ennisja01', 'randoza01')"
107,A. Afflalo | R. Gay,SAC,2016-17,25,456.0,904,913,95.6,-2.7,-2.2,-.019,-1.6,-5.2,+.016,-0.027,+7.2,+6.6,+.082,+0.3,"('afflaar01', 'gayru01')"
0,L. Deng | L. Williams,LAL,2016-17,50,494.9,1043,1015,99.8,-3.5,-5.4,-.011,+0.3,+0.7,+.002,-0.006,+7.0,+6.5,+.071,+0.3,"('denglu01', 'willilo02')"
1,A. Aminu | M. Leonard,POR,2016-17,47,468.8,945,958,97.4,+1.3,+0.9,+.010,+4.9,+11.1,+.027,+.038,-7.1,-9.2,+.013,+0.3,"('aminual01', 'leoname01')"
