,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS,lineupID
0,M. Dellavedova | L. James | J. Smith | T. Thompson,CLE,2014-15,21,90.1,166,173,90.3,+9.8,+13.0,+.049,+7.5,+13.0,+.100,+.084,-0.8,+1.9,-.068,+26.4,"('dellama01', 'jamesle01', 'smithjr01', 'thomptr01')"
1,N. Collison | R. Jackson | J. Lamb | A. Morrow,OKC,2014-15,16,81.6,154,159,92.1,+12.8,+7.4,+.105,+3.5,+5.5,+.057,+.120,-2.7,-8.2,+.155,+26.3,"('collini01', 'jacksre01', 'lambje01', 'morroan01')"
2,J. Dudley | B. Knight | K. Middleton | Z. Pachulia,MIL,2014-15,32,151.4,314,297,96.9,+10.3,+5.5,+.093,+4.7,+0.9,+.179,+.118,+1.0,+1.8,-.019,+26.3,"('dudleja01', 'knighbr03', 'middlkh01', 'pachuza01')"
3,R. Jackson | A. Morrow | K. Perkins | R. Westbrook,OKC,2014-15,24,66.8,137,138,98.9,+16.3,+23.9,+.060,+0.1,+0.2,.000,+.049,-6.3,-9.9,+.047,+26.3,"('jacksre01', 'morroan01', 'perkike01', 'westbru01')"
4,G. Green | I. Thomas | A. Tolliver | P. Tucker,PHO,2014-15,10,59.0,115,114,93.1,+10.2,+3.6,+.105,+5.2,+8.5,+.098,+.134,+0.7,-3.7,+.139,+26.2,"('greenge01', 'thomais02', 'tollian01', 'tuckepj01')"
5,M. Dellavedova | K. Irving | L. James | K. Love,CLE,2014-15,19,71.5,127,129,85.9,+6.9,+12.3,+.012,+0.2,+6.0,-.060,+.004,+12.0,+15.2,-.054,+26.0,"('dellama01', 'irvinky01', 'jamesle01', 'loveke01')"
6,A. Aminu | J. Barea | T. Chandler | M. Ellis,DAL,2014-15,24,76.3,153,160,98.5,+11.8,+8.3,+.098,+1.0,-0.8,+.047,+.099,+1.5,-0.2,+.066,+26.0,"('aminual01', 'bareajo01', 'chandty01', 'ellismo01')"
7,R. Butler | K. Humphries | O. Porter | J. Wall,WAS,2014-15,24,69.0,143,143,99.5,+12.6,+4.9,+.112,-1.4,-8.4,+.058,+.103,+2.1,+1.4,+.046,+25.9,"('butlera01', 'humphkr01', 'porteot01', 'walljo01')"
8,M. Belinelli | B. Diaw | M. Ginóbili | C. Joseph,SAS,2014-15,23,127.6,253,251,94.8,+8.0,+2.9,+.078,+5.1,+5.4,+.137,+.106,+4.7,+1.0,+.202,+25.8,"('belinma01', 'diawbo01', 'ginobma01', 'josepco01')"
9,B. Diaw | D. Green | C. Joseph | T. Splitter,SAS,2014-15,15,48.5,94,92,92.1,+8.8,+9.9,+.049,+5.2,+2.7,+.173,+.073,+2.8,+5.9,-.058,+25.7,"('diawbo01', 'greenda02', 'josepco01', 'splitti01')"
10,N. Batum | M. Leonard | R. Lopez | C. McCollum,POR,2014-15,13,50.6,101,102,96.3,+8.3,-2.0,+.099,+3.1,+8.2,-.016,+.117,+6.1,+3.2,+.147,+25.7,"('batumni01', 'leoname01', 'lopezro01', 'mccolcj01')"
11,G. Dragić | G. Green | M. Plumlee | I. Thomas,PHO,2014-15,17,70.2,137,141,95.1,+11.3,+2.7,+.108,+13.3,+13.1,+.281,+.177,-10.3,-13.0,-.003,+25.7,"('dragigo01', 'greenge01', 'plumlmi01', 'thomais02')"
12,B. Bass | J. Crowder | M. Smart | T. Zeller,BOS,2014-15,21,78.1,148,154,92.8,+9.7,+11.7,+.046,+6.9,+4.8,+.250,+.078,-0.7,+1.5,-.082,+25.6,"('bassbr01', 'crowdja01', 'smartma01', 'zellety01')"
13,G. Dragić | A. Len | M. Morris | I. Thomas,PHO,2014-15,19,55.3,122,120,105.0,+13.4,+7.7,+.112,-0.1,-0.3,.000,+.108,-1.2,-3.8,+.061,+25.4,"('dragigo01', 'lenal01', 'morrima02', 'thomais02')"
14,A. Brooks | J. Butler | N. Mirotić | J. Noah,CHI,2014-15,25,123.9,237,231,90.7,+7.2,-4.7,+.109,+4.9,+6.3,+.127,+.140,+6.1,+4.7,+.070,+25.4,"('brookaa01', 'butleji01', 'mirotni01', 'noahjo01')"
15,C. Brewer | J. Harden | J. Smith | J. Terry,HOU,2014-15,48,225.5,491,474,102.7,+6.1,-7.2,+.109,+6.5,+6.6,+.149,+.151,+6.7,+8.1,+.032,+25.4,"('breweco01', 'hardeja01', 'smithjo03', 'terryja01')"
16,M. Dellavedova | I. Shumpert | J. Smith | T. Thompson,CLE,2014-15,19,72.8,136,142,91.7,+8.8,+6.6,+.069,+9.8,+20.9,+.098,+.122,-2.1,-2.6,-.005,+25.4,"('dellama01', 'shumpim01', 'smithjr01', 'thomptr01')"
17,V. Carter | M. Conley | C. Lee | Z. Randolph,MEM,2014-15,22,80.5,167,142,92.1,+9.6,+3.7,+.088,+0.4,-5.9,+.111,+.088,+5.6,+3.7,+.155,+25.3,"('cartevi01', 'conlemi01', 'leeco01', 'randoza01')"
18,T. Ariza | C. Brewer | D. Howard | P. Prigioni,HOU,2014-15,9,66.0,130,132,95.2,+11.3,+2.1,+.120,+0.1,+0.4,.000,+.120,+2.5,+7.3,-.068,+25.2,"('arizatr01', 'breweco01', 'howardw01', 'prigipa01')"
19,H. Barnes | S. Curry | A. Iguodala | K. Thompson,GSW,2014-15,48,180.0,394,402,106.2,+7.5,-5.3,+.116,+4.9,+3.1,+.140,+.148,+5.3,+7.9,-.028,+25.2,"('barneha02', 'curryst01', 'iguodan01', 'thompkl01')"
22,A. Brooks | J. Butler | J. Noah | D. Rose,CHI,2014-15,13,79.5,171,165,101.4,+6.4,-1.7,+.088,+2.7,+2.9,+.078,+.106,+9.6,+10.6,+.022,+25.1,"('brookaa01', 'butleji01', 'noahjo01', 'rosede01')"
23,M. Beasley | M. Chalmers | T. Johnson | H. Walker,MIA,2014-15,8,57.5,105,108,88.9,+10.3,-6.1,+.155,+6.8,+1.7,+.236,+.199,-2.4,+3.4,-.213,+25.1,"('beaslmi01', 'chalmma01', 'johnsty01', 'walkebi01')"
24,M. Dellavedova | L. James | I. Shumpert | T. Thompson,CLE,2014-15,33,212.9,395,394,89.0,+5.7,+0.8,+.061,+9.1,+11.1,+.185,+.112,+4.5,+8.3,-.070,+25.1,"('dellama01', 'jamesle01', 'shumpim01', 'thomptr01')"
25,B. Diaw | M. Ginóbili | D. Green | C. Joseph,SAS,2014-15,25,98.1,188,189,92.2,+8.2,+11.1,+.034,+6.4,+12.3,+.058,+.063,+2.2,+4.4,-.035,+25.0,"('diawbo01', 'ginobma01', 'greenda02', 'josepco01')"
26,H. Barnes | A. Bogut | S. Curry | A. Iguodala,GSW,2014-15,20,64.4,135,131,99.1,+11.0,-1.2,+.128,+4.3,+0.6,+.139,+.153,-1.4,-0.7,-.031,+25.0,"('barneha02', 'bogutan01', 'curryst01', 'iguodan01')"
27,D. Dedmon | C. Frye | B. Gordon | E. Payton,ORL,2014-15,13,66.8,120,121,86.6,+15.2,+5.7,+.148,+4.2,-5.6,+.265,+.169,-9.8,-10.6,-.124,+24.9,"('dedmode01', 'fryech01', 'gordobe01', 'paytoel01')"
28,J. Bayless | J. Dudley | K. Marshall | K. Middleton,MIL,2014-15,12,84.1,152,156,87.9,+9.5,-0.9,+.110,+4.8,+1.4,+.152,+.137,+1.0,-4.0,+.202,+24.9,"('bayleje01', 'dudleja01', 'marshke01', 'middlkh01')"
29,S. Curry | D. Green | A. Iguodala | S. Livingston,GSW,2014-15,19,88.1,182,179,98.3,+9.4,+8.1,+.071,+9.8,+14.5,+.175,+.125,-3.6,-6.5,+.047,+24.9,"('curryst01', 'greendr01', 'iguodan01', 'livinsh01')"
30,G. Green | M. Morris | I. Thomas | P. Tucker,PHO,2014-15,21,54.0,109,107,96.0,+4.0,-8.9,+.101,+8.1,+13.3,+.121,+.160,+8.8,+8.7,+.046,+24.9,"('greenge01', 'morrima02', 'thomais02', 'tuckepj01')"
31,A. Anderson | B. Lopez | D. Williams | T. Young,BRK,2014-15,14,49.2,96,99,95.1,+11.6,-1.1,+.126,+4.2,-14.7,+.360,+.148,-2.7,+1.6,-.216,+24.8,"('anderal01', 'lopezbr01', 'willide01', 'youngth01')"
32,J. Bayless | O. Mayo | K. Middleton | Z. Pachulia,MIL,2014-15,20,92.8,183,181,94.2,+11.1,+10.0,+.076,+5.4,-2.5,+.236,+.100,-2.9,-6.3,+.082,+24.7,"('bayleje01', 'mayooj01', 'middlkh01', 'pachuza01')"
33,T. Allen | K. Koufos | Z. Randolph | B. Udrih,MEM,2014-15,30,98.4,189,191,92.7,+12.0,-0.6,+.136,-2.0,-10.9,+.096,+.125,+2.8,+4.4,-.030,+24.7,"('allento01', 'koufoko01', 'randoza01', 'udrihbe01')"
34,J. Bayless | J. Dudley | E. İlyasova | K. Middleton,MIL,2014-15,10,69.8,130,130,89.4,+9.2,+11.5,+.045,+3.1,+9.2,-.023,+.055,+3.1,-2.3,+.317,+24.6,"('bayleje01', 'dudleja01', 'ilyaser01', 'middlkh01')"
35,K. Korver | P. Millsap | T. Sefolosha | J. Teague,ATL,2014-15,27,180.3,358,352,94.5,+8.6,+0.2,+.095,+1.5,+1.0,+.046,+.104,+5.9,+4.4,+.127,+24.6,"('korveky01', 'millspa01', 'sefolth01', 'teaguje01')"
36,C. Andersen | N. Cole | L. Deng | S. Williams,MIA,2014-15,13,50.8,96,92,88.9,+9.0,+1.7,+.097,+6.1,0.0,+.253,+.132,+0.4,+1.2,-.018,+24.4,"('anderch01', 'coleno01', 'denglu01', 'willish03')"
37,L. Aldridge | N. Batum | J. Freeland | D. Lillard,POR,2014-15,4,55.6,101,106,89.3,+8.8,+3.7,+.074,+9.1,+15.8,+.151,+.119,-2.3,-4.0,+.050,+24.4,"('aldrila01', 'batumni01', 'freeljo01', 'lillada01')"
38,B. Diaw | M. Ginóbili | D. Green | P. Mills,SAS,2014-15,17,54.3,111,107,96.4,+1.6,+4.4,-.003,+8.9,+19.2,+.124,+.050,+12.2,+9.2,+.256,+24.2,"('diawbo01', 'ginobma01', 'greenda02', 'millspa02')"
39,D. Green | A. Iguodala | M. Speights | K. Thompson,GSW,2014-15,52,177.0,372,357,98.8,+8.2,-3.4,+.109,+4.6,+8.6,+.074,+.136,+3.3,+2.0,+.070,+24.2,"('greendr01', 'iguodan01', 'speigma01', 'thompkl01')"
40,S. Ibaka | A. Morrow | K. Perkins | R. Westbrook,OKC,2014-15,22,56.5,119,115,99.4,+14.9,+8.1,+.126,+4.9,+6.9,+.114,+.150,-10.4,-10.6,-.050,+24.2,"('ibakase01', 'morroan01', 'perkike01', 'westbru01')"
41,A. Ajinça | N. Cole | D. Cunningham | T. Evans,NOP,2014-15,20,66.7,126,122,89.2,+10.7,+2.5,+.099,+1.4,-3.1,+.111,+.106,+1.2,-3.8,+.217,+24.0,"('ajincal01', 'coleno01', 'cunnida01', 'evansty01')"
44,L. Aldridge | S. Blake | C. Kaman | C. McCollum,POR,2014-15,32,121.1,240,243,95.7,+9.2,-0.1,+.101,+6.7,+9.8,+.152,+.137,-1.1,-1.0,-.016,+24.0,"('aldrila01', 'blakest01', 'kamanch01', 'mccolcj01')"
45,T. Duncan | M. Ginóbili | C. Joseph | K. Leonard,SAS,2014-15,21,65.8,129,129,94.1,+8.5,+9.3,+.045,+0.8,+3.1,-.034,+.044,+6.2,+7.0,+.063,+24.0,"('duncati01', 'ginobma01', 'josepco01', 'leonaka01')"
46,C. Brewer | J. Dorsey | J. Harden | J. Smith,HOU,2014-15,26,97.0,216,221,108.2,+4.5,+2.4,+.040,+1.6,+4.3,+.007,+.048,+13.3,+18.1,+.024,+23.9,"('breweco01', 'dorsejo01', 'hardeja01', 'smithjo03')"
47,A. Aminu | D. Harris | D. Nowitzki | B. Wright,DAL,2014-15,18,94.0,180,178,91.4,+15.1,+7.3,+.123,-4.0,-0.8,-.153,+.098,-2.4,-6.9,+.157,+23.8,"('aminual01', 'harride01', 'nowitdi01', 'wrighbr03')"
48,G. Antetokounmpo | J. Dudley | K. Middleton | Z. Pachulia,MIL,2014-15,29,116.9,225,222,91.8,+8.0,+1.5,+.084,+2.2,-4.3,+.152,+.096,+5.6,+6.0,+.042,+23.8,"('antetgi01', 'dudleja01', 'middlkh01', 'pachuza01')"
49,L. Aldridge | N. Batum | C. Kaman | C. McCollum,POR,2014-15,22,84.4,165,162,92.9,+12.7,+6.3,+.111,+4.1,+6.3,+.077,+.131,-5.8,-6.5,-.054,+23.7,"('aldrila01', 'batumni01', 'kamanch01', 'mccolcj01')"
50,S. Ibaka | R. Jackson | A. Morrow | K. Perkins,OKC,2014-15,33,111.9,216,215,92.5,+14.2,+13.5,+.095,+3.7,-2.9,+.174,+.109,-8.4,-14.5,+.069,+23.7,"('ibakase01', 'jacksre01', 'morroan01', 'perkike01')"
51,O. Casspi | D. Cousins | B. McLemore | J. Thompson,SAC,2014-15,15,101.6,203,203,96.0,+9.4,-4.9,+.141,-3.0,-13.8,+.143,+.126,+7.9,+6.4,+.124,+23.6,"('casspom01', 'couside01', 'mclembe01', 'thompja02')"
52,L. Allen | C. Copeland | L. Scola | C. Watson,IND,2014-15,7,50.3,103,97,95.5,+15.1,+5.9,+.152,+1.6,+5.5,.000,+.159,-8.4,-5.7,-.136,+23.5,"('allenla01', 'copelch01', 'scolalu01', 'watsocj01')"
53,M. Leonard | D. Lillard | R. Lopez | C. McCollum,POR,2014-15,15,72.7,140,142,93.1,+9.8,-1.5,+.111,+7.3,+13.1,+.050,+.151,-3.3,-6.8,+.133,+23.5,"('leoname01', 'lillada01', 'lopezro01', 'mccolcj01')"
54,T. Black | R. Kelly | J. Lin | N. Young,LAL,2014-15,7,53.8,102,105,92.3,+7.8,+2.4,+.080,-3.6,-11.8,+.046,+.057,+11.3,+9.6,+.134,+23.4,"('blackta01', 'kellyry01', 'linje01', 'youngni01')"
55,N. Collison | A. Morrow | D. Waiters | R. Westbrook,OKC,2014-15,25,86.8,193,184,104.2,+5.4,+3.7,+.040,+3.6,+0.2,+.124,+.058,+9.0,+8.7,+.083,+23.4,"('collini01', 'morroan01', 'waitedi01', 'westbru01')"
56,T. Booker | D. Exum | R. Gobert | E. Millsap,UTA,2014-15,27,73.2,135,131,87.2,+8.7,-1.9,+.108,+4.3,+3.1,+.139,+.133,+1.6,-3.8,+.176,+23.3,"('booketr01', 'exumda01', 'goberru01', 'millsel01')"
57,A. Johnson | P. Patterson | T. Ross | L. Williams,TOR,2014-15,34,110.6,215,211,92.5,+6.3,+0.7,+.067,+7.8,+4.6,+.216,+.110,+2.9,+8.0,-.111,+23.3,"('johnsam01', 'pattepa01', 'rosste01', 'willilo02')"
58,T. Booker | T. Burke | D. Favors | E. Millsap,UTA,2014-15,25,94.6,182,180,91.8,+9.0,+2.9,+.092,+4.3,+10.2,+.046,+.115,+0.9,+1.4,+.002,+23.3,"('booketr01', 'burketr01', 'favorde01', 'millsel01')"
59,B. Biyombo | G. Henderson | M. Kidd-Gilchrist | M. Williams,CHO,2014-15,20,88.9,170,165,90.4,+8.4,+6.3,+.063,-0.2,-11.4,+.150,+.059,+6.6,+13.0,-.122,+23.2,"('biyombi01', 'hendege02', 'kiddgmi01', 'willima02')"
60,S. Blake | M. Leonard | R. Lopez | C. McCollum,POR,2014-15,12,56.6,112,112,95.0,+8.9,+3.6,+.079,+6.3,+13.4,+.047,+.110,-0.9,-6.3,+.193,+23.2,"('blakest01', 'leoname01', 'lopezro01', 'mccolcj01')"
61,A. Bogut | S. Curry | D. Green | J. Holiday,GSW,2014-15,12,54.4,112,112,98.8,+10.7,+0.9,+.116,+3.6,+9.8,-.023,+.135,-1.8,+1.8,-.215,+23.2,"('bogutan01', 'curryst01', 'greendr01', 'holidju01')"
62,A. Bogut | D. Green | A. Iguodala | K. Thompson,GSW,2014-15,52,229.3,468,473,98.5,+8.3,+7.1,+.059,+7.3,+12.8,+.102,+.097,-0.6,-2.9,+.078,+23.2,"('bogutan01', 'greendr01', 'iguodan01', 'thompkl01')"
63,D. Green | K. Leonard | T. Parker | T. Splitter,SAS,2014-15,31,301.1,589,596,94.4,+9.8,+0.1,+.107,+0.9,-1.2,+.083,+.112,+2.5,+1.6,+.068,+23.1,"('greenda02', 'leonaka01', 'parketo01', 'splitti01')"
66,J. Barea | T. Chandler | D. Harris | R. Jefferson,DAL,2014-15,17,58.7,103,106,85.5,+5.9,-1.2,+.069,+8.0,+17.2,+.077,+.113,+3.2,+1.4,+.140,+23.0,"('bareajo01', 'chandty01', 'harride01', 'jefferi01')"
67,J. Dorsey | J. Harden | J. Smith | J. Terry,HOU,2014-15,18,58.4,123,121,100.3,+5.1,-2.2,+.071,+8.9,+12.8,+.170,+.123,+3.8,+4.6,+.008,+22.8,"('dorsejo01', 'hardeja01', 'smithjo03', 'terryja01')"
68,A. Bogut | S. Curry | D. Green | A. Iguodala,GSW,2014-15,55,256.7,523,528,98.3,+9.3,+10.0,+.055,+8.5,+15.3,+.097,+.097,-4.6,-6.4,+.033,+22.7,"('bogutan01', 'curryst01', 'greendr01', 'iguodan01')"
69,M. Barnes | J. Crawford | C. Paul | J. Redick,LAC,2014-15,32,84.1,198,185,109.3,+5.4,-2.1,+.083,-3.2,-9.7,-.012,+.064,+14.9,+20.8,-.007,+22.6,"('barnema02', 'crawfja01', 'paulch01', 'redicjj01')"
70,E. İlyasova | B. Knight | K. Middleton | Z. Pachulia,MIL,2014-15,12,82.8,170,165,97.1,+7.2,+7.6,+.042,+1.5,-3.0,+.135,+.046,+6.7,+7.8,+.039,+22.6,"('ilyaser01', 'knighbr03', 'middlkh01', 'pachuza01')"
71,D. Collison | D. Cousins | R. Gay | C. Landry,SAC,2014-15,18,77.2,157,154,96.7,0.0,-4.8,+.024,-3.3,-7.5,-.078,+.005,+25.7,+24.3,+.142,+22.5,"('collida01', 'couside01', 'gayru01', 'landrca01')"
72,K. Irving | L. James | K. Love | T. Thompson,CLE,2014-15,58,398.8,767,754,91.5,+2.8,-1.1,+.038,+2.6,+2.8,+.061,+.053,+14.2,+16.4,+.050,+22.5,"('irvinky01', 'jamesle01', 'loveke01', 'thomptr01')"
73,B. Knight | K. Middleton | Z. Pachulia | J. Parker,MIL,2014-15,15,65.1,129,128,94.8,+7.5,+0.9,+.082,+0.7,-8.0,+.202,+.086,+6.9,-0.2,+.346,+22.5,"('knighbr03', 'middlkh01', 'pachuza01', 'parkeja01')"
74,R. Covington | J. Grant | L. Mbah a Moute | N. Noel,PHI,2014-15,21,70.8,137,146,96.0,+7.4,-10.7,+.142,+5.5,+5.9,+.135,+.180,+2.0,+10.2,-.204,+22.4,"('covinro01', 'grantje01', 'mbahalu01', 'noelne01')"
75,J. Harden | D. Motiejūnas | J. Smith | J. Terry,HOU,2014-15,28,88.1,178,173,95.6,+6.3,+5.5,+.043,+6.0,+12.2,+.057,+.074,+3.9,+5.5,-.018,+22.4,"('hardeja01', 'motiedo01', 'smithjo03', 'terryja01')"
76,J. Harden | D. Howard | T. Jones | J. Terry,HOU,2014-15,10,89.1,175,177,94.8,+2.7,-10.4,+.092,+8.6,+9.3,+.242,+.150,+8.2,+7.1,+.097,+22.3,"('hardeja01', 'howardw01', 'joneste01', 'terryja01')"
77,K. Irving | L. James | I. Shumpert | T. Thompson,CLE,2014-15,26,114.0,225,230,95.8,+2.3,-6.5,+.065,+8.6,+15.6,+.084,+.120,+9.2,+7.1,+.160,+22.3,"('irvinky01', 'jamesle01', 'shumpim01', 'thomptr01')"
78,M. Carter-Williams | E. İlyasova | O. Mayo | K. Middleton,MIL,2014-15,7,52.4,114,110,102.7,+11.0,+0.7,+.133,-0.2,-8.7,+.113,+.132,+0.3,+1.0,-.019,+22.2,"('cartemi01', 'ilyaser01', 'mayooj01', 'middlkh01')"
79,B. Diaw | T. Duncan | M. Ginóbili | C. Joseph,SAS,2014-15,28,97.1,192,195,95.7,+8.9,+6.5,+.067,+1.7,+2.4,+.036,+.073,+2.8,+5.0,-.008,+22.2,"('diawbo01', 'duncati01', 'ginobma01', 'josepco01')"
80,A. Aminu | T. Chandler | M. Ellis | C. Parsons,DAL,2014-15,42,241.0,488,501,98.5,+9.8,+8.0,+.075,+2.0,+3.3,+.038,+.083,+0.5,+1.1,-.012,+22.2,"('aminual01', 'chandty01', 'ellismo01', 'parsoch01')"
81,H. Barnes | D. Green | A. Iguodala | K. Thompson,GSW,2014-15,41,132.9,284,299,105.3,+7.0,-3.3,+.101,+3.5,-0.5,+.120,+.124,+4.7,+6.2,+.002,+22.2,"('barneha02', 'greendr01', 'iguodan01', 'thompkl01')"
82,G. Antetokounmpo | J. Bayless | O. Mayo | K. Middleton,MIL,2014-15,16,78.0,154,152,94.2,+9.9,+1.5,+.107,+3.8,-5.6,+.238,+.128,-1.6,-3.6,+.050,+22.1,"('antetgi01', 'bayleje01', 'mayooj01', 'middlkh01')"
83,S. Curry | D. Green | A. Iguodala | K. Thompson,GSW,2014-15,68,485.2,1031,1029,101.9,+7.7,+2.7,+.074,+6.1,+9.8,+.094,+.107,+0.6,-0.2,+.031,+22.1,"('curryst01', 'greendr01', 'iguodan01', 'thompkl01')"
84,G. Green | A. Len | M. Morris | I. Thomas,PHO,2014-15,16,50.1,96,102,94.9,+12.6,+20.3,+.035,+2.5,+14.5,-.145,+.038,-5.6,-13.4,+.179,+22.0,"('greenge01', 'lenal01', 'morrima02', 'thomais02')"
85,P. Antić | P. Millsap | T. Sefolosha | J. Teague,ATL,2014-15,26,126.2,256,254,97.0,+6.8,+2.5,+.067,+1.1,+6.9,-.048,+.072,+7.3,+8.4,+.044,+22.0,"('anticpe01', 'millspa01', 'sefolth01', 'teaguje01')"
88,G. Dragić | M. Morris | M. Plumlee | I. Thomas,PHO,2014-15,16,56.1,119,118,101.3,+6.4,+2.6,+.062,+2.5,+7.4,-.005,+.075,+6.6,+2.3,+.226,+22.0,"('dragigo01', 'morrima02', 'plumlmi01', 'thomais02')"
89,T. Duncan | D. Green | K. Leonard | T. Splitter,SAS,2014-15,30,284.2,557,562,94.5,+9.3,-2.2,+.113,+0.6,-1.8,+.084,+.117,+2.8,+2.8,+.031,+22.0,"('duncati01', 'greenda02', 'leonaka01', 'splitti01')"
90,A. Anderson | B. Lopez | M. Teletović | D. Williams,BRK,2014-15,14,84.6,160,168,93.1,+7.3,+1.3,+.075,+2.2,+9.1,-.020,+.086,+5.2,+4.3,+.075,+21.9,"('anderal01', 'lopezbr01', 'teletmi01', 'willide01')"
91,A. Baynes | B. Diaw | M. Ginóbili | C. Joseph,SAS,2014-15,32,140.7,275,276,94.0,+6.7,+9.4,+.028,+8.0,+12.1,+.169,+.069,+0.4,-6.5,+.240,+21.8,"('baynear01', 'diawbo01', 'ginobma01', 'josepco01')"
92,R. Covington | L. Mbah a Moute | N. Noel | I. Smith,PHI,2014-15,15,86.0,177,172,97.4,+9.3,-6.0,+.129,+8.3,+11.9,+.142,+.179,-5.1,-3.6,-.108,+21.8,"('covinro01', 'mbahalu01', 'noelne01', 'smithis01')"
93,J. Johnson | S. Karasev | M. Plumlee | D. Williams,BRK,2014-15,7,71.8,133,133,88.9,+10.5,+3.0,+.109,-1.5,-1.5,-.033,+.098,+2.3,+3.0,-.001,+21.8,"('johnsjo02', 'karasse01', 'plumlma01', 'willide01')"
94,R. Hibbert | G. Hill | D. Rudež | D. West,IND,2014-15,11,49.6,98,96,93.8,-0.7,-19.4,+.080,+5.0,+7.8,+.104,+.118,+18.1,+25.1,-.027,+21.6,"('hibbero01', 'hillge01', 'rudezda01', 'westda01')"
95,S. Curry | A. Iguodala | M. Speights | K. Thompson,GSW,2014-15,49,163.1,354,336,101.6,+6.8,-1.4,+.086,+5.4,+10.6,+.077,+.117,+2.7,+3.2,+.004,+21.6,"('curryst01', 'iguodan01', 'speigma01', 'thompkl01')"
96,A. Aminu | T. Chandler | D. Harris | C. Parsons,DAL,2014-15,29,93.1,193,198,100.8,+6.0,+5.8,+.041,+3.8,+13.4,-.045,+.060,+5.6,+7.9,+.003,+21.5,"('aminual01', 'chandty01', 'harride01', 'parsoch01')"
97,M. McGary | A. Morrow | D. Waiters | R. Westbrook,OKC,2014-15,21,64.1,139,141,104.9,+4.1,-2.4,+.061,+7.2,+3.2,+.295,+.104,+6.0,+6.2,+.048,+21.5,"('mcgarmi01', 'morroan01', 'waitedi01', 'westbru01')"
98,B. Biyombo | P. Hairston | G. Neal | M. Williams,CHO,2014-15,10,63.8,132,128,97.8,+4.3,+6.5,+.019,+7.3,+11.4,+.101,+.056,+5.5,+5.3,+.056,+21.4,"('biyombi01', 'hairspj02', 'nealga01', 'willima02')"
99,B. Beal | D. Gooden | M. Gortat | P. Pierce,WAS,2014-15,15,89.9,174,172,92.4,+7.0,-4.5,+.098,+4.5,+5.5,+.106,+.125,+2.7,+5.0,-.046,+21.3,"('bealbr01', 'goodedr01', 'gortama01', 'piercpa01')"
100,P. Antić | P. Millsap | D. Schröder | T. Sefolosha,ATL,2014-15,27,80.9,152,147,88.7,+4.1,+11.4,-.017,+5.0,+10.5,+.030,+.005,+8.1,+11.8,+.022,+21.3,"('anticpe01', 'millspa01', 'schrode01', 'sefolth01')"
101,T. Ariza | T. Black | D. Motiejūnas | J. Terry,HOU,2014-15,12,73.9,145,150,95.8,+5.5,-0.4,+.063,+7.8,+9.2,+.149,+.108,+2.5,+1.4,+.078,+21.3,"('arizatr01', 'blackta01', 'motiedo01', 'terryja01')"
102,T. Ariza | I. Canaan | J. Harden | D. Howard,HOU,2014-15,8,101.2,203,200,95.6,+2.9,-8.2,+.076,+4.8,+7.1,+.094,+.109,+10.7,+14.5,+.035,+21.3,"('arizatr01', 'canaais01', 'hardeja01', 'howardw01')"
103,D. DeRozan | K. Lowry | P. Patterson | G. Vásquez,TOR,2014-15,26,65.6,133,125,94.3,+8.5,+7.8,+.059,+6.4,+9.2,+.131,+.092,-2.1,-6.5,+.083,+21.3,"('derozde01', 'lowryky01', 'pattepa01', 'vasqugr01')"
104,S. Ibaka | R. Jackson | A. Morrow | A. Roberson,OKC,2014-15,10,49.2,95,92,91.2,+10.5,+5.5,+.087,+3.9,+7.5,+.027,+.104,-3.6,-10.4,+.093,+21.3,"('ibakase01', 'jacksre01', 'morroan01', 'roberan03')"
105,B. Biyombo | G. Henderson | B. Roberts | C. Zeller,CHO,2014-15,16,79.9,146,146,87.8,+6.2,+4.1,+.048,0.0,-11.6,+.262,+.047,+8.9,+9.6,+.056,+21.2,"('biyombi01', 'hendege02', 'roberbr01', 'zelleco01')"
106,E. Bledsoe | M. Morris | I. Thomas | B. Wright,PHO,2014-15,12,50.9,103,110,100.4,+11.3,+1.7,+.124,+2.9,+8.6,-.041,+.139,-4.3,+0.7,-.197,+21.1,"('bledser01', 'morrima03', 'thomais02', 'wrighbr03')"
107,K. Caldwell-Pope | R. Jackson | J. Meeks | A. Tolliver,DET,2014-15,17,62.4,132,124,98.4,+8.8,+6.4,+.073,+6.5,+9.3,+.131,+.108,-2.9,+4.3,-.201,+21.1,"('caldwke01', 'jacksre01', 'meeksjo01', 'tollian01')"
0,O. Casspi | B. McLemore | R. Sessions | J. Thompson,SAC,2014-15,5,71.3,138,137,92.6,+7.0,-15.9,+.154,-0.8,-11.8,+.165,+.157,+7.9,+8.6,+.098,+21.1,"('casspom01', 'mclembe01', 'sessira01', 'thompja02')"
1,E. Bledsoe | M. Morris | I. Thomas | B. Wright,PHO,2014-15,12,50.9,103,110,100.4,+11.3,+1.7,+.124,+2.9,+8.6,-.041,+.139,-4.3,+0.7,-.197,+21.1,"('bledser01', 'morrima03', 'thomais02', 'wrighbr03')"
