,Team,Lg,Salary,Season,pid
2620,Memphis Grizzlies,NBA,"$163,296",2014-15,203479
2621,Denver Nuggets,NBA,"$19,914",2014-15,203479
2622,Memphis Grizzlies,NBA,"$163,296",2015-16,203479
2623,Memphis Grizzlies,NBA,"$163,296",2016-17,203479
2624,Memphis Grizzlies,NBA,"$163,296",2017-18,203479
2625,Memphis Grizzlies,NBA,"$163,296",2018-19,203479
2626,(may be incomplete),,"$836,394",Career,203479
2627,Miami Heat,NBA,"$275,805",2012-13,202363
2628,Boston Celtics,NBA,"$33,431",2012-13,202363
2629,Miami Heat,NBA,"$788,872",2013-14,202363
2630,Philadelphia 76ers,NBA,"$75,000",2014-15,202363
2631,(may be incomplete),,"$1,173,108",Career,202363
2632,New York Knicks,NBA,"$3,739,920",2018-19,1628995
2633,New York Knicks,NBA,"$4,380,120",2019-20,1628995
2634,(may be incomplete),,"$8,120,040",Career,1628995
2635,Milwaukee Bucks,NBA,"$2,568,600",2016-17,1627748
2636,Milwaukee Bucks,NBA,"$2,684,160",2017-18,1627748
2637,Detroit Pistons,NBA,"$2,799,720",2018-19,1627748
2638,Detroit Pistons,NBA,"$3,569,643",2019-20,1627748
2639,(may be incomplete),,"$11,622,123",Career,1627748
2640,New York Knicks,NBA,"$861,360",2005-06,101135
2641,New York Knicks,NBA,"$926,040",2006-07,101135
2642,New York Knicks,NBA,"$990,600",2007-08,101135
2643,New York Knicks,NBA,"$1,788,033",2008-09,101135
2644,New York Knicks,NBA,"$7,000,000",2009-10,101135
2645,Golden State Warriors,NBA,"$10,800,000",2010-11,101135
2646,Golden State Warriors,NBA,"$11,610,000",2011-12,101135
2647,Golden State Warriors,NBA,"$12,744,000",2012-13,101135
2648,Golden State Warriors,NBA,"$13,878,000",2013-14,101135
2649,Golden State Warriors,NBA,"$15,012,000",2014-15,101135
2650,Boston Celtics,NBA,"$15,493,680",2015-16,101135
2651,Dallas Mavericks,NBA,"$2,102,224",2015-16,101135
2652,San Antonio Spurs,NBA,"$1,551,659",2016-17,101135
2653,(may be incomplete),,"$94,757,596",Career,101135
2654,Orlando Magic,NBA,"$1,731,960",2012-13,203090
2655,Orlando Magic,NBA,"$1,809,840",2013-14,203090
2656,Orlando Magic,NBA,"$1,887,840",2014-15,203090
2657,Portland Trail Blazers,NBA,"$2,894,059",2015-16,203090
2658,Portland Trail Blazers,NBA,"$8,988,764",2016-17,203090
2659,Portland Trail Blazers,NBA,"$10,162,922",2017-18,203090
2660,Portland Trail Blazers,NBA,"$10,837,079",2018-19,203090
2661,New York Knicks,NBA,"$11,511,234",2019-20,203090
2662,(may be incomplete),,"$49,823,698",Career,203090
2663,Cleveland Cavaliers,NBA,"$457,588",2009-10,201980
2664,San Antonio Spurs,NBA,"$94,154",2010-11,201980
2665,San Antonio Spurs,NBA,"$854,389",2011-12,201980
2666,San Antonio Spurs,NBA,"$3,500,000",2012-13,201980
2667,San Antonio Spurs,NBA,"$3,762,500",2013-14,201980
2668,San Antonio Spurs,NBA,"$4,025,000",2014-15,201980
2669,San Antonio Spurs,NBA,"$10,000,000",2015-16,201980
2670,San Antonio Spurs,NBA,"$10,000,000",2016-17,201980
2671,San Antonio Spurs,NBA,"$10,000,000",2017-18,201980
2672,Toronto Raptors,NBA,"$10,000,000",2018-19,201980
2673,Los Angeles Lakers,NBA,"$14,634,146",2019-20,201980
2674,(may be incomplete),,"$67,327,777",Career,201980
2675,New Orleans Pelicans,NBA,"$2,964,840",2019-20,1629638
2676,(may be incomplete),,"$2,964,840",Career,1629638
2677,Dallas Mavericks,NBA,< $Minimum,2019-20,1629729
2678,(may be incomplete),,$0,Career,1629729
2679,Orlando Magic,NBA,"$788,872",2012-13,203124
2680,Orlando Magic,NBA,"$788,872",2013-14,203124
2681,Orlando Magic,NBA,"$915,243",2014-15,203124
2682,New York Knicks,NBA,"$3,750,000",2015-16,203124
2683,New York Knicks,NBA,"$3,900,000",2016-17,203124
2684,New York Knicks,NBA,"$4,087,500",2017-18,203124
2685,Indiana Pacers,NBA,"$4,449,000",2018-19,203124
2686,Philadelphia 76ers,NBA,"$2,028,594",2019-20,203124
2687,(may be incomplete),,"$20,708,081",Career,203124
2688,San Antonio Spurs,NBA,"$103,104",2011-12,202952
2689,Philadelphia 76ers,NBA,"$474,000",2014-15,202952
2690,(may be incomplete),,"$577,104",Career,202952
2691,Brooklyn Nets,NBA,"$3,090,000",2012-13,203141
2692,Brooklyn Nets,NBA,"$3,229,050",2013-14,203141
2693,Brooklyn Nets,NBA,"$3,368,100",2014-15,203141
2694,Phoenix Suns,NBA,"$5,500,000",2015-16,203141
2695,Milwaukee Bucks,NBA,"$10,500,000",2016-17,203141
2696,Milwaukee Bucks,NBA,"$10,500,000",2017-18,203141
2697,Milwaukee Bucks,NBA,"$3,500,000",2018-19,203141
2698,Milwaukee Bucks,NBA,"$3,500,000",2019-20,203141
2699,(may be incomplete),,"$43,187,150",Career,203141
2700,San Antonio Spurs,NBA,"$1,731,960",2011-12,202695
2701,San Antonio Spurs,NBA,"$1,861,920",2012-13,202695
2702,San Antonio Spurs,NBA,"$1,887,840",2013-14,202695
2703,San Antonio Spurs,NBA,"$2,894,059",2014-15,202695
2704,San Antonio Spurs,NBA,"$16,500,000",2015-16,202695
2705,San Antonio Spurs,NBA,"$17,638,063",2016-17,202695
2706,San Antonio Spurs,NBA,"$18,868,625",2017-18,202695
2707,Toronto Raptors,NBA,"$23,114,067",2018-19,202695
2708,Los Angeles Clippers,NBA,"$32,742,000",2019-20,202695
2709,(may be incomplete),,"$117,238,534",Career,202695
2710,Boston Celtics,NBA,"$1,418,160",2010-11,202340
2711,Boston Celtics,NBA,"$1,524,480",2011-12,202340
2712,Boston Celtics,NBA,"$1,630,800",2012-13,202340
2713,Boston Celtics,NBA,"$2,511,432",2013-14,202340
2714,Boston Celtics,NBA,"$7,191,011",2014-15,202340
2715,Boston Celtics,NBA,"$7,730,337",2015-16,202340
2716,Boston Celtics,NBA,"$8,269,663",2016-17,202340
2717,Los Angeles Clippers,NBA,"$8,808,989",2017-18,202340
2718,Memphis Grizzlies,NBA,"$12,000,000",2018-19,202340
2719,Los Angeles Lakers,NBA,"$4,767,000",2019-20,202340
2720,Memphis Grizzlies,NBA,"$2,000,000",2019-20,202340
2721,(may be incomplete),,"$57,851,872",Career,202340
2722,Milwaukee Bucks,NBA,"$1,590,720",2014-15,203898
2723,Milwaukee Bucks,NBA,"$1,662,360",2015-16,203898
2724,Los Angeles Lakers,NBA,"$1,733,880",2016-17,203898
2725,Los Angeles Lakers,NBA,"$1,524,305",2017-18,203898
2726,(may be incomplete),,"$6,511,265",Career,203898
2727,San Antonio Spurs,NBA,"$938,760",2007-08,101133
2728,San Antonio Spurs,NBA,"$1,009,200",2008-09,101133
2729,San Antonio Spurs,NBA,"$1,079,640",2009-10,101133
2730,Dallas Mavericks,NBA,"$762,196",2010-11,101133
2731,Indiana Pacers,NBA,"$4,000,000",2012-13,101133
2732,Indiana Pacers,NBA,"$4,000,000",2013-14,101133
2733,Indiana Pacers,NBA,"$4,000,000",2014-15,101133
2734,Indiana Pacers,NBA,"$4,000,000",2015-16,101133
2735,Washington Wizards,NBA,"$15,944,154",2016-17,101133
2736,Washington Wizards,NBA,"$16,661,641",2017-18,101133
2737,Washington Wizards,NBA,"$15,944,154",2018-19,101133
2738,Washington Wizards,NBA,"$15,450,051",2019-20,101133
2739,(may be incomplete),,"$83,789,796",Career,101133
2740,Dallas Mavericks,NBA,"$2,741,880",2004-05,2734
2741,Dallas Mavericks,NBA,"$2,947,440",2005-06,2734
2742,Dallas Mavericks,NBA,"$3,153,120",2006-07,2734
2743,New Jersey Nets,NBA,"$3,995,003",2007-08,2734
2744,New Jersey Nets,NBA,"$7,800,000",2008-09,2734
2745,New Jersey Nets,NBA,"$8,400,000",2009-10,2734
2746,Utah Jazz,NBA,"$8,981,000",2010-11,2734
2747,Utah Jazz,NBA,"$9,319,000",2011-12,2734
2748,Atlanta Hawks,NBA,"$8,500,000",2012-13,2734
2749,Dallas Mavericks,NBA,"$1,272,279",2013-14,2734
2750,Dallas Mavericks,NBA,"$3,878,000",2014-15,2734
2751,Dallas Mavericks,NBA,"$4,053,000",2015-16,2734
2752,Dallas Mavericks,NBA,"$4,228,000",2016-17,2734
2753,Denver Nuggets,NBA,"$4,402,546",2017-18,2734
2754,Dallas Mavericks,NBA,"$2,393,887",2018-19,2734
2755,(may be incomplete),,"$76,065,155",Career,2734
2756,Memphis Grizzlies,NBA,"$1,011,720",2006-07,200768
2757,Memphis Grizzlies,NBA,"$1,087,680",2007-08,200768
2758,Houston Rockets,NBA,"$1,163,520",2008-09,200768
2759,Houston Rockets,NBA,"$2,034,997",2009-10,200768
2760,Houston Rockets,NBA,"$5,750,000",2010-11,200768
2761,Houston Rockets,NBA,"$5,750,000",2011-12,200768
2762,Toronto Raptors,NBA,"$5,750,000",2012-13,200768
2763,Toronto Raptors,NBA,"$6,210,000",2013-14,200768
2764,Toronto Raptors,NBA,"$12,000,000",2014-15,200768
2765,Toronto Raptors,NBA,"$12,000,000",2015-16,200768
2766,Toronto Raptors,NBA,"$12,000,000",2016-17,200768
2767,Toronto Raptors,NBA,"$28,703,704",2017-18,200768
2768,Toronto Raptors,NBA,"$31,200,000",2018-19,200768
2769,Toronto Raptors,NBA,"$33,296,296",2019-20,200768
2770,(may be incomplete),,"$157,957,917",Career,200768
2771,Orlando Magic,NBA,"$100,000",2015-16,1626296
2772,Atlanta Hawks,NBA,"$47,371",2018-19,1626296
2773,(may be incomplete),,"$147,371",Career,1626296
2774,Golden State Warriors,NBA,"$342,666",2010-11,202399
2775,Houston Rockets,NBA,"$270,427",2011-12,202399
2776,Charlotte Bobcats,NBA,"$804,131",2012-13,202399
2777,Charlotte Bobcats,NBA,"$916,099",2013-14,202399
2778,Houston Rockets,NBA,"$981,084",2014-15,202399
2779,(may be incomplete),,"$3,314,407",Career,202399
2780,Dallas Mavericks,NBA,"$543,471",2016-17,1627852
2781,Atlanta Hawks,NBA,"$905,249",2017-18,1627852
2782,(may be incomplete),,"$1,448,720",Career,1627852
2783,Los Angeles Clippers,NBA,< $Minimum,2019-20,1629599
2784,(may be incomplete),,$0,Career,1629599
2785,Seattle SuperSonics,NBA,"$3,058,200",2007-08,201145
2786,Oklahoma City Thunder,NBA,"$3,287,640",2008-09,201145
2787,Oklahoma City Thunder,NBA,"$3,516,960",2009-10,201145
2788,Boston Celtics,NBA,"$4,455,988",2010-11,201145
2789,Boston Celtics,NBA,"$8,385,000",2012-13,201145
2790,Boston Celtics,NBA,"$8,965,000",2013-14,201145
2791,Memphis Grizzlies,NBA,"$9,445,000",2014-15,201145
2792,Los Angeles Clippers,NBA,"$9,200,000",2015-16,201145
2793,Orlando Magic,NBA,"$15,000,000",2016-17,201145
2794,Cleveland Cavaliers,NBA,"$2,116,955",2017-18,201145
2795,Washington Wizards,NBA,"$2,393,887",2018-19,201145
2796,Utah Jazz,NBA,"$2,564,753",2019-20,201145
2797,Houston Rockets,NBA,"$840,427",2019-20,201145
2798,(may be incomplete),,"$73,229,810",Career,201145
2799,New York Knicks,NBA,"$1,100,000",2017-18,1628422
2800,New York Knicks,NBA,"$1,378,242",2018-19,1628422
2801,New York Knicks,NBA,"$1,618,520",2019-20,1628422
2802,(may be incomplete),,"$4,096,762",Career,1628422
2803,Los Angeles Lakers,NBA,"$1,762,080",2018-19,1629021
2804,Washington Wizards,NBA,"$2,063,520",2019-20,1629021
2805,(may be incomplete),,"$3,825,600",Career,1629021
2806,Portland Trail Blazers,NBA,< $Minimum,2019-20,1629658
2807,(may be incomplete),,$0,Career,1629658
2808,Golden State Warriors,NBA,"$448,762",2005-06,101145
2809,Golden State Warriors,NBA,"$664,209",2006-07,101145
2810,Golden State Warriors,NBA,"$770,610",2007-08,101145
2811,Golden State Warriors,NBA,"$11,000,000",2008-09,101145
2812,Golden State Warriors,NBA,"$11,000,000",2009-10,101145
2813,Golden State Warriors,NBA,"$11,000,000",2010-11,101145
2814,Golden State Warriors,NBA,"$11,000,000",2011-12,101145
2815,Milwaukee Bucks,NBA,"$11,000,000",2012-13,101145
2816,Dallas Mavericks,NBA,"$8,000,000",2013-14,101145
2817,Dallas Mavericks,NBA,"$8,360,000",2014-15,101145
2818,Indiana Pacers,NBA,"$10,300,000",2015-16,101145
2819,Indiana Pacers,NBA,"$10,770,000",2016-17,101145
2820,Indiana Pacers,NBA,"$2,245,400",2017-18,101145
2821,Indiana Pacers,NBA,"$2,245,400",2018-19,101145
2822,Indiana Pacers,NBA,"$2,245,400",2019-20,101145
2823,(may be incomplete),,"$101,049,781",Career,101145
2824,Boston Celtics,NBA,"$59,686",2014-15,203958
2825,(may be incomplete),,"$59,686",Career,203958
2826,Utah Jazz,NBA,"$578,573",2019-20,1629730
2827,(may be incomplete),,"$578,573",Career,1629730
2828,Dallas Mavericks,NBA,"$70,000",2016-17,1627858
2829,Dallas Mavericks,NBA,"$382,464 (TW)",2017-18,1627858
2830,(may be incomplete),,"$452,464",Career,1627858
2831,Golden State Warriors,NBA,"$1,644,240",2018-19,1628980
2832,Minnesota Timberwolves,NBA,"$1,925,880",2019-20,1628980
2833,(may be incomplete),,"$3,570,120",Career,1628980
2834,Los Angeles Clippers,NBA,"$543,471",2016-17,1627754
2835,Atlanta Hawks,NBA,"$1,312,611",2017-18,1627754
2836,Chicago Bulls,NBA,"$50,000",2017-18,1627754
2837,(may be incomplete),,"$1,906,082",Career,1627754
2838,Indiana Pacers,NBA,"$650,000",2016-17,1627777
2839,Indiana Pacers,NBA,"$100,000",2017-18,1627777
2840,Utah Jazz,NBA,< $Minimum,2017-18,1627777
2841,Utah Jazz,NBA,"$1,512,601",2018-19,1627777
2842,Utah Jazz,NBA,"$1,678,854",2019-20,1627777
2843,(may be incomplete),,"$3,941,455",Career,1627777
2844,Phoenix Suns,NBA,< $Minimum,2019-20,1629745
2845,(may be incomplete),,$0,Career,1629745
2846,Utah Jazz,NBA,"$625,000",2006-07,200794
2847,Utah Jazz,NBA,"$687,456",2007-08,200794
2848,Utah Jazz,NBA,"$797,581",2008-09,200794
2849,Utah Jazz,NBA,"$7,692,932",2009-10,200794
2850,Utah Jazz,NBA,"$7,600,000",2010-11,200794
2851,Utah Jazz,NBA,"$8,103,435",2011-12,200794
2852,Utah Jazz,NBA,"$8,603,633",2012-13,200794
2853,Atlanta Hawks,NBA,"$9,500,000",2013-14,200794
2854,Atlanta Hawks,NBA,"$9,500,000",2014-15,200794
2855,Atlanta Hawks,NBA,"$19,000,000",2015-16,200794
2856,Atlanta Hawks,NBA,"$20,072,033",2016-17,200794
2857,Denver Nuggets,NBA,"$31,269,231",2017-18,200794
2858,Denver Nuggets,NBA,"$29,230,769",2018-19,200794
2859,Denver Nuggets,NBA,"$30,500,000",2019-20,200794
2860,(may be incomplete),,"$183,182,070",Career,200794
2861,New Jersey Nets,NBA,"$3,536,640",2000-01,2030
2862,New Jersey Nets,NBA,"$3,801,960",2001-02,2030
2863,New Jersey Nets,NBA,"$4,067,160",2002-03,2030
2864,New Jersey Nets,NBA,"$5,128,689",2003-04,2030
2865,Denver Nuggets,NBA,"$9,454,546",2004-05,2030
2866,Denver Nuggets,NBA,"$10,636,364",2005-06,2030
2867,Denver Nuggets,NBA,"$12,068,182",2006-07,2030
2868,Denver Nuggets,NBA,"$13,250,000",2007-08,2030
2869,Denver Nuggets,NBA,"$14,431,816",2008-09,2030
2870,Denver Nuggets,NBA,"$15,363,636",2009-10,2030
2871,Denver Nuggets,NBA,"$16,545,454",2010-11,2030
2872,Los Angeles Clippers,NBA,"$2,500,000",2011-12,2030
2873,New York Knicks,NBA,"$437,470",2012-13,2030
2874,New York Knicks,NBA,"$1,399,507",2013-14,2030
2875,Milwaukee Bucks,NBA,"$414,551",2014-15,2030
2876,(may be incomplete),,"$113,035,975",Career,2030
2877,Minnesota Timberwolves,NBA,"$3,480,120",2011-12,201937
2878,Minnesota Timberwolves,NBA,"$3,741,120",2012-13,201937
2879,Minnesota Timberwolves,NBA,"$4,002,120",2013-14,201937
2880,Minnesota Timberwolves,NBA,"$5,070,686",2014-15,201937
2881,Minnesota Timberwolves,NBA,"$12,365,000",2015-16,201937
2882,Minnesota Timberwolves,NBA,"$13,550,000",2016-17,201937
2883,Utah Jazz,NBA,"$14,275,000",2017-18,201937
2884,Utah Jazz,NBA,"$14,975,000",2018-19,201937
2885,Phoenix Suns,NBA,"$16,200,000",2019-20,201937
2886,(may be incomplete),,"$87,659,046",Career,201937
2887,Utah Jazz,NBA,"$3,487,400",2005-06,101114
2888,Utah Jazz,NBA,"$3,749,040",2006-07,101114
2889,Utah Jazz,NBA,"$4,010,640",2007-08,101114
2890,Utah Jazz,NBA,"$5,069,449",2008-09,101114
2891,Utah Jazz,NBA,"$12,323,900",2009-10,101114
2892,New Jersey Nets,NBA,"$14,940,152",2010-11,101114
2893,New Jersey Nets,NBA,"$16,359,805",2011-12,101114
2894,Brooklyn Nets,NBA,"$17,177,795",2012-13,101114
2895,Brooklyn Nets,NBA,"$18,466,130",2013-14,101114
2896,Brooklyn Nets,NBA,"$19,754,465",2014-15,101114
2897,Brooklyn Nets,NBA,"$5,500,000",2015-16,101114
2898,Dallas Mavericks,NBA,"$5,500,000",2015-16,101114
2899,Dallas Mavericks,NBA,"$9,000,000",2016-17,101114
2900,Brooklyn Nets,NBA,"$5,500,000",2016-17,101114
2901,Cleveland Cavaliers,NBA,"$259,626",2016-17,101114
2902,Brooklyn Nets,NBA,"$5,474,787",2017-18,101114
2903,Brooklyn Nets,NBA,"$5,474,787",2018-19,101114
2904,Brooklyn Nets,NBA,"$5,474,787",2019-20,101114
2905,(may be incomplete),,"$157,522,763",Career,101114
2906,Los Angeles Clippers,NBA,"$61,776",2015-16,1627293
2907,Memphis Grizzlies,NBA,"$30,888",2015-16,1627293
2908,(may be incomplete),,"$92,664",Career,1627293
2909,Brooklyn Nets,NBA,"$1,713,720",2017-18,1628386
2910,Brooklyn Nets,NBA,"$2,034,120",2018-19,1628386
2911,Brooklyn Nets,NBA,"$2,376,840",2019-20,1628386
2912,(may be incomplete),,"$6,124,680",Career,1628386
2913,Denver Nuggets,NBA,"$442,114",2008-09,201603
2914,Toronto Raptors,NBA,"$736,420",2009-10,201603
2915,Toronto Raptors,NBA,"$854,389",2010-11,201603
2916,Philadelphia 76ers,NBA,"$2,800,000",2015-16,201603
2917,(may be incomplete),,"$4,832,923",Career,201603
2918,Charlotte Bobcats,NBA,"$575,000",2012-13,203106
2919,Charlotte Bobcats,NBA,"$788,872",2013-14,203106
2920,Charlotte Hornets,NBA,"$915,243",2014-15,203106
2921,(may be incomplete),,"$2,279,115",Career,203106
2922,Houston Rockets,NBA,"$1,000,000",2015-16,1626149
2923,Houston Rockets,NBA,"$1,045,000",2016-17,1626149
2924,Los Angeles Clippers,NBA,"$1,471,382",2017-18,1626149
2925,Los Angeles Clippers,NBA,"$6,000,000",2018-19,1626149
2926,Los Angeles Clippers,NBA,"$6,000,000",2019-20,1626149
2927,(may be incomplete),,"$15,516,382",Career,1626149
2928,San Antonio Spurs,NBA,"$838,464",2018-19,1629002
2929,San Antonio Spurs,NBA,"$1,416,852",2019-20,1629002
2930,(may be incomplete),,"$2,255,316",Career,1629002
2931,Orlando Magic,NBA,"$366,931",2003-04,2586
2932,Charlotte Bobcats,NBA,"$620,046",2004-05,2586
2933,Charlotte Bobcats,NBA,"$869,373",2005-06,2586
2934,Orlando Magic,NBA,"$2,510,000",2006-07,2586
2935,Orlando Magic,NBA,"$2,440,000",2007-08,2586
2936,Milwaukee Bucks,NBA,"$2,565,000",2008-09,2586
2937,San Antonio Spurs,NBA,"$1,033,342",2009-10,2586
2938,Chicago Bulls,NBA,"$1,600,000",2010-11,2586
2939,New Jersey Nets,NBA,"$848,266",2011-12,2586
2940,Brooklyn Nets,NBA,"$1,229,225",2012-13,2586
2941,Boston Celtics,NBA,"$5,058,198",2013-14,2586
2942,(may be incomplete),,"$19,140,381",Career,2586
2943,Golden State Warriors,NBA,"$850,000",2012-13,203110
2944,Golden State Warriors,NBA,"$875,500",2013-14,203110
2945,Golden State Warriors,NBA,"$915,243",2014-15,203110
2946,Golden State Warriors,NBA,"$14,300,000",2015-16,203110
2947,Golden State Warriors,NBA,"$15,330,435",2016-17,203110
2948,Golden State Warriors,NBA,"$16,400,000",2017-18,203110
2949,Golden State Warriors,NBA,"$17,469,565",2018-19,203110
2950,Golden State Warriors,NBA,"$18,539,130",2019-20,203110
2951,(may be incomplete),,"$84,679,873",Career,203110
2952,Sacramento Kings,NBA,"$1,439,880",2016-17,1627781
2953,Toronto Raptors,NBA,"$1,504,560",2017-18,1627781
2954,Philadelphia 76ers,NBA,"$1,569,360",2018-19,1627781
2955,(may be incomplete),,"$4,513,800",Career,1627781
2956,Chicago Bulls,NBA,"$750,000",2016-17,1627835
2957,Chicago Bulls,NBA,"$1,312,611",2017-18,1627835
2958,(may be incomplete),,"$2,062,611",Career,1627835
2959,Milwaukee Bucks,NBA,< $Minimum,2018-19,1629045
2960,(may be incomplete),,$0,Career,1629045
2961,Houston Rockets,NBA,"$1,453,520",2012-13,202700
2962,Houston Rockets,NBA,"$1,422,720",2013-14,202700
2963,Houston Rockets,NBA,"$1,483,920",2014-15,202700
2964,Houston Rockets,NBA,"$2,288,205",2015-16,202700
2965,New Orleans Pelicans,NBA,"$576,724",2016-17,202700
2966,San Antonio Spurs,NBA,"$59,820",2018-19,202700
2967,(may be incomplete),,"$7,284,909",Career,202700
2968,Miami Heat,NBA,"$466,918",2019-20,1629735
2969,(may be incomplete),,"$466,918",Career,1629735
2970,Milwaukee Bucks,NBA,"$1,792,560",2013-14,203507
2971,Milwaukee Bucks,NBA,"$1,873,200",2014-15,203507
2972,Milwaukee Bucks,NBA,"$1,953,960",2015-16,203507
2973,Milwaukee Bucks,NBA,"$2,995,421",2016-17,203507
2974,Milwaukee Bucks,NBA,"$22,471,910",2017-18,203507
2975,Milwaukee Bucks,NBA,"$24,157,304",2018-19,203507
2976,Milwaukee Bucks,NBA,"$25,842,697",2019-20,203507
2977,(may be incomplete),,"$81,087,052",Career,203507
2978,Toronto Raptors,NBA,"$2,190,000",2005-06,101181
2979,Toronto Raptors,NBA,"$2,333,334",2006-07,101181
2980,Toronto Raptors,NBA,"$2,471,604",2007-08,101181
2981,Toronto Raptors,NBA,"$7,438,018",2008-09,101181
2982,Toronto Raptors,NBA,"$8,219,009",2009-10,101181
2983,Toronto Raptors,NBA,"$9,000,000",2010-11,101181
2984,Toronto Raptors,NBA,"$9,780,992",2011-12,101181
2985,Detroit Pistons,NBA,"$11,046,591",2012-13,101181
2986,Dallas Mavericks,NBA,"$6,791,570",2013-14,101181
2987,New York Knicks,NBA,"$7,097,191",2014-15,101181
2988,New York Knicks,NBA,"$7,402,812",2015-16,101181
2989,Los Angeles Lakers,NBA,"$7,708,427",2016-17,101181
2990,Atlanta Hawks,NBA,"$392,478",2016-17,101181
2991,Cleveland Cavaliers,NBA,"$1,471,382",2017-18,101181
2992,Detroit Pistons,NBA,"$2,393,887",2018-19,101181
2993,(may be incomplete),,"$85,737,295",Career,101181
2994,New Orleans Hornets,NBA,"$473,604",2012-13,203148
2995,New Orleans Pelicans,NBA,"$788,872",2013-14,203148
2996,Charlotte Hornets,NBA,"$2,732,000",2014-15,203148
2997,Portland Trail Blazers,NBA,"$2,854,940",2015-16,203148
2998,Charlotte Hornets,NBA,"$1,050,961",2016-17,203148
2999,(may be incomplete),,"$7,900,377",Career,203148
3000,Orlando Magic,NBA,"$4,865,040",2018-19,1628964
3001,Orlando Magic,NBA,"$5,697,600",2019-20,1628964
3002,(may be incomplete),,"$10,562,640",Career,1628964
3003,Sacramento Kings,NBA,"$7,305,600",2018-19,1628963
3004,Sacramento Kings,NBA,"$8,556,120",2019-20,1628963
3005,(may be incomplete),,"$15,861,720",Career,1628963
3006,Chicago Bulls,NBA,< $Minimum,2018-19,1629102
3007,(may be incomplete),,$0,Career,1629102
3008,New York Knicks,NBA,"$473,604",2010-11,202361
3009,New York Knicks,NBA,"$762,195",2011-12,202361
3010,Toronto Raptors,NBA,"$6,250,000",2012-13,202361
3011,Toronto Raptors,NBA,"$6,250,000",2013-14,202361
3012,Toronto Raptors,NBA,"$6,250,000",2014-15,202361
3013,(may be incomplete),,"$19,985,799",Career,202361
3014,Los Angeles Lakers,NBA,"$700,000",2015-16,1626148
3015,Los Angeles Lakers,NBA,"$874,636",2016-17,1626148
3016,New Orleans Pelicans,NBA,"$108,043",2016-17,1626148
3017,Orlando Magic,NBA,"$51,449",2016-17,1626148
3018,Minnesota Timberwolves,NBA,< $Minimum,2017-18,1626148
3019,(may be incomplete),,"$1,734,128",Career,1626148
