,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS,lineupID
48,Ö. Aşık | T. Evans | A. Rivers,NOP,2014-15,21,113.6,208,218,90.0,-4.5,+3.0,-.064,-3.5,-2.4,-.148,-0.083,-0.8,-1.0,-.007,-13.4,"('asikom01', 'evansty01', 'riverau01')"
49,A. Drummond | K. Singler | J. Smith,DET,2014-15,26,277.1,542,545,94.1,-3.5,+1.1,-.042,-2.2,-4.3,-.028,-0.054,-4.3,-1.9,-.134,-13.4,"('drumman01', 'singlky01', 'smithjo03')"
50,R. Gay | C. Landry | N. Stauskas,SAC,2014-15,33,132.0,266,261,95.9,-7.5,+0.2,-.087,-5.4,-8.8,-.150,-0.117,+7.1,+8.2,+.011,-13.4,"('gayru01', 'landrca01', 'stausni01')"
51,N. Cole | L. Deng | J. Hamilton,MIA,2014-15,14,120.3,214,216,85.8,-4.3,-4.7,-.024,-0.9,-4.0,+.007,-0.027,-4.0,-6.3,+.034,-13.4,"('coleno01', 'denglu01', 'hamilju01')"
52,L. Deng | J. Hamilton | D. Wade,MIA,2014-15,10,102.5,184,186,86.7,-5.5,-8.8,-.017,-3.2,-9.0,-.022,-0.031,+0.7,-3.0,+.110,-13.4,"('denglu01', 'hamilju01', 'wadedw01')"
53,W. Chandler | J. Hickson | T. Mozgov,DEN,2014-15,19,134.4,256,255,91.3,-4.9,+3.9,-.069,-3.6,-1.7,-.127,-0.089,-0.1,-1.3,+.036,-13.4,"('chandwi01', 'hicksjj01', 'mozgoti01')"
54,M. Belinelli | M. Bonner | C. Joseph,SAS,2014-15,29,129.9,246,237,89.3,-3.7,-7.1,-.003,-2.8,+0.4,-.136,-0.015,-3.1,-4.6,+.023,-13.4,"('belinma01', 'bonnema01', 'josepco01')"
55,J. Clarkson | J. Hill | R. Kelly,LAL,2014-15,25,178.0,344,343,92.6,-2.2,+1.8,-.032,-2.9,-8.2,-.011,-0.049,-6.2,-8.8,+.030,-13.4,"('clarkjo01', 'hilljo01', 'kellyry01')"
56,W. Chandler | K. Faried | J. Nelson,DEN,2014-15,22,165.5,325,327,94.5,-1.9,+9.1,-.070,-3.0,+0.1,-.130,-0.092,-6.6,-5.1,-.108,-13.4,"('chandwi01', 'farieke01', 'nelsoja01')"
57,A. Aminu | J. Barea | A. Stoudemire,DAL,2014-15,15,130.4,259,260,95.5,-2.2,+7.3,-.065,-5.4,-3.4,-.195,-0.100,-3.8,-1.1,-.109,-13.4,"('aminual01', 'bareajo01', 'stoudam01')"
58,C. Budinger | Z. LaVine | A. Payne,MIN,2014-15,21,188.5,369,373,94.5,-10.1,-9.6,-.065,-1.8,-6.8,+.025,-0.071,+8.6,+8.4,+.084,-13.4,"('budinch01', 'lavinza01', 'paynead01')"
59,G. Neal | L. Stephenson | M. Williams,CHO,2014-15,27,191.9,378,378,94.5,-6.3,-6.3,-.039,+0.3,+6.9,-.079,-0.035,-1.1,+1.3,-.093,-13.5,"('nealga01', 'stephla01', 'willima02')"
60,Q. Acy | C. Anthony | S. Larkin,NYK,2014-15,22,118.7,221,222,89.6,+1.1,+4.9,-.012,-4.5,-10.3,+.004,-0.039,-11.2,-16.1,+.038,-13.5,"('acyqu01', 'anthoca01', 'larkish01')"
61,C. Aldrich | C. Anthony | J. Calderón,NYK,2014-15,13,142.2,265,267,89.8,-3.8,+3.0,-.055,-2.9,-2.1,-.090,-0.072,-2.9,-3.6,-.008,-13.5,"('aldrico01', 'anthoca01', 'caldejo01')"
62,R. Jackson | G. Monroe | T. Prince,DET,2014-15,12,165.9,317,318,91.9,-4.0,0.0,-.042,-4.4,-3.4,-.177,-0.066,-1.2,+4.2,-.222,-13.5,"('jacksre01', 'monrogr01', 'princta01')"
63,E. Davis | J. Lin | N. Young,LAL,2014-15,36,234.0,465,462,95.1,-1.1,+9.8,-.061,-2.2,-0.2,-.087,-0.079,-9.2,-9.2,-.082,-13.6,"('davised01', 'linje01', 'youngni01')"
66,J. Grant | J. Sampson | H. Sims,PHI,2014-15,26,140.4,301,306,103.8,-4.4,-1.0,-.048,-5.2,-5.9,-.157,-0.079,+0.3,-1.6,+.056,-13.6,"('grantje01', 'sampsja02', 'simshe01')"
67,C. Butler | J. Meeks | A. Tolliver,DET,2014-15,36,260.6,500,504,92.5,-5.9,+0.9,-.069,-2.3,+3.6,-.118,-0.082,+0.3,+0.6,-.006,-13.7,"('butleca01', 'meeksjo01', 'tollian01')"
68,L. Amundson | A. Bargnani | L. Thomas,NYK,2014-15,21,252.8,480,485,91.6,-5.6,-0.1,-.061,-2.8,-2.9,-.103,-0.076,+0.4,-0.6,+.043,-13.7,"('amundlo01', 'bargnan01', 'thomala01')"
69,J. Brown | J. Clarkson | W. Johnson,LAL,2014-15,13,124.2,246,242,94.3,-2.7,+1.4,-.037,+0.7,-3.7,+.072,-0.034,-9.0,-7.4,-.120,-13.7,"('brownja01', 'clarkjo01', 'johnswe01')"
70,Q. Acy | S. Larkin | J. Smith,NYK,2014-15,45,222.0,422,418,90.8,-4.2,-2.0,-.038,-3.2,-6.7,-.030,-0.055,-2.3,-4.8,+.056,-13.8,"('acyqu01', 'larkish01', 'smithja02')"
71,C. Frye | L. Ridnour | N. Vučević,ORL,2014-15,21,117.1,236,225,94.5,-4.0,+2.9,-.063,-0.8,+3.2,-.077,-0.069,-5.1,-7.0,+.034,-13.9,"('fryech01', 'ridnolu01', 'vucevni01')"
72,V. Carter | M. Conley | K. Koufos,MEM,2014-15,39,128.4,242,244,90.9,-1.3,+5.3,-.039,-6.9,-5.5,-.187,-0.080,-4.4,-6.0,+.010,-13.9,"('cartevi01', 'conlemi01', 'koufoko01')"
73,C. Aldrich | L. Galloway | S. Larkin,NYK,2014-15,18,107.9,208,206,92.1,-2.3,+0.2,-.029,+0.9,-6.0,+.137,-0.023,-10.3,-12.7,+.003,-13.9,"('aldrico01', 'gallola01', 'larkish01')"
74,G. Dragić | H. Walker | H. Whiteside,MIA,2014-15,14,139.5,283,287,98.1,-4.4,-5.5,-.022,-3.7,-1.8,-.128,-0.041,-1.5,+1.4,-.099,-13.9,"('dragigo01', 'walkebi01', 'whiteha01')"
75,B. Biyombo | M. Kidd-Gilchrist | M. Williams,CHO,2014-15,15,97.9,197,191,95.1,-6.8,+10.6,-.126,+2.3,+3.9,+.042,-0.118,-2.6,-3.2,-.001,-13.9,"('biyombi01', 'kiddgmi01', 'willima01')"
76,T. Harris | K. O'Quinn | E. Payton,ORL,2014-15,32,256.5,490,492,91.9,-3.1,-3.1,-.019,-5.3,-8.7,-.108,-0.046,-2.6,-2.8,-.023,-14.0,"('harrito02', 'oquinky01', 'paytoel01')"
77,A. Bradley | J. Green | E. Turner,BOS,2014-15,25,219.7,442,434,95.7,-3.5,-1.9,-.029,-2.6,-2.4,-.100,-0.043,-4.4,-5.1,-.006,-14.0,"('bradlav01', 'greenje02', 'turneev01')"
78,R. Hibbert | C. Miles | D. Sloan,IND,2014-15,17,152.4,293,297,92.9,-5.3,-5.2,-.036,+1.4,+6.7,-.033,-0.025,-4.9,-5.4,-.040,-14.0,"('hibbero01', 'milescj01', 'sloando01')"
79,M. Conley | C. Lee | J. Leuer,MEM,2014-15,36,163.5,307,315,91.3,-2.5,+2.9,-.044,-5.0,-7.0,-.144,-0.073,-4.1,-3.6,-.060,-14.0,"('conlemi01', 'leeco01', 'leuerjo01')"
80,M. Chalmers | N. Cole | S. Williams,MIA,2014-15,28,154.1,300,299,93.3,-6.1,+3.4,-.094,+0.3,+4.9,-.070,-0.095,-2.1,-4.4,+.044,-14.0,"('chalmma01', 'coleno01', 'willish03')"
81,C. Boozer | W. Johnson | R. Price,LAL,2014-15,28,112.2,230,225,97.3,-9.7,-10.7,-.051,+0.2,-0.1,+.011,-0.043,+5.3,+7.3,-.006,-14.0,"('boozeca01', 'johnswe01', 'pricero01')"
82,E. Davis | J. Hill | J. Lin,LAL,2014-15,42,327.9,646,650,94.9,-1.0,+1.9,-.021,-2.0,-5.6,-.002,-0.033,-10.1,-9.3,-.145,-14.0,"('davised01', 'hilljo01', 'linje01')"
83,N. Collison | K. Perkins | L. Thomas,OKC,2014-15,14,112.9,216,210,90.6,-2.4,+5.1,-.052,-4.0,-4.1,-.096,-0.078,-5.2,+1.6,-.246,-14.0,"('collini01', 'perkike01', 'thomala01')"
84,L. Barbosa | H. Barnes | M. Speights,GSW,2014-15,33,134.0,267,272,96.5,-4.5,-4.7,-.028,-2.5,-2.3,-.107,-0.041,-2.5,-1.6,-.038,-14.0,"('barbole01', 'barneha02', 'speigma01')"
85,O. Casspi | C. Landry | N. Stauskas,SAC,2014-15,32,183.6,360,364,94.7,-7.3,-3.1,-.065,-6.8,-16.1,-.070,-0.101,+7.4,+6.9,+.070,-14.0,"('casspom01', 'landrca01', 'stausni01')"
88,L. Mbah a Moute | N. Noel | H. Thompson,PHI,2014-15,52,479.6,966,956,96.2,-4.9,-4.2,-.038,-0.3,+3.6,-.063,-0.037,-3.8,-1.7,-.120,-14.0,"('mbahalu01', 'noelne01', 'thompho01')"
89,N. Cole | J. Hamilton | D. Wade,MIA,2014-15,9,97.9,172,178,85.8,-4.9,-7.8,-.015,-0.4,-1.6,+.001,-0.014,-3.9,-8.3,+.103,-14.0,"('coleno01', 'hamilju01', 'wadedw01')"
90,W. Barton | G. Harris | J. Hickson,DEN,2014-15,20,126.9,253,260,97.0,-0.9,+8.6,-.054,-0.6,-2.5,+.004,-0.061,-11.5,-14.1,-.022,-14.0,"('bartowi01', 'harriga01', 'hicksjj01')"
91,C. Aldrich | S. Larkin | J. Smith,NYK,2014-15,35,195.5,374,375,91.9,-4.7,+2.9,-.071,-2.4,-4.2,-.045,-0.086,-2.3,-2.3,-.017,-14.1,"('aldrico01', 'larkish01', 'smithja02')"
92,A. Ajinça | R. Anderson | T. Evans,NOP,2014-15,24,113.2,204,216,89.0,-4.3,+10.4,-.100,+0.5,+10.0,-.130,-0.103,-6.0,-9.5,+.040,-14.1,"('ajincal01', 'anderry01', 'evansty01')"
93,R. Covington | K. McDaniels | H. Sims,PHI,2014-15,29,156.2,310,313,95.7,-2.2,+2.1,-.035,-7.3,-6.2,-.233,-0.077,-2.4,-0.1,-.092,-14.1,"('covinro01', 'mcdankj01', 'simshe01')"
94,A. Drummond | J. Lucas III | J. Meeks,DET,2014-15,17,101.9,190,192,90.0,+0.4,-0.6,+.007,+0.1,+3.4,-.043,+.008,-15.0,-15.0,-.182,-14.1,"('drumman01', 'lucasjo02', 'meeksjo01')"
95,A. Payne | R. Rubio | A. Wiggins,MIN,2014-15,12,176.3,338,341,92.5,-7.0,+4.9,-.098,-6.1,-11.0,-.144,-0.133,+6.0,+5.8,+.076,-14.1,"('paynead01', 'rubiori01', 'wiggian01')"
96,N. Collison | K. Perkins | S. Telfair,OKC,2014-15,16,161.6,308,295,89.6,-6.2,+1.4,-.080,-0.4,-2.8,+.018,-0.083,-1.5,+0.1,-.057,-14.2,"('collini01', 'perkike01', 'telfase01')"
97,O. Casspi | N. Stauskas | D. Williams,SAC,2014-15,33,142.3,289,296,98.7,-9.0,-15.3,-.024,-1.9,-6.6,+.014,-0.027,+5.6,+9.5,-.046,-14.2,"('casspom01', 'stausni01', 'willide02')"
98,P. Hairston | J. Maxiell | B. Roberts,CHO,2014-15,23,174.3,336,332,92.0,-4.1,+7.0,-.078,-0.7,+1.8,-.048,-0.087,-5.3,-5.7,-.045,-14.2,"('hairspj02', 'maxieja01', 'roberbr01')"
99,T. Black | W. Ellington | R. Sacre,LAL,2014-15,8,132.2,244,241,88.0,-8.0,+0.1,-.084,-1.8,-4.0,-.012,-0.094,+3.5,+6.8,-.074,-14.2,"('blackta01', 'ellinwa01', 'sacrero01')"
100,G. Henderson | J. Taylor | K. Walker,CHO,2014-15,12,181.5,337,341,89.7,-7.2,-2.2,-.068,-1.1,-2.1,-.025,-0.074,+1.3,+3.5,-.061,-14.2,"('hendege02', 'tayloje03', 'walkeke02')"
101,J. Hill | J. Lin | N. Young,LAL,2014-15,30,160.1,319,321,96.0,-4.1,-2.3,-.037,-4.0,-3.3,-.118,-0.059,-2.0,-1.3,-.029,-14.3,"('hilljo01', 'linje01', 'youngni01')"
102,C. Budinger | A. Wiggins | M. Williams,MIN,2014-15,22,161.7,329,327,97.3,-7.3,-5.1,-.054,-3.1,-3.8,-.104,-0.070,+3.3,+1.4,+.123,-14.3,"('budinch01', 'wiggian01', 'willima01')"
103,L. Fields | A. Johnson | K. Lowry,TOR,2014-15,9,124.4,246,244,94.5,-4.8,-4.8,-.028,-2.9,-3.0,-.080,-0.042,-1.7,-3.0,+.043,-14.3,"('fieldla01', 'johnsam01', 'lowryky01')"
104,F. Aldemir | J. Grant | I. Smith,PHI,2014-15,14,127.4,246,238,91.2,-7.6,+0.8,-.090,+1.0,+10.4,-.113,-0.085,-0.2,-0.5,+.006,-14.3,"('aldemfu01', 'grantje01', 'smithis01')"
105,C. Frye | T. Harris | N. Vučević,ORL,2014-15,44,617.6,1208,1189,93.1,-5.4,-1.6,-.053,-0.4,+0.1,-.020,-0.054,-3.2,-3.1,-.049,-14.4,"('fryech01', 'harrito02', 'vucevni01')"
106,D. Collison | R. Gay | R. Hollins,SAC,2014-15,17,146.4,290,298,96.4,-0.9,-4.8,+.015,-6.6,-9.0,-.163,-0.020,-6.0,-5.5,-.086,-14.4,"('collida01', 'gayru01', 'holliry01')"
107,M. Belinelli | T. Parker | T. Splitter,SAS,2014-15,23,98.5,195,195,95.0,-9.7,-0.5,-.109,+1.5,+4.6,-.016,-0.100,+3.6,+7.2,-.078,-14.4,"('belinma01', 'parketo01', 'splitti01')"
0,F. Aldemir | R. Covington | N. Noel,PHI,2014-15,16,105.2,205,202,92.9,-0.6,+5.6,-.037,+0.9,+10.0,-.119,-0.035,-14.0,-13.2,-.168,-14.4,"('aldemfu01', 'covinro01', 'noelne01')"
1,L. Brown | A. Payne | A. Wiggins,MIN,2014-15,18,176.1,327,322,88.4,-5.6,-0.4,-.062,-8.5,-11.8,-.149,-0.110,+5.3,+0.9,+.190,-14.4,"('brownlo01', 'paynead01', 'wiggian01')"
2,D. Cousins | R. Gay | R. Sessions,SAC,2014-15,21,156.9,299,307,92.7,-6.5,-5.3,-.047,-2.4,-6.7,-.002,-0.058,+0.9,+2.1,-.028,-14.5,"('couside01', 'gayru01', 'sessira01')"
3,R. Evans | R. Gay | J. Thompson,SAC,2014-15,22,184.7,355,352,91.9,-7.7,-10.9,-.030,-1.7,-9.5,+.069,-0.036,+2.6,+2.3,+.030,-14.5,"('evansre01', 'gayru01', 'thompja02')"
4,J. Calderón | I. Shumpert | A. Stoudemire,NYK,2014-15,12,139.8,258,262,89.3,-2.4,-0.1,-.026,-0.3,+1.1,-.028,-0.028,-9.4,-8.2,-.155,-14.5,"('caldejo01', 'shumpim01', 'stoudam01')"
5,S. Hill | R. Stuckey | D. West,IND,2014-15,55,637.3,1206,1214,91.1,-3.3,-1.7,-.028,-4.1,-6.7,-.082,-0.050,-3.9,-4.2,-.027,-14.5,"('hillso01', 'stuckro01', 'westda01')"
6,M. Kidd-Gilchrist | L. Stephenson | K. Walker,CHO,2014-15,21,192.7,371,379,93.4,-4.5,+4.1,-.070,-4.9,-0.7,-.252,-0.099,-0.7,+2.8,-.145,-14.6,"('kiddgmi01', 'stephla01', 'walkeke02')"
7,B. Knight | K. Middleton | L. Sanders,MIL,2014-15,20,160.5,321,323,96.3,-3.2,+2.1,-.047,-2.4,+0.1,-.114,-0.062,-5.8,-7.0,-.039,-14.6,"('knighbr03', 'middlkh01', 'sandela01')"
8,Z. LaVine | A. Wiggins | T. Young,MIN,2014-15,38,498.2,969,973,93.6,-5.9,+0.7,-.071,-4.2,-9.5,-.039,-0.095,+1.4,+3.0,-.037,-14.6,"('lavinza01', 'wiggian01', 'youngth01')"
9,A. Bennett | C. Brewer | A. Wiggins,MIN,2014-15,15,98.9,208,206,100.5,-1.8,+5.0,-.049,-3.4,-15.2,+.134,-0.072,-7.5,-6.6,-.086,-14.6,"('bennean01', 'breweco01', 'wiggian01')"
10,N. Cole | L. Deng | U. Haslem,MIA,2014-15,23,105.4,193,201,89.8,-5.5,-2.6,-.051,-1.3,-6.3,+.017,-0.057,-2.2,-1.0,-.058,-14.6,"('coleno01', 'denglu01', 'hasleud01')"
11,J. Clarkson | R. Kelly | R. Sacre,LAL,2014-15,27,354.9,682,675,91.8,-5.9,-1.7,-.056,-2.0,-5.1,-.013,-0.066,-0.9,+0.2,-.051,-14.6,"('clarkjo01', 'kellyry01', 'sacrero01')"
12,R. McCallum | N. Stauskas | J. Thompson,SAC,2014-15,32,132.2,264,261,95.3,-0.5,+4.3,-.028,-5.4,-5.2,-.155,-0.061,-8.3,-6.8,-.107,-14.6,"('mccalra01', 'stausni01', 'thompja02')"
13,O. Casspi | R. McCallum | N. Stauskas,SAC,2014-15,33,167.5,337,332,95.9,-5.7,-3.7,-.044,-5.8,-13.8,-.069,-0.075,+2.4,+1.4,+.057,-14.8,"('casspom01', 'mccalra01', 'stausni01')"
14,B. Beal | K. Humphries | K. Séraphin,WAS,2014-15,40,190.9,362,366,91.5,-2.9,-3.2,-.016,-6.5,-17.1,+.020,-0.052,-2.5,-2.7,-.016,-14.8,"('bealbr01', 'humphkr01', 'serapke01')"
15,E. Davis | W. Ellington | N. Young,LAL,2014-15,25,115.3,228,223,93.9,+1.8,+12.2,-.041,-1.1,+2.5,-.082,-0.055,-17.3,-20.1,-.104,-14.8,"('davised01', 'ellinwa01', 'youngni01')"
16,W. Ellington | R. Kelly | R. Sacre,LAL,2014-15,22,312.3,597,592,91.4,-6.1,-0.4,-.064,-2.2,-6.1,-.010,-0.076,-0.5,+0.2,-.029,-14.8,"('ellinwa01', 'kellyry01', 'sacrero01')"
17,G. Dieng | Z. LaVine | A. Payne,MIN,2014-15,19,172.4,325,325,90.5,-5.5,-9.2,-.012,-4.6,-12.0,+.010,-0.034,+0.9,+3.4,-.081,-14.8,"('dienggo01', 'lavinza01', 'paynead01')"
18,A. Bennett | S. Muhammad | A. Wiggins,MIN,2014-15,21,97.7,205,198,99.0,-5.8,-0.1,-.064,-2.7,-16.0,+.118,-0.079,-0.7,+7.0,-.230,-14.9,"('bennean01', 'muhamsh01', 'wiggian01')"
19,J. Calderón | S. Dalembert | I. Shumpert,NYK,2014-15,12,131.8,253,259,93.3,-1.9,-4.2,-.001,-2.6,-5.0,-.061,-0.014,-8.6,-12.8,+.022,-14.9,"('caldejo01', 'dalemsa01', 'shumpim01')"
22,B. Gordon | K. O'Quinn | E. Payton,ORL,2014-15,28,132.6,260,251,92.5,-4.4,-2.3,-.040,+1.3,+2.3,+.022,-0.031,-7.3,-7.4,-.063,-14.9,"('gordobe01', 'oquinky01', 'paytoel01')"
23,C. Aldrich | L. Galloway | L. Thomas,NYK,2014-15,26,142.3,280,283,94.9,-0.3,-0.9,+.001,+0.1,+0.9,-.013,+.002,-14.4,-16.1,-.065,-14.9,"('aldrico01', 'gallola01', 'thomala01')"
24,K. Bryant | E. Davis | J. Hill,LAL,2014-15,33,426.9,830,825,93.0,-4.1,+2.8,-.060,-1.5,-0.7,-.053,-0.070,-5.3,-6.4,-.020,-15.0,"('bryanko01', 'davised01', 'hilljo01')"
25,D. Collison | R. Evans | J. Thompson,SAC,2014-15,15,139.2,266,267,91.9,-7.0,-10.2,-.027,-1.5,-8.6,+.060,-0.032,+0.5,-0.3,+.020,-15.0,"('collida01', 'evansre01', 'thompja02')"
26,Ö. Aşık | J. Holiday | A. Rivers,NOP,2014-15,24,110.7,205,215,91.1,-6.1,-5.8,-.039,-4.8,-5.1,-.133,-0.063,+2.1,+4.2,-.057,-15.0,"('asikom01', 'holidjr01', 'riverau01')"
27,B. Roberts | L. Stephenson | M. Williams,CHO,2014-15,41,278.3,542,541,93.4,-4.9,-3.7,-.037,+0.2,+4.8,-.057,-0.034,-5.6,-4.7,-.101,-15.1,"('roberbr01', 'stephla01', 'willima02')"
28,R. Gay | C. Landry | R. McCallum,SAC,2014-15,27,172.3,343,339,95.0,-6.6,+1.0,-.078,-6.8,-10.5,-.184,-0.116,+5.0,+10.0,-.132,-15.1,"('gayru01', 'landrca01', 'mccalra01')"
29,G. Henderson | J. Taylor | M. Williams,CHO,2014-15,16,180.5,336,341,90.0,-7.4,-0.7,-.078,-1.1,-0.3,-.051,-0.083,+0.8,+2.3,-.049,-15.1,"('hendege02', 'tayloje03', 'willima02')"
30,C. Frye | A. Gordon | E. Payton,ORL,2014-15,22,131.8,256,262,94.3,-4.0,+11.4,-.107,-2.9,-2.2,-.099,-0.128,-4.4,-3.1,-.130,-15.2,"('fryech01', 'gordoaa01', 'paytoel01')"
31,O. Casspi | R. Evans | N. Stauskas,SAC,2014-15,20,109.9,203,204,88.9,-9.1,-2.0,-.090,-2.9,-10.7,-.006,-0.105,+6.0,+12.4,-.133,-15.2,"('casspom01', 'evansre01', 'stausni01')"
32,R. Covington | N. Noel | T. Wroten,PHI,2014-15,18,131.6,254,250,91.9,-5.4,-6.6,-.028,+0.2,+1.5,-.014,-0.022,-4.6,-6.3,+.006,-15.2,"('covinro01', 'noelne01', 'wroteto01')"
33,M. Chalmers | G. Dragić | D. Wade,MIA,2014-15,19,100.8,209,202,97.9,-6.3,-6.7,-.036,-0.8,-6.6,+.085,-0.036,-1.9,-1.8,-.017,-15.2,"('chalmma01', 'dragigo01', 'wadedw01')"
34,A. Bargnani | A. Shved | L. Thomas,NYK,2014-15,14,183.7,356,356,93.0,-3.7,+10.4,-.089,-3.7,+2.2,-.249,-0.114,-4.2,-4.8,-.029,-15.2,"('bargnan01', 'shvedal01', 'thomala01')"
35,J. Anthony | J. Meeks | T. Prince,DET,2014-15,14,119.4,216,218,87.2,-8.4,+1.8,-.096,-2.7,-0.3,-.120,-0.111,+4.3,+3.9,+.078,-15.2,"('anthojo01', 'meeksjo01', 'princta01')"
36,K. Bryant | E. Davis | J. Lin,LAL,2014-15,29,178.1,358,359,96.6,-0.2,+2.2,-.014,-2.2,-3.8,-.037,-0.027,-12.8,-13.0,-.112,-15.3,"('bryanko01', 'davised01', 'linje01')"
37,G. Henderson | G. Neal | K. Walker,CHO,2014-15,27,124.5,246,225,90.8,-4.8,-3.8,-.034,-9.2,-10.7,-.239,-0.084,+3.5,+5.8,-.034,-15.3,"('hendege02', 'nealga01', 'walkeke02')"
38,K. Garnett | J. Jack | B. Lopez,BRK,2014-15,24,96.4,185,180,90.9,-8.1,-7.2,-.059,-7.9,-15.8,-.135,-0.102,+8.8,+12.0,-.039,-15.3,"('garneke01', 'jackja01', 'lopezbr01')"
39,G. Dieng | Z. LaVine | T. Young,MIN,2014-15,36,448.3,869,868,93.0,-5.6,+0.2,-.064,-4.2,-7.8,-.078,-0.088,0.0,+0.9,-.030,-15.3,"('dienggo01', 'lavinza01', 'youngth01')"
40,A. Bennett | S. Muhammad | M. Williams,MIN,2014-15,22,130.4,260,259,95.5,-7.9,-3.8,-.068,-2.7,-12.0,+.104,-0.082,+3.0,+9.5,-.168,-15.4,"('bennean01', 'muhamsh01', 'willima01')"
41,M. Miller | T. Thompson | D. Waiters,CLE,2014-15,17,103.9,199,202,92.6,-6.4,+0.9,-.071,-6.9,-1.1,-.245,-0.108,+4.2,+7.3,-.033,-15.4,"('millemi01', 'thomptr01', 'waitedi01')"
44,R. Gay | B. McLemore | R. Sessions,SAC,2014-15,19,167.1,316,313,90.4,-4.8,-0.2,-.053,-2.0,-2.1,-.058,-0.064,-3.7,-0.9,-.114,-15.4,"('gayru01', 'mclembe01', 'sessira01')"
45,J. Clarkson | E. Davis | J. Lin,LAL,2014-15,27,133.5,261,260,93.7,-5.5,+0.1,-.065,-4.2,-7.4,-.085,-0.089,-0.1,+0.7,-.022,-15.4,"('clarkjo01', 'davised01', 'linje01')"
46,J. Green | E. Turner | T. Zeller,BOS,2014-15,28,229.5,449,455,94.5,-1.9,+0.1,-.021,-3.0,-6.0,-.072,-0.038,-8.6,-8.6,-.080,-15.4,"('greenje02', 'turneev01', 'zellety01')"
47,G. Dieng | Z. LaVine | A. Wiggins,MIN,2014-15,60,762.2,1474,1470,92.7,-6.9,-6.2,-.045,-4.6,-10.7,-.039,-0.068,+3.0,+3.8,+.003,-15.4,"('dienggo01', 'lavinza01', 'wiggian01')"
48,M. Chalmers | G. Dragić | U. Haslem,MIA,2014-15,15,103.5,207,213,97.4,-8.6,-3.9,-.087,-1.7,+1.7,-.085,-0.095,+3.6,-4.7,+.212,-15.4,"('chalmma01', 'dragigo01', 'hasleud01')"
49,J. Bayless | T. Ennis | J. Henson,MIL,2014-15,16,99.3,199,203,97.1,-1.7,+5.2,-.048,-3.8,-4.6,-.115,-0.073,-8.1,-6.0,-.180,-15.4,"('bayleje01', 'ennisty01', 'hensojo01')"
50,B. Bass | A. Bradley | J. Sullinger,BOS,2014-15,39,304.7,588,596,93.3,-5.1,+4.3,-.076,-0.9,+4.1,-.086,-0.083,-4.5,-4.5,-.052,-15.5,"('bassbr01', 'bradlav01', 'sullija01')"
51,R. Gay | C. Landry | J. Thompson,SAC,2014-15,29,143.1,282,284,94.9,-2.2,-5.0,+.001,-8.1,-16.1,-.147,-0.043,-3.0,+1.6,-.166,-15.5,"('gayru01', 'landrca01', 'thompja02')"
52,K. McDaniels | N. Noel | H. Thompson,PHI,2014-15,31,161.4,337,334,99.8,-2.7,+4.6,-.059,-1.9,+0.1,-.077,-0.074,-8.2,-9.2,-.061,-15.5,"('mcdankj01', 'noelne01', 'thompho01')"
53,M. Thornton | E. Turner | T. Zeller,BOS,2014-15,29,107.7,217,213,95.8,-4.9,+3.9,-.076,-1.5,-1.3,-.053,-0.086,-4.1,-8.4,+.088,-15.5,"('thornma01', 'turneev01', 'zellety01')"
54,J. Clarkson | W. Ellington | R. Kelly,LAL,2014-15,31,418.8,798,795,91.3,-5.6,+0.2,-.061,-1.7,-4.0,-.012,-0.070,-2.7,-4.1,+.015,-15.5,"('clarkjo01', 'ellinwa01', 'kellyry01')"
55,C. Budinger | G. Dieng | T. Young,MIN,2014-15,29,158.6,321,323,97.5,-6.0,-3.2,-.053,-5.9,-10.8,-.135,-0.086,+2.3,+1.1,+.074,-15.5,"('budinch01', 'dienggo01', 'youngth01')"
56,A. Goodwin | P. Tucker | T. Warren,PHO,2014-15,21,104.3,210,206,95.8,-1.7,+0.2,-.020,-4.4,-5.2,-.143,-0.045,-7.5,-5.8,-.145,-15.5,"('goodwar01', 'tuckepj01', 'warretj01')"
57,C. Boozer | J. Clarkson | R. Kelly,LAL,2014-15,22,190.1,366,368,92.7,-4.7,+3.5,-.069,-2.7,-6.2,-.023,-0.086,-3.5,-4.2,-.015,-15.5,"('boozeca01', 'clarkjo01', 'kellyry01')"
58,G. Dragić | U. Haslem | H. Walker,MIA,2014-15,11,106.1,204,206,92.7,-8.4,-1.6,-.086,-2.8,-2.2,-.075,-0.101,+4.1,+2.7,+.089,-15.5,"('dragigo01', 'hasleud01', 'walkebi01')"
59,C. Brewer | G. Dieng | A. Wiggins,MIN,2014-15,22,297.8,602,595,96.5,-5.7,-0.2,-.064,-4.9,-12.4,-.048,-0.092,+0.6,+5.2,-.140,-15.6,"('breweco01', 'dienggo01', 'wiggian01')"
60,Q. Acy | T. Hardaway | J. Smith,NYK,2014-15,33,171.4,329,327,91.9,-5.4,-4.8,-.038,-3.1,-6.6,-.013,-0.052,-1.6,-4.1,+.076,-15.6,"('acyqu01', 'hardati02', 'smithja02')"
61,D. Gallinari | G. Harris | T. Lawson,DEN,2014-15,17,132.4,283,282,102.5,-6.2,-1.4,-.065,-0.7,+3.4,-.078,-0.068,-2.5,-4.7,+.026,-15.6,"('gallida01', 'harriga01', 'lawsoty01')"
